id,word,type,grammar,parent,meaning,note,factors,factor_meaning,status,confidence,strlen,source,language
106460,itthiliṅgasamaññāti,.un.,,,,,itthiliṅgasamaññā+iti,,1,60,19,union,cm
106461,itthiliṅgāti,.un.,,,,,itthiliṅgā+iti,,1,60,12,union,cm
106462,itthiliṅgattamicchathāti,.un.,,,,,itthiliṅgattamicchathā+iti,,1,60,24,union,cm
106463,itthirūpañcāti,.un.,,,,,itthirūpaṃ+ca+iti,,1,80,14,union,cm
106464,itthiyāti,.un.,,,,,itthiyā+iti,,1,60,9,union,cm
106465,ivaṇṇuvaṇṇāti,.un.,,,,,ivaṇṇuvaṇṇā+iti,,1,60,13,union,cm
106466,īyassānabhidhānāti,.un.,,,,,īyassānabhidhānā+iti,,1,60,18,union,cm
106467,jaccandhapaṭibhāgāti,.un.,,,,,jaccandhapaṭibhāgā+iti,,1,60,20,union,cm
106468,jaccandhonāmāti,.un.,,,,,jaccandhonāmā+iti,,1,60,15,union,cm
106469,jaccāti,.un.,,,,,jaccā+iti,,1,60,7,union,cm
106470,jaggāti,.un.,,,,,jaggā+iti,,1,60,7,union,cm
106471,jahethāti,.un.,,,,,jahethā+iti,,1,60,9,union,cm
106472,jahitavatthukāti,.un.,,,,,jahitavatthukā+iti,,1,60,16,union,cm
106473,jalābujāti,.un.,,,,,jalābujā+iti,,1,60,10,union,cm
106474,jalābumhijātāti,.un.,,,,,jalābumhijātā+iti,,1,60,15,union,cm
106475,jalacarāti,.un.,,,,,jalacarā+iti,,1,60,10,union,cm
106476,jalajāthalajāti,.un.,,,,,jalajāthalajā+iti,,1,60,15,union,cm
106477,jalamassāti,.un.,,,,,jalamassā+iti,,1,60,11,union,cm
106478,jālametthāti,.un.,,,,,jālametthā+iti,,1,60,12,union,cm
106479,jalamevāti,.un.,,,,,jalaṃ+eva+iti,,1,80,10,union,cm
106480,jālāpethāti,.un.,,,,,jālāpethā+iti,,1,60,11,union,cm
106481,jālāpetvāti,.un.,,,,,jālāpetvā+iti,,1,60,11,union,cm
106482,jālasañchannāti,.un.,,,,,jālasañchannā+iti,,1,60,15,union,cm
106483,jālāti,.un.,,,,,jālā+iti,,1,60,6,union,cm
106484,jalayitvāti,.un.,,,,,jalayitvā+iti,,1,60,11,union,cm
106485,jalenāti,.un.,,,,,jalenā+iti,,1,60,8,union,cm
106486,jālenāti,.un.,,,,,jālenā+iti,,1,60,8,union,cm
106487,jaleyyāti,.un.,,,,,jaleyyā+iti,,1,60,9,union,cm
106488,jaḷībhavantyanenāti,.un.,,,,,jaḷībhavantyanenā+iti,,1,60,19,union,cm
106489,jālikāti,.un.,,,,,jālikā+iti,,1,60,8,union,cm
106490,jalitthāti,.un.,,,,,jalitthā+iti,,1,60,10,union,cm
106491,jalupaddutajāti,.un.,,,,,jalupaddutajā+iti,,1,60,15,union,cm
106492,jambudīpavāsīsantānagatāti,.un.,,,,,jambudīpavāsīsantānagatā+iti,,1,60,26,union,cm
106493,jambudīpavāsisattasantānagatāti,.un.,,,,,jambudīpavāsisattasantānagatā+iti,,1,60,31,union,cm
106494,jambujañcāti,.un.,,,,,jambujaṃ+ca+iti,,1,80,12,union,cm
106495,jambukāti,.un.,,,,,jambukā+iti,,1,60,9,union,cm
106496,jammāti,.un.,,,,,jammā+iti,,1,60,7,union,cm
106497,janakapaccayāti,.un.,,,,,janakapaccayā+iti,,1,60,15,union,cm
106498,janakattenāti,.un.,,,,,janakattenā+iti,,1,60,13,union,cm
106499,janakhattiyāti,.un.,,,,,janakhattiyā+iti,,1,60,14,union,cm
106500,jānanākārenāti,.un.,,,,,jānanākārenā+iti,,1,60,14,union,cm
106501,jānanamevāti,.un.,,,,,jānanaṃ+eva+iti,,1,80,12,union,cm
106502,jānanapakatitāyāti,.un.,,,,,jānanapakatitāyā+iti,,1,60,18,union,cm
106503,jānanatthāyāti,.un.,,,,,jānanatthāyā+iti,,1,60,14,union,cm
106504,jananikāti,.un.,,,,,jananikā+iti,,1,60,10,union,cm
106505,jānantassāti,.un.,,,,,jānantassā+iti,,1,60,12,union,cm
106506,jānanticāti,.un.,,,,,jānanticā+iti,,1,60,11,union,cm
106507,jānantisīlenāti,.un.,,,,,jānantisīlenā+iti,,1,60,15,union,cm
106508,janapadacārikāyāti,.un.,,,,,janapadacārikāyā+iti,,1,60,18,union,cm
106509,janapadañcāti,.un.,,,,,janapadaṃ+ca+iti,,1,80,13,union,cm
106510,jānapadāti,.un.,,,,,jānapadā+iti,,1,60,10,union,cm
106511,janapadevāti,.un.,,,,,janapadevā+iti,,1,60,12,union,cm
106512,jānāpetabbāti,.un.,,,,,jānāpetabbā+iti,,1,60,13,union,cm
106513,jānāpetvāti,.un.,,,,,jānāpetvā+iti,,1,60,11,union,cm
106514,jānāpeyyāthāti,.un.,,,,,jānāpeyyāthā+iti,,1,60,14,union,cm
106515,jānāsiyevāti,.un.,,,,,jānāsi+eva+iti,,1,80,12,union,cm
106516,janassāti,.un.,,,,,janassā+iti,,1,60,9,union,cm
106517,jānatāti,.un.,,,,,jānatā+iti,,1,60,8,union,cm
106518,jānātevāti,.un.,,,,,jānātevā+iti,,1,60,10,union,cm
106519,jānathāti,.un.,,,,,jānathā+iti,,1,60,9,union,cm
106520,janayethāti,.un.,,,,,janayethā+iti,,1,60,11,union,cm
106521,janenāti,.un.,,,,,janenā+iti,,1,60,8,union,cm
106522,janetabbāti,.un.,,,,,janetabbā+iti,,1,60,11,union,cm
106523,janeticāti,.un.,,,,,janeticā+iti,,1,60,10,union,cm
106524,jāneyyāmāti,.un.,,,,,jāneyyāmā+iti,,1,60,11,union,cm
106525,jāneyyayevāti,.un.,,,,,jāneyya+eva+iti,,1,80,13,union,cm
106526,jaṅghapesanikenāti,.un.,,,,,jaṅghapesanikenā+iti,,1,60,18,union,cm
106527,jāniassāti,.un.,,,,,jāniassā+iti,,1,60,10,union,cm
106528,jānitabbañcāti,.un.,,,,,jānitabbaṃ+ca+iti,,1,80,14,union,cm
106529,janitasatipārisuddhisambhavenāti,.un.,,,,,janitasatipārisuddhisambhavenā+iti,,1,60,32,union,cm
106530,janoanugiṇāti,.un.,,,,,janoanugiṇā+iti,,1,60,13,union,cm
106531,jantāgharasālāti,.un.,,,,,jantāgharasālā+iti,,1,60,16,union,cm
106532,jappametassāti,.un.,,,,,jappametassā+iti,,1,60,14,union,cm
106533,jappāti,.un.,,,,,jappā+iti,,1,60,7,union,cm
106534,jappeyyāti,.un.,,,,,jappeyyā+iti,,1,60,10,union,cm
106535,jarābhibhūtassāti,.un.,,,,,jarābhibhūtassā+iti,,1,60,17,union,cm
106536,jarādhammāti,.un.,,,,,jarādhammā+iti,,1,60,12,union,cm
106537,jarāmaraṇabhāvapariyāyenāti,.un.,,,,,jarāmaraṇabhāvapariyāyenā+iti,,1,60,27,union,cm
106538,jarāmaraṇādipaccayatāyāti,.un.,,,,,jarāmaraṇādipaccayatāyā+iti,,1,60,25,union,cm
106539,jarāmaraṇañcāti,.un.,,,,,jarāmaraṇaṃ+ca+iti,,1,80,15,union,cm
106540,jarāmaraṇapaccayatāyāti,.un.,,,,,jarāmaraṇapaccayatāyā+iti,,1,60,23,union,cm
106541,jarāmaraṇassāti,.un.,,,,,jarāmaraṇassā+iti,,1,60,15,union,cm
106542,jaratāniccatāti,.un.,,,,,jaratāniccatā+iti,,1,60,15,union,cm
106543,jarāyevāti,.un.,,,,,jarā+eva+iti,,1,60,10,union,cm
106544,jātamassāti,.un.,,,,,jātamassā+iti,,1,60,11,union,cm
106545,jātañcāti,.un.,,,,,jātaṃ+ca+iti,,1,80,9,union,cm
106546,jātaparisāti,.un.,,,,,jātaparisā+iti,,1,60,12,union,cm
106547,jātasomanassāti,.un.,,,,,jātasomanassā+iti,,1,60,15,union,cm
106548,jātavīhijāti,.un.,,,,,jātavīhijā+iti,,1,60,12,union,cm
106549,jatāyāti,.un.,,,,,jatāyā+iti,,1,60,8,union,cm
106550,jātāyāti,.un.,,,,,jātāyā+iti,,1,60,8,union,cm
106551,jātāyevāti,.un.,,,,,jātā+eva+iti,,1,60,10,union,cm
106552,jātenāti,.un.,,,,,jātenā+iti,,1,60,8,union,cm
106553,jātiabhāvāti,.un.,,,,,jātiabhāvā+iti,,1,60,12,union,cm
106554,jātibhūmakāti,.un.,,,,,jātibhūmakā+iti,,1,60,13,union,cm
106555,jātijarābhibhūtañcāti,.un.,,,,,jātijarābhibhūtaṃ+ca+iti,,1,80,21,union,cm
106556,jātijarādibhedassāti,.un.,,,,,jātijarādibhedassā+iti,,1,60,20,union,cm
106557,jātijarāti,.un.,,,,,jātijarā+iti,,1,60,10,union,cm
106558,jātijarāyāti,.un.,,,,,jātijarāyā+iti,,1,60,12,union,cm
106559,jātikassāti,.un.,,,,,jātikassā+iti,,1,60,11,union,cm
106560,jātikāti,.un.,,,,,jātikā+iti,,1,60,8,union,cm
106561,jātikattāti,.un.,,,,,jātikattā+iti,,1,60,11,union,cm
106562,jaṭilakāti,.un.,,,,,jaṭilakā+iti,,1,60,10,union,cm
106563,jātimahattapaccavekkhaṇāti,.un.,,,,,jātimahattapaccavekkhaṇā+iti,,1,60,26,union,cm
106564,jātimaraṇasaṅkhayāti,.un.,,,,,jātimaraṇasaṅkhayā+iti,,1,60,20,union,cm
106565,jātimāti,.un.,,,,,jātimā+iti,,1,60,8,union,cm
106566,jātiphalametassāti,.un.,,,,,jātiphalametassā+iti,,1,60,18,union,cm
106567,jātisabhāvavuttiguṇasabhāvavutyādayoyevāti,.un.,,,,,jātisabhāvavuttiguṇasabhāvavutyādayo+eva+iti,,1,80,42,union,cm
106568,jātisaddāti,.un.,,,,,jātisaddā+iti,,1,60,11,union,cm
106569,jātisaddattāti,.un.,,,,,jātisaddattā+iti,,1,60,14,union,cm
106570,jātisaṅkaravirahitāyāti,.un.,,,,,jātisaṅkaravirahitāyā+iti,,1,60,23,union,cm
106571,jātivasenāti,.un.,,,,,jātivasenā+iti,,1,60,12,union,cm
106572,javanapaññāti,.un.,,,,,javanapaññā+iti,,1,60,13,union,cm
106573,javanappavattāti,.un.,,,,,javanappavattā+iti,,1,60,16,union,cm
106574,javanassāti,.un.,,,,,javanassā+iti,,1,60,11,union,cm
106575,javanenāti,.un.,,,,,javanenā+iti,,1,60,10,union,cm
106576,javāti,.un.,,,,,javā+iti,,1,60,6,union,cm
106577,jayaddhajagāhakāti,.un.,,,,,jayaddhajagāhakā+iti,,1,60,18,union,cm
106578,jāyamānādikkhandhāti,.un.,,,,,jāyamānādikkhandhā+iti,,1,60,20,union,cm
106579,jāyamānāti,.un.,,,,,jāyamānā+iti,,1,60,10,union,cm
106580,jāyantievāti,.un.,,,,,jāyantievā+iti,,1,60,12,union,cm
106581,jāyethāti,.un.,,,,,jāyethā+iti,,1,60,9,union,cm
106582,jayeyyāti,.un.,,,,,jayeyyā+iti,,1,60,9,union,cm
106583,jāyeyyāti,.un.,,,,,jāyeyyā+iti,,1,60,9,union,cm
106584,jetabbāti,.un.,,,,,jetabbā+iti,,1,60,9,union,cm
106585,jeṭṭhakattāti,.un.,,,,,jeṭṭhakattā+iti,,1,60,13,union,cm
106586,jeṭṭhānukkamenāti,.un.,,,,,jeṭṭhānukkamenā+iti,,1,60,17,union,cm
106587,jhālāti,.un.,,,,,jhālā+iti,,1,60,7,union,cm
106588,jhānaanāgāminonāmāti,.un.,,,,,jhānaanāgāminonāmā+iti,,1,60,20,union,cm
106589,jhānabhāvassāti,.un.,,,,,jhānabhāvassā+iti,,1,60,15,union,cm
106590,jhānabhūmiyāti,.un.,,,,,jhānabhūmiyā+iti,,1,60,14,union,cm
106591,jhānacetanānukūlāti,.un.,,,,,jhānacetanānukūlā+iti,,1,60,19,union,cm
106592,jhānādikoṭṭhāsikāti,.un.,,,,,jhānādikoṭṭhāsikā+iti,,1,60,19,union,cm
106593,jhānādīniyevāti,.un.,,,,,jhānādīni+eva+iti,,1,80,15,union,cm
106594,jhānakathāti,.un.,,,,,jhānakathā+iti,,1,60,12,union,cm
106595,jhānañcāti,.un.,,,,,jhānaṃ+ca+iti,,1,80,10,union,cm
106596,jhānaṅgasamudāyabhedenāti,.un.,,,,,jhānaṅgasamudāyabhedenā+iti,,1,60,25,union,cm
106597,jhānaṅgavasenāti,.un.,,,,,jhānaṅgavasenā+iti,,1,60,16,union,cm
106598,jhānantarikāyāti,.un.,,,,,jhānantarikāyā+iti,,1,60,16,union,cm
106599,jhānaratāti,.un.,,,,,jhānaratā+iti,,1,60,11,union,cm
106600,jhānaratiyāti,.un.,,,,,jhānaratiyā+iti,,1,60,13,union,cm
106601,jhānasahajāti,.un.,,,,,jhānasahajā+iti,,1,60,13,union,cm
106602,jhānasampannāti,.un.,,,,,jhānasampannā+iti,,1,60,15,union,cm
106603,jhānasampayuttāti,.un.,,,,,jhānasampayuttā+iti,,1,60,17,union,cm
106604,jhānavāti,.un.,,,,,jhānavā+iti,,1,60,9,union,cm
106605,jhānavisayāti,.un.,,,,,jhānavisayā+iti,,1,60,13,union,cm
106606,jhānupekkhāti,.un.,,,,,jhānupekkhā+iti,,1,60,13,union,cm
106607,jhāpayissāmāti,.un.,,,,,jhāpayissāmā+iti,,1,60,14,union,cm
106608,jhapessāmāti,.un.,,,,,jhapessāmā+iti,,1,60,12,union,cm
106609,jhāpethāti,.un.,,,,,jhāpethā+iti,,1,60,10,union,cm
106610,jhāpitattāti,.un.,,,,,jhāpitattā+iti,,1,60,12,union,cm
106611,jhasaññattāti,.un.,,,,,jhasaññattā+iti,,1,60,13,union,cm
106612,jhāyanametthāti,.un.,,,,,jhāyanametthā+iti,,1,60,15,union,cm
106613,jhāyanaṭṭhenāti,.un.,,,,,jhāyanaṭṭhenā+iti,,1,60,15,union,cm
106614,jhāyinomhāti,.un.,,,,,jhāyinomhā+iti,,1,60,12,union,cm
106615,jhismātvevāti,.un.,,,,,jhismātvevā+iti,,1,60,13,union,cm
106616,jhissāti,.un.,,,,,jhissā+iti,,1,60,8,union,cm
106617,jigacchāti,.un.,,,,,jigacchā+iti,,1,60,10,union,cm
106618,jighacchādubbalyenāti,.un.,,,,,jighacchādubbalyenā+iti,,1,60,21,union,cm
106619,jighacchādubbhikkhābahulāyāti,.un.,,,,,jighacchādubbhikkhābahulāyā+iti,,1,60,29,union,cm
106620,jigucchādivasenāti,.un.,,,,,jigucchādivasenā+iti,,1,60,18,union,cm
106621,jigucchanādivasenāti,.un.,,,,,jigucchanādivasenā+iti,,1,60,20,union,cm
106622,jigucchanīyamevāti,.un.,,,,,jigucchanīyaṃ+eva+iti,,1,80,18,union,cm
106623,jigucchanīyatāti,.un.,,,,,jigucchanīyatā+iti,,1,60,16,union,cm
106624,jigucchanīyāti,.un.,,,,,jigucchanīyā+iti,,1,60,14,union,cm
106625,jinantassāti,.un.,,,,,jinantassā+iti,,1,60,12,union,cm
106626,jinassāti,.un.,,,,,jinassā+iti,,1,60,9,union,cm
106627,jinavacanassāvirodhenāti,.un.,,,,,jinavacanassāvirodhenā+iti,,1,60,24,union,cm
106628,jineyyāti,.un.,,,,,jineyyā+iti,,1,60,9,union,cm
106629,jinitvāti,.un.,,,,,jinitvā+iti,,1,60,9,union,cm
106630,jiṇṇacoḷāti,.un.,,,,,jiṇṇacoḷā+iti,,1,60,11,union,cm
106631,jīraṇabhijjanasabhāvāti,.un.,,,,,jīraṇabhijjanasabhāvā+iti,,1,60,23,union,cm
106632,jiruṇāti,.un.,,,,,jiruṇā+iti,,1,60,8,union,cm
106633,jitagāthāti,.un.,,,,,jitagāthā+iti,,1,60,11,union,cm
106634,jīvamānatāvisesayuttañcāti,.un.,,,,,jīvamānatāvisesayuttaṃ+ca+iti,,1,80,26,union,cm
106635,jīvanamevāti,.un.,,,,,jīvanaṃ+eva+iti,,1,80,12,union,cm
106636,jīvavisayāti,.un.,,,,,jīvavisayā+iti,,1,60,12,union,cm
106637,jīvayogāti,.un.,,,,,jīvayogā+iti,,1,60,10,union,cm
106638,jīvenāti,.un.,,,,,jīvenā+iti,,1,60,8,union,cm
106639,jivhādasakañcāti,.un.,,,,,jivhādasakaṃ+ca+iti,,1,80,16,union,cm
106640,jīvikānenāti,.un.,,,,,jīvikānenā+iti,,1,60,12,union,cm
106641,jīvikatāti,.un.,,,,,jīvikatā+iti,,1,60,10,union,cm
106642,jīvitaavhāti,.un.,,,,,jīvitaavhā+iti,,1,60,12,union,cm
106643,jīvitachakkañcāti,.un.,,,,,jīvitachakkaṃ+ca+iti,,1,80,17,union,cm
106644,jīvitachakkassāti,.un.,,,,,jīvitachakkassā+iti,,1,60,17,union,cm
106645,jīvitakāraṇāti,.un.,,,,,jīvitakāraṇā+iti,,1,60,14,union,cm
106646,jīvitassāti,.un.,,,,,jīvitassā+iti,,1,60,11,union,cm
106647,jīvitavuttisampādanattāti,.un.,,,,,jīvitavuttisampādanattā+iti,,1,60,25,union,cm
106648,jīvitindriyenāti,.un.,,,,,jīvitindriyenā+iti,,1,60,16,union,cm
106649,jīvitthāti,.un.,,,,,jīvitthā+iti,,1,60,10,union,cm
106650,jīyamānamīyamānāti,.un.,,,,,jīyamānamīyamānā+iti,,1,60,18,union,cm
106651,jiyamānattāti,.un.,,,,,jiyamānattā+iti,,1,60,13,union,cm
106652,jīyāmāti,.un.,,,,,jīyāmā+iti,,1,60,8,union,cm
106653,jiyyitthāti,.un.,,,,,jiyyitthā+iti,,1,60,11,union,cm
106654,jotakatāti,.un.,,,,,jotakatā+iti,,1,60,10,union,cm
106655,jotakattāti,.un.,,,,,jotakattā+iti,,1,60,11,union,cm
106656,jotanamevāti,.un.,,,,,jotanaṃ+eva+iti,,1,80,12,union,cm
106657,jotanīyāti,.un.,,,,,jotanīyā+iti,,1,60,10,union,cm
106658,juṇhāti,.un.,,,,,juṇhā+iti,,1,60,7,union,cm
106659,juṇhāyāti,.un.,,,,,juṇhāyā+iti,,1,60,9,union,cm
106660,jusīyitthāti,.un.,,,,,jusīyitthā+iti,,1,60,12,union,cm
106661,kacavarabhūtāti,.un.,,,,,kacavarabhūtā+iti,,1,60,15,union,cm
106662,kaccānenāti,.un.,,,,,kaccānenā+iti,,1,60,11,union,cm
106663,kācenāti,.un.,,,,,kācenā+iti,,1,60,8,union,cm
106664,kadākudāsadādhunedāti,.un.,,,,,kadākudāsadādhunedā+iti,,1,60,21,union,cm
106665,kadariyāti,.un.,,,,,kadariyā+iti,,1,60,10,union,cm
106666,kaḍḍhanāti,.un.,,,,,kaḍḍhanā+iti,,1,60,10,union,cm
106667,kāevāti,.un.,,,,,kāevā+iti,,1,60,7,union,cm
106668,kahāpaṇañcāti,.un.,,,,,kahāpaṇaṃ+ca+iti,,1,80,13,union,cm
106669,kahāpaṇassāti,.un.,,,,,kahāpaṇassā+iti,,1,60,13,union,cm
106670,kahāpaṇuṭṭhāpanañcāti,.un.,,,,,kahāpaṇuṭṭhāpanaṃ+ca+iti,,1,80,21,union,cm
106671,kājamādāyāti,.un.,,,,,kājamādāyā+iti,,1,60,12,union,cm
106672,kajaṅgalāti,.un.,,,,,kajaṅgalā+iti,,1,60,11,union,cm
106673,kākapaṭibhāgāti,.un.,,,,,kākapaṭibhāgā+iti,,1,60,15,union,cm
106674,kākarājāti,.un.,,,,,kākarājā+iti,,1,60,10,union,cm
106675,kakāralopenāti,.un.,,,,,kakāralopenā+iti,,1,60,14,union,cm
106676,kakārāti,.un.,,,,,kakārā+iti,,1,60,8,union,cm
106677,kakkaṭakāmivāti,.un.,,,,,kakkaṭakāmivā+iti,,1,60,15,union,cm
106678,kakkaṭoasīsoyāti,.un.,,,,,kakkaṭoasīsoyā+iti,,1,60,16,union,cm
106679,kakkhaḷalakkhaṇapaṭivijānanamattamevāti,.un.,,,,,kakkhaḷalakkhaṇapaṭivijānanamattaṃ+eva+iti,,1,80,39,union,cm
106680,kakkhaḷalakkhaṇāti,.un.,,,,,kakkhaḷalakkhaṇā+iti,,1,60,18,union,cm
106681,kakkhaḷāti,.un.,,,,,kakkhaḷā+iti,,1,60,10,union,cm
106682,kakkhaḷattalakkhaṇāti,.un.,,,,,kakkhaḷattalakkhaṇā+iti,,1,60,21,union,cm
106683,kalahajātāti,.un.,,,,,kalahajātā+iti,,1,60,12,union,cm
106684,kāḷakadhammattācāti,.un.,,,,,kāḷakadhammattācā+iti,,1,60,19,union,cm
106685,kālakiriyāyāti,.un.,,,,,kālakiriyāyā+iti,,1,60,14,union,cm
106686,kalandakāti,.un.,,,,,kalandakā+iti,,1,60,11,union,cm
106687,kalaṇḍukāti,.un.,,,,,kalaṇḍukā+iti,,1,60,11,union,cm
106688,kālantarenāti,.un.,,,,,kālantarenā+iti,,1,60,13,union,cm
106689,kalāpantaragatattāti,.un.,,,,,kalāpantaragatattā+iti,,1,60,20,union,cm
106690,kaḷāpassāti,.un.,,,,,kaḷāpassā+iti,,1,60,11,union,cm
106691,kālappavedanāti,.un.,,,,,kālappavedanā+iti,,1,60,15,union,cm
106692,kālapucchāti,.un.,,,,,kālapucchā+iti,,1,60,12,union,cm
106693,kālasamaññāti,.un.,,,,,kālasamaññā+iti,,1,60,13,union,cm
106694,kālassāti,.un.,,,,,kālassā+iti,,1,60,9,union,cm
106695,kāḷassāti,.un.,,,,,kāḷassā+iti,,1,60,9,union,cm
106696,kalāti,.un.,,,,,kalā+iti,,1,60,6,union,cm
106697,kāḷāti,.un.,,,,,kāḷā+iti,,1,60,6,union,cm
106698,kāḷattāti,.un.,,,,,kāḷattā+iti,,1,60,9,union,cm
106699,kālavacanicchāti,.un.,,,,,kālavacanicchā+iti,,1,60,16,union,cm
106700,kālavatthubhedavasenāti,.un.,,,,,kālavatthubhedavasenā+iti,,1,60,23,union,cm
106701,kālavimuttakriyāti,.un.,,,,,kālavimuttakriyā+iti,,1,60,18,union,cm
106702,kālavimuttaṃnāmāti,.un.,,,,,kālavimuttaṃnāmā+iti,,1,60,18,union,cm
106703,kāḷigodhāti,.un.,,,,,kāḷigodhā+iti,,1,60,11,union,cm
106704,kālikāti,.un.,,,,,kālikā+iti,,1,60,8,union,cm
106705,kallatākusalatāti,.un.,,,,,kallatākusalatā+iti,,1,60,17,union,cm
106706,kāloyevāti,.un.,,,,,kālo+eva+iti,,1,80,10,union,cm
106707,kalyāṇakammassāti,.un.,,,,,kalyāṇakammassā+iti,,1,60,17,union,cm
106708,kalyāṇamassāti,.un.,,,,,kalyāṇamassā+iti,,1,60,14,union,cm
106709,kalyāṇametassāti,.un.,,,,,kalyāṇametassā+iti,,1,60,16,union,cm
106710,kalyāṇamittānubhāvenāti,.un.,,,,,kalyāṇamittānubhāvenā+iti,,1,60,23,union,cm
106711,kalyāṇamittarahitassāti,.un.,,,,,kalyāṇamittarahitassā+iti,,1,60,23,union,cm
106712,kalyāṇamittatāti,.un.,,,,,kalyāṇamittatā+iti,,1,60,16,union,cm
106713,kalyāṇānusayāti,.un.,,,,,kalyāṇānusayā+iti,,1,60,15,union,cm
106714,kalyāṇaputhujjanāti,.un.,,,,,kalyāṇaputhujjanā+iti,,1,60,19,union,cm
106715,kalyāṇāti,.un.,,,,,kalyāṇā+iti,,1,60,9,union,cm
106716,kalyāṇavākkaraṇāti,.un.,,,,,kalyāṇavākkaraṇā+iti,,1,60,18,union,cm
106717,kalyāṇīsīmāti,.un.,,,,,kalyāṇīsīmā+iti,,1,60,13,union,cm
106718,kāmabhūmikāti,.un.,,,,,kāmabhūmikā+iti,,1,60,13,union,cm
106719,kāmacārānuññāti,.un.,,,,,kāmacārānuññā+iti,,1,60,15,union,cm
106720,kāmadevassāti,.un.,,,,,kāmadevassā+iti,,1,60,13,union,cm
106721,kāmadhātupariyāpannāti,.un.,,,,,kāmadhātupariyāpannā+iti,,1,60,22,union,cm
106722,kāmaggināti,.un.,,,,,kāmagginā+iti,,1,60,11,union,cm
106723,kamalavanamivāti,.un.,,,,,kamalavanamivā+iti,,1,60,16,union,cm
106724,kamamanatikkammāti,.un.,,,,,kamamanatikkammā+iti,,1,60,18,union,cm
106725,kamampaccanādarāti,.un.,,,,,kamampaccanādarā+iti,,1,60,18,union,cm
106726,kamanametāyāti,.un.,,,,,kamanametāyā+iti,,1,60,14,union,cm
106727,kamanaṭṭhatāti,.un.,,,,,kamanaṭṭhatā+iti,,1,60,14,union,cm
106728,kāmanavasenāti,.un.,,,,,kāmanavasenā+iti,,1,60,14,union,cm
106729,kāmanīyatarāti,.un.,,,,,kāmanīyatarā+iti,,1,60,14,union,cm
106730,kamanodvārāvajjanañcāti,.un.,,,,,kamanodvārāvajjanaṃ+ca+iti,,1,80,23,union,cm
106731,kāmapipāsāti,.un.,,,,,kāmapipāsā+iti,,1,60,12,union,cm
106732,kāmarāgādivikkhambhanasabhāvamevāti,.un.,,,,,kāmarāgādivikkhambhanasabhāvaṃ+eva+iti,,1,80,35,union,cm
106733,kāmarāgaṭṭhāniyāti,.un.,,,,,kāmarāgaṭṭhāniyā+iti,,1,60,18,union,cm
106734,kāmasahagatāti,.un.,,,,,kāmasahagatā+iti,,1,60,14,union,cm
106735,kāmasaṅgasattāti,.un.,,,,,kāmasaṅgasattā+iti,,1,60,16,union,cm
106736,kāmasaññādikāti,.un.,,,,,kāmasaññādikā+iti,,1,60,15,union,cm
106737,kāmasaññāyāti,.un.,,,,,kāmasaññāyā+iti,,1,60,13,union,cm
106738,kāmāsavabhavāsavāti,.un.,,,,,kāmāsavabhavāsavā+iti,,1,60,19,union,cm
106739,kāmassādenāti,.un.,,,,,kāmassādenā+iti,,1,60,13,union,cm
106740,kāmasukhallikānuyogamanuyuttāti,.un.,,,,,kāmasukhallikānuyogamanuyuttā+iti,,1,60,31,union,cm
106741,kāmasukhallikāti,.un.,,,,,kāmasukhallikā+iti,,1,60,16,union,cm
106742,kāmasukhañcāti,.un.,,,,,kāmasukhaṃ+ca+iti,,1,80,14,union,cm
106743,kāmāvacaracittañcāti,.un.,,,,,kāmāvacaracittaṃ+ca+iti,,1,80,20,union,cm
106744,kāmāvacarajāti,.un.,,,,,kāmāvacarajā+iti,,1,60,14,union,cm
106745,kāmāvacarakiriyāsaññāti,.un.,,,,,kāmāvacarakiriyāsaññā+iti,,1,60,23,union,cm
106746,kāmāvacarakiriyāti,.un.,,,,,kāmāvacarakiriyā+iti,,1,60,18,union,cm
106747,kāmāvacarakusalassevāti,.un.,,,,,kāmāvacarakusalassevā+iti,,1,60,23,union,cm
106748,kāmāvacarānāmāti,.un.,,,,,kāmāvacarānāmā+iti,,1,60,16,union,cm
106749,kāmāvacarapaññāti,.un.,,,,,kāmāvacarapaññā+iti,,1,60,17,union,cm
106750,kāmāvacarapuññaṃvāti,.un.,,,,,kāmāvacarapuññaṃvā+iti,,1,60,20,union,cm
106751,kāmāvacarasaññāti,.un.,,,,,kāmāvacarasaññā+iti,,1,60,17,union,cm
106752,kāmāvacarasattānañcāti,.un.,,,,,kāmāvacarasattānaṃ+ca+iti,,1,80,22,union,cm
106753,kāmāvacarāyevāti,.un.,,,,,kāmāvacarā+eva+iti,,1,60,16,union,cm
106754,kāmayantassāti,.un.,,,,,kāmayantassā+iti,,1,60,14,union,cm
106755,kāmesanāti,.un.,,,,,kāmesanā+iti,,1,60,10,union,cm
106756,kāmetabbāti,.un.,,,,,kāmetabbā+iti,,1,60,11,union,cm
106757,kāmitāti,.un.,,,,,kāmitā+iti,,1,60,8,union,cm
106758,kāmiyamānāti,.un.,,,,,kāmiyamānā+iti,,1,60,12,union,cm
106759,kāmīyāti,.un.,,,,,kāmīyā+iti,,1,60,8,union,cm
106760,kāmīyitthāti,.un.,,,,,kāmīyitthā+iti,,1,60,12,union,cm
106761,kammabaddhovāti,.un.,,,,,kammabaddho+eva+iti,,1,80,15,union,cm
106762,kammabaddhoyevāti,.un.,,,,,kammabaddho+eva+iti,,1,80,17,union,cm
