id,book,par_num,level,class,title,text
NULL,p31,153,100,gatha1,," A-dhanassa rasaṃ khādā,"
NULL,p31,154,100,gatha2,,"A-balassa hathā narā;"
NULL,p31,155,100,gatha3,,"A-paññassa vākya-kathā,"
NULL,p31,156,100,gathalast,,"Ummattaka-samā ime."
NULL,p31,157,8,hangnum,31.,31.
NULL,p31,158,100,gatha1,," Anavhāyaṃ gamayanto,"
NULL,p31,159,100,gatha2,,"A-pucchā bahu-bhāsako;"
NULL,p31,160,100,gatha3,,"Atta-guṇaṃ pakāsento,"
NULL,p31,161,100,gathalast,,"Ti-vidhaṃ hīna-lakkhaṇaṃ."
NULL,p31,162,8,hangnum,32.,32.
NULL,p31,163,100,gatha1,," Appa-rūpo bahuṃ bhāso,"
NULL,p31,164,100,gatha2,,"Appa-pañño pakāsito;"
NULL,p31,165,100,gatha3,,"Appa-pūro ghaṭo khobhe,"
NULL,p31,166,100,gathalast,,"Appa-khīrā gāvī cathe."
NULL,p31,167,8,hangnum,33.,33.
NULL,p31,168,100,gatha1,," Maṇḍūkepi ukre sīhe,"
NULL,p31,169,100,gatha2,,"Kākaggahe piye piye;"
NULL,p31,170,100,gatha3,,"A-paṇḍīpi  paṇḍī hutvā,"
NULL,p31,171,100,gathalast,,"Dhīrā pucche vaye vaye."
NULL,p31,172,8,hangnum,34.,34.
NULL,p31,173,100,gatha1,," Maṇḍūkepi ukre sīhe,"
NULL,p31,174,100,gatha2,,"Sūkarepi uhe dīpe;"
NULL,p31,175,100,gatha3,,"Biḷāre sadise byagghe,"
NULL,p31,176,100,gathalast,,"Sabba dhīre sippa-same."
NULL,p31,177,8,hangnum,35.,35.
NULL,p31,178,100,gatha1,," Na titti rājā dhanamhi,"
NULL,p31,179,100,gatha2,,"Paṇḍitopi su-bhāsite;"
NULL,p31,180,100,gatha3,,"Cakkhuṃpi piya-dassane,"
NULL,p31,181,100,gathalast,,"Jale sāgaro na titti."
NULL,p31,182,8,hangnum,36.,36.
NULL,p31,183,100,gatha1,," Rūpa-yobbana-sampannā,"
NULL,p31,184,100,gatha2,,Visātha-kutha-sambhavā;
NULL,p31,185,100,gatha3,,"Vijjā-hīnā na sobhanti,"
NULL,p31,186,100,gathalast,,"Nigandhā iva kiṃsukā."
NULL,p31,187,8,hangnum,37.,37.
NULL,p31,188,100,gatha1,," Hīne putto rājāmacco,"
NULL,p31,189,100,gatha2,,"Bāla-putto ca paṇḍito;"
NULL,p31,190,100,gatha3,,"A-dhanassa dhanaṃ bahu,"
NULL,p31,191,100,gathalast,,"Purisānaṃ na maññatha."
NULL,p31,192,8,hangnum,38.,38.
NULL,p31,193,100,gatha1,," Yo sippa-lobhena,"
NULL,p31,194,100,gatha2,,"Bahuṃ gaṇhāti taṃ sippaṃ;"
NULL,p31,195,100,gatha3,,"Mūgova  supinaṃ passaṃ,"
NULL,p31,196,100,gathalast,,"Kathetumpi na ussahe."
NULL,p31,197,8,hangnum,39.,39.
NULL,p31,198,100,gatha1,," Bhijjetuṃ kumbhakāro,"
NULL,p31,199,100,gatha2,,"Sobhetuṃ kumbha ghaṭṭati;"
NULL,p31,200,100,gatha3,,"Na khipituṃ apāyesu,"
NULL,p31,201,100,gathalast,,"Sissānaṃ vuḍḍhi-kāraṇā."
NULL,p31,202,8,hangnum,40.,40.
NULL,p31,203,100,gatha1,," Taggarañca palāsena,"
NULL,p31,204,100,gatha2,,"Yo naro upanayhati;"
NULL,p31,205,100,gatha3,,"Pattāpi surabhi vāyanti,"
NULL,p31,206,100,gathalast,,"Evaṃ dhīrūpasevanā."
NULL,p31,207,100,centered,,"Paṇḍitakaṇḍo niṭṭhito."
NULL,p31,208,2,chapter,Sujanakaṇḍo,Sujanakaṇḍo
NULL,p31,209,8,hangnum,41.,41.
NULL,p31,210,100,gatha1,," Sabbhireva samāsetha,"
NULL,p31,211,100,gatha2,,"Sabbhi kubbetha santhavaṃ;"
NULL,p31,212,100,gatha3,,"Sataṃ saddhammamaññāya,"
NULL,p31,213,100,gathalast,,"Seyyo hoti na pāpiyo."
NULL,p31,214,8,hangnum,42.,42.
NULL,p31,215,100,gatha1,," Caja dujjana saṃsaggaṃ,"
NULL,p31,216,100,gatha2,,"Bhaja sādhu samāgamaṃ;"
NULL,p31,217,100,gatha3,,"Kara puññamahorattiṃ,"
NULL,p31,218,100,gathalast,,"Sara niccamaniccataṃ."
NULL,p31,219,8,hangnum,43.,43.
NULL,p31,220,100,gatha1,," Yathā  udumbarapakkā,"
NULL,p31,221,100,gatha2,,Bahirattakamevaca;
NULL,p31,222,100,gatha3,,"Anto kimīhi sampuṇṇā,"
NULL,p31,223,100,gathalast,,"Evaṃ dujjanahaddayā."
NULL,p31,224,8,hangnum,44.,44.
NULL,p31,225,100,gatha1,," Yathāpi panasāpakkā,"
NULL,p31,226,100,gatha2,,"Bahi kaṇḍakameva ca;"
NULL,p31,227,100,gatha3,,"Anto amatasampannā,"
NULL,p31,228,100,gathalast,,"Evaṃ sujanahadayā."
NULL,p31,229,8,hangnum,45.,45.
NULL,p31,230,100,gatha1,," Sukkhopi candanataru na jahāti gandhaṃ,"
NULL,p31,231,100,gatha2,,"Nāgo gato naramukhe na jahāti līḷaṃ;"
NULL,p31,232,100,gatha3,,"Yantāgato madhurasaṃ na jahāti ucchu,"
NULL,p31,233,100,gathalast,,"Dukkhopi paṇḍitajano na jahāti dhammaṃ."
NULL,p31,234,8,hangnum,46.,46.
NULL,p31,235,100,gatha1,," Sīho nāma jighacchāpi,"
NULL,p31,236,100,gatha2,,"Paṇṇādīni na khādati;"
NULL,p31,237,100,gatha3,,"Sīho nāma kisocāpi,"
NULL,p31,238,100,gathalast,,"Nāgamaṃsaṃ na khādati."
NULL,p31,239,8,hangnum,47.,47.
NULL,p31,240,100,gatha1,," Kula-jāto kula-putto,"
NULL,p31,241,100,gatha2,,Kula-vaṃsa-surakkhato;
NULL,p31,242,100,gatha3,,"Attanā dukkha-pattopi,"
NULL,p31,243,100,gathalast,,"Hīna-kammaṃ na kāraye."
NULL,p31,244,8,hangnum,48.,48.
NULL,p31,245,100,gatha1,," Candanaṃ  sītalaṃ loke,"
NULL,p31,246,100,gatha2,,"Tato candaṃva sītalaṃ;"
NULL,p31,247,100,gatha3,,"Canda-candanasītamhā,"
NULL,p31,248,100,gathalast,,"Sādhu vākyaṃ subhāsitaṃ."
NULL,p31,249,8,hangnum,49.,49.
NULL,p31,250,100,gatha1,," Udeyya bhāṇu pacchime,"
NULL,p31,251,100,gatha2,,"Merurājā nameyyapi;"
NULL,p31,252,100,gatha3,,"Sītalā narakaggipi,"
NULL,p31,253,100,gatha2,,"Pabbatagge ca uppalaṃ."
NULL,p31,254,100,gatha3,,"Vikase na viparītaṃ,"
NULL,p31,255,100,gathalast,,"Sādhuvāyyaṃ kudācanaṃ."
NULL,p31,256,8,hangnum,50.,50.
NULL,p31,257,100,gatha1,," Sukhā rukkhassa chāyāva,"
NULL,p31,258,100,gatha2,,"Tato ñāti mātā pitu;"
NULL,p31,259,100,gatha3,,"Tato ācariyo rañño,"
NULL,p31,260,100,gathalast,,"Tato buddhassanekadhā."
NULL,p31,261,8,hangnum,51.,51.
NULL,p31,262,100,gatha1,," Bhamarā pupphamicchanti,"
NULL,p31,263,100,gatha2,,"Guṇamicchanti sujanā;"
NULL,p31,264,100,gatha3,,"Makkhikā pūtimicchanti,"
NULL,p31,265,100,gathalast,,"Dosamicchanti dujjanā."
NULL,p31,266,8,hangnum,52.,52.
NULL,p31,267,100,gatha1,," Mātāhīnassa dubbhāsā,"
NULL,p31,268,100,gatha2,,"Pitāhīnassa dukriyā;"
NULL,p31,269,100,gatha3,,"Ubho  mātā pitā hīnā,"
NULL,p31,270,100,gathalast,,"Dubbhasāca dukīriyā."
NULL,p31,271,8,hangnum,53.,53.
NULL,p31,272,100,gatha1,," Mātā seṭṭhassa subhāsā,"
NULL,p31,273,100,gatha2,,"Pitā seṭṭhassa sukriyā;"
NULL,p31,274,100,gatha3,,"Ubho mātā pitā seṭṭhā,"
NULL,p31,275,100,gathalast,,"Subhāsāca sukīriyā."
NULL,p31,276,8,hangnum,54.,54.
NULL,p31,277,100,gatha1,," Saṅgāme sūra-micchanti,"
NULL,p31,278,100,gatha2,,"Mantīsu akūtūhalaṃ;"
NULL,p31,279,100,gatha3,,"Piyañca annapānesu,"
NULL,p31,280,100,gathalast,,"Atthe jāte ca paṇḍitaṃ."
NULL,p31,281,8,hangnum,55.,55.
NULL,p31,282,100,gatha1,," Sunakho sunakhaṃ disvā,"
NULL,p31,283,100,gatha2,,"Dantaṃ dasseti hiṃsituṃ;"
NULL,p31,284,100,gatha3,,"Dujjano sujanaṃ disvā,"
NULL,p31,285,100,gathalast,,"Rosayaṃ hiṃsamicchati."
NULL,p31,286,8,hangnum,56.,56.
NULL,p31,287,100,gatha1,," Mā ca vegena kiccāni,"
NULL,p31,288,100,gatha2,,"Karosi kārāpesi vā;"
NULL,p31,289,100,gatha3,,"Sahasā kāritaṃ kammaṃ,"
NULL,p31,290,100,gathalast,,"Mando pacchānutappati."
NULL,p31,291,8,hangnum,57.,57.
NULL,p31,292,100,gatha1,," Kodhaṃ vihitvā na kadācinasoce,"
NULL,p31,293,100,gatha2,,"Makkhappahānaṃ isayo avaṇṇayuṃ;"
NULL,p31,294,100,gatha3,,"Sabbesa  phārusa-vacaṃ khametha,"
NULL,p31,295,100,gathalast,,"Etaṃ khantiṃ uttamamāhu santo."
NULL,p31,296,8,hangnum,58.,58.
NULL,p31,297,100,gatha1,," Dukkho nivāso sambādhe,"
NULL,p31,298,100,gatha2,,"Ṭhāne asucisaṅkate;"
NULL,p31,299,100,gatha3,,"Tato arimhi appiye,"
NULL,p31,300,100,gathalast,,"Tatopi akataññunā."
NULL,p31,301,8,hangnum,59.,59.
NULL,p31,302,100,gatha1,," Ovādeyyānusāseyya,"
NULL,p31,303,100,gatha2,,"Gāpakā ca nivāraye;"
NULL,p31,304,100,gatha3,,"Satañhi so piyo hoti,"
NULL,p31,305,100,gathalast,,"Asataṃ hoti appiyo."
NULL,p31,306,8,hangnum,60.,60.
NULL,p31,307,100,gatha1,," Uttamattanivātena,"
NULL,p31,308,100,gatha2,,"Sūraṃ bhedena nijjaye;"
NULL,p31,309,100,gatha3,,"Nīcaṃ appaka dānena,"
NULL,p31,310,100,gathalast,,"Vīriyena samaṃ jaye."
NULL,p31,311,8,hangnum,61.,61.
NULL,p31,312,100,gatha1,," Na visaṃ visamiccāhu,"
NULL,p31,313,100,gatha2,,"Dhanaṃ saṅghassa uccate;"
NULL,p31,314,100,gatha3,,"Visaṃ ekaṃva hanati,"
NULL,p31,315,100,gathalast,,"Sabbaṃ saṅghassa santakaṃ."
NULL,p31,316,8,hangnum,62.,62.
NULL,p31,317,100,gatha1,," Javane bhadraṃ jānanti,"
NULL,p31,318,100,gatha2,,"Baliddañca vāhenā;"
NULL,p31,319,100,gatha3,,"Duhena  dhenuṃ jānanti,"
NULL,p31,320,100,gathalast,,"Bhāsamānena paṇḍitaṃ."
NULL,p31,321,8,hangnum,63.,63.
NULL,p31,322,100,gatha1,," Dhanamappampi sādhūnaṃ,"
NULL,p31,323,100,gatha2,,"Kūpe vāriva nissayo;"
NULL,p31,324,100,gatha3,,"Bahuṃ api asādhūnaṃ,"
NULL,p31,325,100,gathalast,,"Naca vārīva aṇṇave."
NULL,p31,326,8,hangnum,64.,64.
NULL,p31,327,100,gatha1,," Najjo pivanti no āpaṃ,"
NULL,p31,328,100,gatha2,,"Rukkhā khādanti no phalaṃ;"
NULL,p31,329,100,gatha3,,"Vassanti kvaci no meghā,"
NULL,p31,330,100,gathalast,,"Paratthāya sataṃ dhanaṃ."
NULL,p31,331,8,hangnum,65.,65.
NULL,p31,332,100,gatha1,," Apattheyyaṃ na pattheyya,"
NULL,p31,333,100,gatha2,,"A cinteyyaṃ na cintaye;"
NULL,p31,334,100,gatha3,,"Dhammameva sucinteyya,"
NULL,p31,335,100,gathalast,,"Kālaṃ moghaṃ na accaye."
NULL,p31,336,8,hangnum,66.,66.
NULL,p31,337,100,gatha1,," Acintitampi bhavati,"
NULL,p31,338,100,gatha2,,"Cintitampi vinassati;"
NULL,p31,339,100,gatha3,,"Na hi cintāmayā bhogā,"
NULL,p31,340,100,gathalast,,"Itthiyā purisassavā."
NULL,p31,341,8,hangnum,67.,67.
NULL,p31,342,100,gatha1,," Asantassa piyo hoti,"
NULL,p31,343,100,gatha2,,"Sante na kurute piyaṃ;"
NULL,p31,344,100,gatha3,,"Asataṃ  dhammaṃ roceti,"
NULL,p31,345,100,gathalast,,"Taṃ parābhavato mukhaṃ."
NULL,p31,346,100,centered,,"Sujanakaṇḍo niṭṭhito."
NULL,p31,347,2,chapter,"4. Bāladujjanakaṇḍo","4. Bāladujjanakaṇḍo"
NULL,p31,348,8,hangnum,68.,68.
NULL,p31,349,100,gatha1,," Atippiyo na kātabbo,"
NULL,p31,350,100,gatha2,,"Khalo kotūhalaṃ karo;"
NULL,p31,351,100,gatha3,,"Sirasā vahyamānopi,"
NULL,p31,352,100,gathalast,,"Aḍḍhapūro ghaṭo yathā."
NULL,p31,353,8,hangnum,69.,69.
NULL,p31,354,100,gatha1,," Sappo duṭṭho khalo duṭṭho,"
NULL,p31,355,100,gatha2,,"Sappo duṭṭhataro khalo;"
NULL,p31,356,100,gatha3,,"Mantosadhehi so sappo,"
NULL,p31,357,100,gathalast,,"Khalo kenupasammati."
NULL,p31,358,8,hangnum,70.,70.
NULL,p31,359,100,gatha1,," Yo bālo maññati bālyaṃ,"
NULL,p31,360,100,gatha2,,"Paṇḍito vāpi tena so;"
NULL,p31,361,100,gatha3,,"Bālova paṇḍitamānī,"
NULL,p31,362,100,gathalast,,"So ve bāloti vuccati."
NULL,p31,363,8,hangnum,71.,71.
NULL,p31,364,100,gatha1,," Madhuṃva maññatī bālo,"
NULL,p31,365,100,gatha2,,"Yāva pāpaṃ na paccati;"
NULL,p31,366,100,gatha3,,"Yadāca  paccatī pāpaṃ,"
NULL,p31,367,100,gathalast,,"Atha dukkhaṃ nigacchati."
NULL,p31,368,8,hangnum,72.,72.
NULL,p31,369,100,gatha1,," Na sādhu balavā bālo,"
NULL,p31,370,100,gatha2,,"Sahasā vindate dhanaṃ;"
NULL,p31,371,100,gatha3,,"Kāyassa bhedā duppañño,"
NULL,p31,372,100,gathalast,,"Nirayaṃ sopapajjati."
NULL,p31,373,8,hangnum,73.,73.
NULL,p31,374,100,gatha1,," Ghare duṭṭho ca mūsīko ca,"
NULL,p31,375,100,gatha2,,"Vane duṭṭho ca vānaro;"
NULL,p31,376,100,gatha3,,"Sakuṇe ca duṭṭho kāko,"
NULL,p31,377,100,gathalast,,"Nare duṭṭhoca brāhmaṇo."
NULL,p31,378,8,hangnum,74.,74.
NULL,p31,379,100,gatha1,," Dīghā jāgarato ratti,"
NULL,p31,380,100,gatha2,,"Dīghaṃ santassa yojanaṃ;"
NULL,p31,381,100,gatha3,,"Dīgho bālāna saṃsāro,"
NULL,p31,382,100,gathalast,,"Saddhammaṃ a-vijānataṃ."
NULL,p31,383,8,hangnum,75.,75.
NULL,p31,384,100,gatha1,," Tila mattaṃ paresaṃva,"
NULL,p31,385,100,gatha2,,"Appa dosañca passati;"
NULL,p31,386,100,gatha3,,"Nāḷikerampi sadosaṃ,"
NULL,p31,387,100,gathalast,,"Khala-jāto na passati."
NULL,p31,388,8,hangnum,76.,76.
NULL,p31,389,100,gatha1,," Nattadosaṃ pare jaññā,"
NULL,p31,390,100,gatha2,,"Jaññā dosaṃ parassatu;"
NULL,p31,391,100,gatha3,,"Guyhe  kummo aṅgāni,"
NULL,p31,392,100,gathalast,,"Para dosañca lakkhaye."
NULL,p31,393,8,hangnum,77.,77.
NULL,p31,394,100,gatha1,," Paṇḍitassa pasaṃsāya,"
NULL,p31,395,100,gatha2,,"Daṇḍo bālena dīyate;"
NULL,p31,396,100,gatha3,,"Paṇḍito paṇḍiteneva,"
NULL,p31,397,100,gathalast,,"Vaṇṇitova suvaṇṇito."
NULL,p31,398,8,hangnum,78.,78.
NULL,p31,399,100,gatha1,," Luddhaṃ atthena gaṇheyya,"
NULL,p31,400,100,gatha2,,"Thaddhaṃ añjali kammunā;"
NULL,p31,401,100,gatha3,,"Chandānuvattiyā mūḷhaṃ,"
NULL,p31,402,100,gathalast,,"Yathābhūtena paṇḍitaṃ."
NULL,p31,403,100,centered,,"Bāladujjanakaṇḍo niṭṭhito."
NULL,p31,404,2,chapter,"4. Mittakaṇḍo","4. Mittakaṇḍo"
NULL,p31,405,8,hangnum,79.,79.
NULL,p31,406,100,gatha1,," Hitakāro paro bandhu,"
NULL,p31,407,100,gatha2,,"Bandhūpi ahito paro;"
NULL,p31,408,100,gatha3,,"A hito dehajo byādhi,"
NULL,p31,409,100,gathalast,,"Hitaṃ araññamosadhaṃ."
NULL,p31,410,8,hangnum,80.,80.
NULL,p31,411,100,gatha1,," Parokkhe guṇa-hantāraṃ,"
NULL,p31,412,100,gatha2,,"Paccakkhe piyavādinaṃ;"
NULL,p31,413,100,gatha3,,"Vajjeyya  tādisaṃ mittaṃ,"
NULL,p31,414,100,gathalast,,"Visakumbhe yathā madhuṃ."
NULL,p31,415,8,hangnum,81.,81.
NULL,p31,416,100,gatha1,," Dhanahīne caje mitto,"
NULL,p31,417,100,gatha2,,"Puttadārā sahodarā;"
NULL,p31,418,100,gatha3,,"Dhanavantaṃva sevanti,"
NULL,p31,419,100,gathalast,,"Dhanaṃ loke mahā sakhā."
NULL,p31,420,8,hangnum,82.,82.
