id,book,par_num,level,class,title,text
NULL,p50,1,1,chapter,"Kaccāyana  dhātu mañjūsā","Kaccāyana  dhātu mañjūsā"
NULL,p50,2,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p50,3,100,gatha1,,"Nirutti nikarā’pāra-pāravāra’ntagaṃ muniṃ,"
NULL,p50,4,100,gathalast,,"Vanditvā dhātumañjūsaṃ-brūmi pāvacanañjasaṃ."
NULL,p50,5,100,gatha1,,"Sogatāgama mā’gamma-taṃ taṃvyākaraṇāni ca,"
NULL,p50,6,100,gathalast,,"Pāṭhe cā’paṭhitāpe’ttha dhātvatthā ca pavuccare."
NULL,p50,7,100,bodytext,,"Chanda’hānitthamo’kāraṃ-dhātvantānaṃ  siyākva ci, yūnaṃ dīgho ca dhātumhā-pubbama’tthapadaṃ api."
NULL,p50,8,8,hangnum,1.,1.
NULL,p50,9,100,gatha1,," Bhū sattāyaṃ paca pāke gamusappa gatimhi (ca);"
NULL,p50,10,100,gathalast,,"Siloka (dhātu) saṅghāte saki saṅkāya (vattate;)."
NULL,p50,11,8,hangnum,2.,2.
NULL,p50,12,100,gatha1,," (Atho) kuka-vakā’dāne ke sadde aki lakkhaṇe;"
NULL,p50,13,100,gathalast,,"Ku sadde kucchite ṭaṅka dhāraṇe maki maṇḍane."
NULL,p50,14,8,hangnum,3.,3.
NULL,p50,15,100,gatha1,," Vaki koṭillayātrāsu sakka-ṭīkadvayaṃ gate;"
NULL,p50,16,100,gathalast,,"Kaki lolattane yāte takī (idha) gatādisu."
NULL,p50,17,100,bodytext,,"4.  Vava, lokanavittisu cakkhavutimhi (tu) rukkha (ca) khe thirahiṃsakhaṇe niya, mo’panayiṭṭhi vatādisa muṇḍisu dikkha (’tha) kakkha-kakhā hasane tura, hiṃsanavuddhigatīsu (hi) dakkha’danamhi (tu) jakkha (ca) bhakkha (matā) ana, jāladukhesu (tu) dikkha (ca) dukkha (ca) ikkha disa’ṅka na ko’kha suse."
