id,book,par_num,level,class,title,text
NULL,p72,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p72,2,100,nikaya,,Abhidhammapiṭake
NULL,p72,3,1,book,"Paṭṭhānapāḷi(Pañcamo bhāgo)",Paṭṭhānapāḷi
NULL,p72,4,4,subhead,"(Pañcamo bhāgo)","(Pañcamo bhāgo)"
NULL,p72,5,2,chapter,"Dhammānulome tikatikapaṭṭhānaṃ","Dhammānulome tikatikapaṭṭhānaṃ"
NULL,p72,6,3,title,"1-1. Kusalattika-vedanāttikaṃ","1-1. Kusalattika-vedanāttikaṃ"
NULL,p72,7,3,title,"1. Sukhāyavedanāyasampayuttapadaṃ","1. Sukhāyavedanāyasampayuttapadaṃ"
NULL,p72,8,3,title,"1-7. Paṭiccavārādi","1-7. Paṭiccavārādi"
NULL,p72,9,4,subhead,Paccayacatukkaṃ,Paccayacatukkaṃ
NULL,p72,10,4,subhead,Hetupaccayo,Hetupaccayo
NULL,p72,11,100,bodytext,,"1. Kusalaṃ  sukhāya vedanāya sampayuttaṃ dhammaṃ paṭicca kusalo sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā. (1)"
NULL,p72,12,100,bodytext,,"Akusalaṃ  sukhāya vedanāya sampayuttaṃ dhammaṃ paṭicca akusalo sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā. (1)"
NULL,p72,13,100,bodytext,,"Abyākataṃ sukhāya vedanāya sampayuttaṃ dhammaṃ paṭicca abyākato sukhāya vedanāya sampayutto dhammo uppajjati hetupaccayā. (1) (Saṃkhittaṃ.)"
NULL,p72,14,100,bodytext,,"2. Hetuyā tīṇi, ārammaṇe tīṇi…pe… avigate tīṇi. (Saṃkhittaṃ…pe… sahajātavārampi…pe… sampayuttavārampi paṭiccavārasadisaṃ.)"
NULL,p72,15,100,bodytext,,"3. Kusalo sukhāya vedanāya sampayutto dhammo kusalassa sukhāya vedanāya sampayuttassa dhammassa hetupaccayena paccayo. (1)"
NULL,p72,16,100,bodytext,,"Akusalo sukhāya vedanāya sampayutto dhammo akusalassa sukhāya vedanāya sampayuttassa dhammassa hetupaccayena paccayo. (1)"
NULL,p72,17,100,bodytext,,"Abyākato  sukhāya vedanāya  sampayutto dhammo abyākatassa sukhāya vedanāya sampayuttassa dhammassa hetupaccayena paccayo. (1)"
NULL,p72,18,100,bodytext,,"Kusalo sukhāya vedanāya sampayutto dhammo kusalassa sukhāya vedanāya sampayuttassa dhammassa ārammaṇapaccayena paccayo. (Saṃkhittaṃ.)"
NULL,p72,19,100,bodytext,,"4. Hetuyā tīṇi, ārammaṇe nava. (Saṃkhittaṃ.)"
NULL,p72,20,100,bodytext,,"(Yathā kusalattike pañhāvāraṃ evaṃ vitthāretabbaṃ.)"
NULL,p72,21,3,title,"2. Dukkhāyavedanāyasampayuttapadaṃ","2. Dukkhāyavedanāyasampayuttapadaṃ"
NULL,p72,22,3,title,"1-7. Paṭiccavārādi","1-7. Paṭiccavārādi"
NULL,p72,23,4,subhead,Paccayacatukkaṃ,Paccayacatukkaṃ
