id,book,par_num,level,class,title,text
NULL,p3,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p3,2,1,book,Lakkhaṇāto,Lakkhaṇāto
NULL,p3,3,2,chapter,Buddhathomanāgāthā,Buddhathomanāgāthā
NULL,p3,4,8,hangnum,1.,1.
NULL,p3,5,100,gatha1,," Bhavābhavesu  nekesu,"
NULL,p3,6,100,gatha2,,"Pūresi tiṃsapāramī;"
NULL,p3,7,100,gatha3,,"Cariyāyoca sambuddho,"
NULL,p3,8,100,gathalast,,Pariccāgejahaṃsadā.
NULL,p3,9,8,hangnum,2.,2.
NULL,p3,10,100,gatha1,," Vessantarattabhāvamhi,"
NULL,p3,11,100,gatha2,,"Ṭhitomaddiṃ pisoadā;"
NULL,p3,12,100,gatha3,,"Nijaṃkaṇhājinaṃjāliṃ,"
NULL,p3,13,100,gathalast,,Viyaṃvaṅkatapabbate.
NULL,p3,14,8,hangnum,3.,3.
NULL,p3,15,100,gatha1,," Tatocavitvātusite,"
NULL,p3,16,100,gatha2,,Pureuppajjipuññavā;
NULL,p3,17,100,gatha3,,"Rūpādidasaṭhānehi,"
NULL,p3,18,100,gathalast,,Aññedeveatikkami.
NULL,p3,19,8,hangnum,4.,4.
NULL,p3,20,100,gatha1,," Cakkavāḷasahassehi,"
NULL,p3,21,100,gatha2,,Dasahāgammasabbaso;
NULL,p3,22,100,gatha3,,"Yācitodevabrahmūhi,"
NULL,p3,23,100,gathalast,,Buddhabhāvamanonato.
NULL,p3,24,8,hangnum,5.,5.
NULL,p3,25,100,gatha1,," Vilokanānisopañca,"
NULL,p3,26,100,gatha2,,Viloketvāsirindharo;
NULL,p3,27,100,gatha3,,"Tatocavitvāmāyāya,"
NULL,p3,28,100,gathalast,,Uppajjisākiyekule.
NULL,p3,29,8,hangnum,6.,6.
NULL,p3,30,100,gatha1,," Visākhapuṇṇameseṭṭhe,"
NULL,p3,31,100,gatha2,,Vijāyilumbinīvane;
NULL,p3,32,100,gatha3,,"Sīhanādaṃpanādento,"
NULL,p3,33,100,gathalast,,Sattapādaṃgatotadā.
NULL,p3,34,8,hangnum,8.,8.
NULL,p3,35,100,gatha1,," Virociṃsutadākāse,"
NULL,p3,36,100,gatha2,,Tārocandadivākarā;
NULL,p3,37,100,gatha3,,"Ratanānicabhūmaṭṭhā,"
NULL,p3,38,100,gathalast,,Nānāpupphācapupphare.
NULL,p3,39,8,hangnum,8.,8.
NULL,p3,40,100,gatha1,," Sītāyanti avīcaggī,"
NULL,p3,41,100,gatha2,,Khuppipāsācasohitā;
NULL,p3,42,100,gatha3,,"Lokantaremahāpabhā,"
NULL,p3,43,100,gathalast,,Andhāpassantitāvade.
NULL,p3,44,8,hangnum,9.,9.
NULL,p3,45,100,gatha1,," Aghaṭṭitāvāditāni,"
NULL,p3,46,100,gatha2,,Tūriyānicaambare;
NULL,p3,47,100,gatha3,,"Madhurenapanādiṃsu,"
NULL,p3,48,100,gathalast,,Yasaṃsarenatāvade.
NULL,p3,49,8,hangnum,10.,10.
NULL,p3,50,100,gatha1,," Thutigītānigāyantā,"
NULL,p3,51,100,gatha2,,Devācakamalāsanā;
NULL,p3,52,100,gatha3,,"Sammodentāvaaṭṭhaṃsu,"
NULL,p3,53,100,gathalast,,Buddhaṅkurassasantike.
NULL,p3,54,8,hangnum,11.,11.
