id,book,par_num,level,class,title,text,author
NULL,164,3,1,title,(MN)Mūlapaṇṇāsapāḷi,第一篇 根本五十经,元亨寺
NULL,164,4,2,title,1. Mūlapariyāyavaggo,初品　根本法门品,元亨寺
NULL,164,5,4,title,1. Mūlapariyāyasuttaṃ,第一　根本法门经,元亨寺
NULL,164,55,4,title,2. Sabbāsavasuttaṃ,第二　一切漏经,元亨寺
NULL,164,95,4,title,3. Dhammadāyādasuttaṃ,第三　法嗣经,元亨寺
NULL,164,108,4,title,4. Bhayabheravasuttaṃ,第四　怖骇经,元亨寺
NULL,164,134,4,title,5. Anaṅgaṇasuttaṃ,第五　无秽经,元亨寺
NULL,164,165,4,title,6. Ākaṅkheyyasuttaṃ,第六　愿经,元亨寺
NULL,164,188,4,title,7. Vatthasuttaṃ,第七　布喻经,元亨寺
NULL,164,213,4,title,8. Sallekhasuttaṃ,第八　削减经,元亨寺
NULL,164,237,4,title,9. Sammādiṭṭhisuttaṃ,第九　正见经,元亨寺
NULL,164,280,4,title,10. Mahāsatipaṭṭhānasuttaṃ,第一〇　念处经,元亨寺
NULL,164,415,2,title,2. Sīhanādavaggo,第二品　狮子吼品,元亨寺
NULL,164,416,4,title,1. Cūḷasīhanādasuttaṃ,第一一　狮子吼小经,元亨寺
NULL,164,440,4,title,2. Mahāsīhanādasuttaṃ,第一二　师子吼大经,元亨寺
NULL,164,505,4,title,3. Mahādukkhakkhandhasuttaṃ,第一三　苦蕴大经,元亨寺
NULL,164,536,4,title,4. Cūḷadukkhakkhandhasuttaṃ,第一四　苦蕴小经,元亨寺
NULL,164,559,4,title,5. Anumānasuttaṃ,第一五　思量经,元亨寺
NULL,164,631,4,title,6. Cetokhilasuttaṃ,第一六　心荒芜经,元亨寺
NULL,164,658,4,title,7. Vanapatthasuttaṃ,第一七　林薮经,元亨寺
NULL,164,670,4,title,8. Madhupiṇḍikasuttaṃ,第一八　蜜丸经,元亨寺
NULL,164,688,4,title,9. Dvedhāvitakkasuttaṃ,第一九　双想经,元亨寺
NULL,164,706,4,title,10. Vitakkasaṇṭhānasuttaṃ,第二〇　想念止息经,元亨寺
NULL,164,720,2,title,3. Opammavaggo,第三品　譬喻法品,元亨寺
NULL,164,721,4,title,1. Kakacūpamasuttaṃ,第二一　锯喻经,元亨寺
NULL,164,747,4,title,2. Alagaddūpamasuttaṃ,第二二　蛇喻经,元亨寺
NULL,164,799,4,title,3. Vammikasuttaṃ,第二三　蚁垤经,元亨寺
NULL,164,818,4,title,4. Rathavinītasuttaṃ,第二四　传车经,元亨寺
NULL,164,869,4,title,5. Nivāpasuttaṃ,第二五　撒饵经,元亨寺
NULL,164,899,4,title,6. Pāsarāsisuttaṃ,第二六　圣求经,元亨寺
NULL,164,989,4,title,7. Cūḷahatthipadopamasuttaṃ,第二七　象迹喻小经,元亨寺
NULL,164,1032,4,title,8. Mahāhatthipadopamasuttaṃ,第二八　象迹喻大经,元亨寺
NULL,164,1056,4,title,9. Mahāsāropamasuttaṃ,第二九　心材喻大经,元亨寺
NULL,164,1074,4,title,10. Cūḷasāropamasuttaṃ,第三〇　心材喻小经,元亨寺
NULL,164,1103,2,title,4. Mahāyamakavaggo,第四品　双大品,元亨寺
NULL,164,1104,4,title,1. Cūḷagosiṅgasuttaṃ,第三一　牛角林小经,元亨寺
NULL,164,1123,4,title,2. Mahāgosiṅgasuttaṃ,第三二　牛角林大经,元亨寺
NULL,164,1140,4,title,3. Mahāgopālakasuttaṃ,第三三　牧牛者大经,元亨寺
NULL,164,1170,4,title,4. Cūḷagopālakasuttaṃ,第三四　牧牛者小经,元亨寺
NULL,164,1188,4,title,5. Cūḷasaccakasuttaṃ,第三五　萨遮迦小经,元亨寺
NULL,164,1217,4,title,6. Mahāsaccakasuttaṃ,第三六　萨遮迦大经,元亨寺
NULL,164,1259,4,title,7. Cūḷataṇhāsaṅkhayasuttaṃ,第三七　爱尽小经,元亨寺
NULL,164,1273,4,title,8. Mahātaṇhāsaṅkhayasuttaṃ,第三八　爱尽大经,元亨寺
NULL,164,1373,4,title,9. Mahāassapurasuttaṃ,第三九　马邑大经,元亨寺
NULL,164,1409,4,title,10. Cūḷaassapurasuttaṃ,第四〇　马邑小经,元亨寺
NULL,164,1424,2,title,5. Cūḷayamakavaggo,第五品　双小品,元亨寺
NULL,164,1425,4,title,1. Sāleyyakasuttaṃ,第四一　萨罗村婆罗门经,元亨寺
NULL,164,1463,4,title,2. Verañjakasuttaṃ,第四二　鞞兰若村婆罗门经,元亨寺
NULL,164,1487,4,title,3. Mahāvedallasuttaṃ,第四三　有明大经,元亨寺
NULL,164,1568,4,title,4. Cūḷavedallasuttaṃ,第四四　有明小经,元亨寺
NULL,164,1630,4,title,5. Cūḷadhammasamādānasuttaṃ,第四五　得法小经,元亨寺
NULL,164,1638,4,title,6. Mahādhammasamādānasuttaṃ,第四六　得法大经,元亨寺
NULL,164,1662,4,title,7. Vīmaṃsakasuttaṃ,第四七　思察经,元亨寺
NULL,164,1677,4,title,8. Kosambiyasuttaṃ,第四八　憍赏弥经,元亨寺
NULL,164,1697,4,title,9. Brahmanimantanikasuttaṃ,第四九　梵天请经,元亨寺
NULL,164,1723,4,title,10. Māratajjanīyasuttaṃ,第五〇　魔诃责经,元亨寺
