id,book,par_num,level,class,title,text
NULL,p7,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p7,2,1,chapter,Pajjamadhu,Pajjamadhu
NULL,p7,3,100,gatha1,,"Ānanda rañña ratanādi mahā yatinda,"
NULL,p7,4,100,gatha2,,"Niccappabuddha padumappiya sevinaṅgī;"
NULL,p7,5,100,gatha3,,"Buddhappiyena ghana buddha guṇappiyena,"
NULL,p7,6,100,gathalast,,"Therālinā racita pajjamadhuṃ pibantu."
NULL,p7,7,8,hangnum,1.,1.
NULL,p7,8,100,gatha1,," Uṇṇāpapuṇṇasasimaṇdalato galitvā,"
NULL,p7,9,100,gatha2,,"Pādambujaṅguli dalaṭṭha sudhā lavānaṃ;"
NULL,p7,10,100,gatha3,,"Pantīva satthu nakhapanti pajāvisesaṃ,"
NULL,p7,11,100,gathalast,,"Pīṇetu suddha sukhitammaṇa tunḍapītā."
NULL,p7,12,8,hangnum,2.,2.
NULL,p7,13,100,gatha1,," Khittāya māraripunā parivatya satthu,"
NULL,p7,14,100,gatha2,,"Pādassayā jita disāya sitattalāya;"
NULL,p7,15,100,gatha3,,"Yā jeti kañcana sarāvaliyā siriṃ sā,"
NULL,p7,16,100,gathalast,,"Detanginaṃ raṇajayaṅgulipantikantā."
NULL,p7,17,8,hangnum,3.,3.
NULL,p7,18,100,gatha1,," Sovaṇṇa vaṇṇa sukhumacchavi somma kumma,"
NULL,p7,19,100,gatha2,,"Piṭṭhīva piṭṭhi kamatunnati bhāti yesaṃ;"
NULL,p7,20,100,gatha3,,"Tesuppatiṭṭhitasukomaladīghapaṇhi,"
NULL,p7,21,100,gathalast,,"Pādā jinassa padadantu padaṃ janassa."
NULL,p7,22,8,hangnum,4.,4.
NULL,p7,23,100,gatha1,," Acchera paṅkajasiraṃ siriyā sakāya,"
NULL,p7,24,100,gatha2,,"Ye maddino viya caranti saroja sīse;"
NULL,p7,25,100,gatha3,,"Sañcumbitā viya ca tāni parāga rāgā,"
NULL,p7,26,100,gathalast,,"Te nīrajā munipadā padadantu lakkhiṃ."
NULL,p7,27,8,hangnum,5.,5.
NULL,p7,28,100,gatha1,," Agāmi kāla jana maṅgala bhattu bhāvaṃ,"
NULL,p7,29,100,gatha2,,"Vyākattumatra kusaleniva nimmitāni;"
NULL,p7,30,100,gatha3,,"Yātrāsumaṭṭhasatamaṅgalakkhaṇāni,"
NULL,p7,31,100,gathalast,,"Sādhetu naṃ padayugaṃ jayamaṅgalāni."
NULL,p7,32,8,hangnum,6.,6.
NULL,p7,33,100,gatha1,," Sassevijantuvarasantipurappavese,"
NULL,p7,34,100,gatha2,,"Niccaṃ susajja ṭhapitāniva maṅgalāya;"
NULL,p7,35,100,gatha3,,"Ye te dadhanti kalamaṅgalalakkhaṇāni,"
NULL,p7,36,100,gathalast,,"Vattantu te jinapadā jayamaṅgalāya."
NULL,p7,37,8,hangnum,7.,7.
NULL,p7,38,100,gatha1,," Sabbebhibhūya sapadesu nipātanassa,"
NULL,p7,39,100,gatha2,,"Saññāṇakaṃ viya yadassitasabbaloko;"
NULL,p7,40,100,gatha3,,"Pādātyadhokatatilokasirovarā pi,"
NULL,p7,41,100,gathalast,,"Lokaṃ puṇantu jayamaṅgalakāraṇāni."
NULL,p7,42,8,hangnum,8.,8.
NULL,p7,43,100,gatha1,," Lokattayekasaraṇattavibhāvanāya,"
NULL,p7,44,100,gatha2,,"Sajjo va tiṭṭhati yahiṃ suvibhattaloko;"
NULL,p7,45,100,gatha3,,"Taṃ sabbalokapaṭibimbitadappaṇābhaṃ,"
NULL,p7,46,100,gathalast,,"Pādadvayaṃ janasusajjanahetu hotu."
NULL,p7,47,8,hangnum,9.,9.
NULL,p7,48,100,gatha1,," Lokuttarāya siriyādhigamāya suṭṭhu,"
NULL,p7,49,100,gatha2,,"Rajanti yattha diguṇāniva pātu bhūtā;"
NULL,p7,50,100,gatha3,,"Cakkāsanābhisahanemisahassarāni,"
NULL,p7,51,100,gathalast,,"Tyaṅghī disantu sakalissariyaṃ janassa."
NULL,p7,52,8,hangnum,10.,10.
NULL,p7,53,100,gatha1,," Yatrullasanti duvidhāniva pātū bhūtā,"
NULL,p7,54,100,gatha2,,"Dhammassasabbabhuvanassa ca issaratte;"
NULL,p7,55,100,gatha3,,"Cakkāni cakkasadisāni sudassanassa,"
NULL,p7,56,100,gathalast,,"Tānajja jantu saraṇā caraṇāni hontu."
