id,lang,sn,word_en,word,word2,note
43513,my,14,anka,aṅka,Aṅka,aṅka：အင်္က<br>  ဘူ+စု = ဂတိ လက္ခဏေသု-သွားခြင်း，အမှတ်တံဆိပ် ခတ်နှိပ်ခြင်းတို့၌။ အင်္ကတိ၊ အင်္ကေတိ၊ အင်္ကယတိ။ ဘူဝါဒိဂိုဏ်း，စုရာဒိဂိုဏ်းဆိုင်ရာ၌- ၁။ သံယုတ် အဆုံးမရှိခြင်း။ ၂။ အနေကဿရဓာတ်ဖြစ်ခြင်း။ ၃။ ဣအက္ခရာအနုဗန်ပါရှိခြင်း ဤလက္ခဏာ ၃-မျိုးနှင့် ပြည့်စုံသောဓာတ်ဖြစ်လျှင် အမြဲ နိဂ္ဂဟိတ်လာရသည်။<br>  * ဘူနှင့်စုဓာတ်၊ သံယုတ်လွှတ်၍၊ နေကဿရ၊ ဣဆုံးက၊ လာရနိဂ္ဂဟိတ်။,4,1
54499,my,14,apa,apa,Apa,apa：အပ<br>  တ+သွာ = ပါပုဏနေ-ရောက်ခြင်း၌။ အပေါတိ၊ ပါပုဏာတိ၊ ပါပုဏောတိ။,3,1
54513,my,14,apa,āpa,Āpa,āpa：အာပ<br>  ဘူ+သွာ+စု = ဗျာပနေ-ပျံ့နှံ့စေခြင်း၌။ အာပတိ။ အာပုဏာတိ၊ အာပေတိ၊ အာပယတိ။,3,1
61475,my,14,appa,appa,Appa,appa：အပ္ပ<br>  တ = ပါပုဏနေ-ရောက်ခြင်း၌။ အပ္ပေါတိ။,4,1
65287,my,14,apu,āpu,Āpu,āpu：အာပု<br>  စု = လမ္ဗနေ-တွဲလျားကျခြင်း၌။ အာပေတိ၊ အာပယတိ။,3,1
65794,my,14,ara,ara,Ara,ara：အရ<br>  ဘူ = ဂတိ နာသနေသု-သွားခြင်း，ပျက်စီးခြင်းတို့၌။ အရတိ။,3,1
66134,my,14,araha,araha,Araha,araha：အရဟ<br>  ဘူ+စု = ယောဂျပူဇာယံ-သင့်လျော်လျောက်ပတ်ခြင်း၊ ပူဇော်ခြင်း၌။ အရဟတိ၊ အရဟေတိ၊ အရဟယတိ။,5,1
71031,my,14,asa,asa,Asa,asa：အသ<br>  ဘူ = ဘူ ဂတိ ဒိတျာဒါန ခေပေသု-ထင်ရှားရှိခြင်း，သွားခြင်း，ထွန်းပခြင်း，ယူခြင်း，ပစ်ပယ်ခြင်းတို့၌။<br>  အသတိ၊ အတိ။<br>  ကီ+ဘူ = ဘောဇနေ-စားခြင်း၌။ အသ္နာတိ။<br>  သွာ = သံဃာတ ဗျာပနေသု-ပေါင်းစုခြင်း，ပျံ့နှံ့ခြင်းတို့၌။ အသ္နုတေ၊ ဏ-ကို န-ပြု။,3,1
71041,my,14,asa,āsa,Āsa,āsa：အာသ<br>  ဘူ = ဝိဇ္ဇမာနူပဝေသနေ-ထင်ရှားရှိခြင်း，ကပ်ဝင်ခြင်း，ထိုင်နေခြင်း၌။ အာသတိ။,3,1
78802,my,14,asu,asu,Asu,asu：အသု<br>  သွာ = ဗျာပနေ-ပျံ့နှံ့ခြင်း၌။ အသုနာတိ။<br>  ဒိ = ခေပနေ-ပစ်ပယ်ခြင်း၌။ အဿတိ။,3,1
79539,my,14,ata,aṭa,Aṭa,aṭa：အဋ<br>  ဘူ = ဂတိယံ-သွားခြင်း၌။ အဋတိ။,3,1
79540,my,14,ata,ata,Ata,ata：အတ<br>  ဘူ = ဗန္ဓန ဂမန သာတစ္စဂမန ပါပနေသု-ဖွဲ့ချည်ခြင်း，သွားခြင်း，မပြတ်မလပ်သွားခြင်း，ရောက်ခြင်းတို့၌။ အတတိ။,3,1
80066,my,14,atha,aṭha,Aṭha,aṭha：အဌ<br>  ဘူ = ဂတေ-သွားခြင်း၌။ အဋ္ဌတိ၊ အဏ္ဌတိ။,4,1
80182,my,14,athi,aṭhi,Aṭhi,aṭhi：အဌိ<br>  ဘူ = ဂတေ-သွားခြင်း၌။ အဋ္ဌတိ၊ အဏ္ဌတိ။,4,1
80208,my,14,ati,ati,Ati,ati：အတိ<br>  ဘူ = ဗန္ဓနေ-ဖွဲ့ချည်ခြင်း၌။ အန္တတိ။,3,1
82978,my,14,atta,aṭṭa,Aṭṭa,aṭṭa：အဋ္ဋ<br>  ဘူ = ဝဓာတိက္ကမေသု-သတ်ပုတ်ညှဉ်းဆဲခြင်း，ခုန်ကျော် လွန်မြောက်ခြင်းတို့၌။ အဋ္ဋတေ။<br>  စု = အပ္ပိဘာဝါနာဒရေသု-နည်းပါးသော ဖြစ်ခြင်း，မရိုမသေဖြစ်ခြင်းတို့၌။ အဋ္ဋေတိ၊ အဋ္ဋယတိ။,4,1
83856,my,14,attha,attha,Attha,attha：အတ္ထ<br>  စု = ယာစနာယံ-တောင်းရမ်း，တောင့်တ，တောင်းပန်ခြင်း၌။ အတေတိ၊ အတယတိ။,5,1
86230,my,14,au,au,Au,au：အု<br>  ဘူ+စု = ဂတိ ပူဇာ ဝိသေသေသု-သွားခြင်း，ပူဇော်ခြင်း，အထူးပြုခြင်းတို့၌။ အဉ္စတိ၊ အဉ္စေတိ၊ အဉ္စယတိ။ အ-ဂတိယံ ပူဇာယဉ္စ အဗျတ္တသဒ္ဒေ စ၊ အဉ္စတိ။ ဝါစပ္ပတိ။,2,1
