id,book,par_num,level,class,title,text,author
NULL,164,3,1,title,(MN)Mūlapaṇṇāsapāḷi,第一篇 根本五十經,元亨寺
NULL,164,4,2,title,1. Mūlapariyāyavaggo,初品　根本法門品,元亨寺
NULL,164,5,4,title,1. Mūlapariyāyasuttaṃ,第一　根本法門經,元亨寺
NULL,164,55,4,title,2. Sabbāsavasuttaṃ,第二　一切漏經,元亨寺
NULL,164,95,4,title,3. Dhammadāyādasuttaṃ,第三　法嗣經,元亨寺
NULL,164,108,4,title,4. Bhayabheravasuttaṃ,第四　怖駭經,元亨寺
NULL,164,134,4,title,5. Anaṅgaṇasuttaṃ,第五　無穢經,元亨寺
NULL,164,165,4,title,6. Ākaṅkheyyasuttaṃ,第六　願經,元亨寺
NULL,164,188,4,title,7. Vatthasuttaṃ,第七　布喻經,元亨寺
NULL,164,213,4,title,8. Sallekhasuttaṃ,第八　削減經,元亨寺
NULL,164,237,4,title,9. Sammādiṭṭhisuttaṃ,第九　正見經,元亨寺
NULL,164,280,4,title,10. Mahāsatipaṭṭhānasuttaṃ,第一〇　念處經,元亨寺
NULL,164,415,2,title,2. Sīhanādavaggo,第二品　獅子吼品,元亨寺
NULL,164,416,4,title,1. Cūḷasīhanādasuttaṃ,第一一　獅子吼小經,元亨寺
NULL,164,440,4,title,2. Mahāsīhanādasuttaṃ,第一二　師子吼大經,元亨寺
NULL,164,505,4,title,3. Mahādukkhakkhandhasuttaṃ,第一三　苦蘊大經,元亨寺
NULL,164,536,4,title,4. Cūḷadukkhakkhandhasuttaṃ,第一四　苦蘊小經,元亨寺
NULL,164,559,4,title,5. Anumānasuttaṃ,第一五　思量經,元亨寺
NULL,164,631,4,title,6. Cetokhilasuttaṃ,第一六　心荒蕪經,元亨寺
NULL,164,658,4,title,7. Vanapatthasuttaṃ,第一七　林藪經,元亨寺
NULL,164,670,4,title,8. Madhupiṇḍikasuttaṃ,第一八　蜜丸經,元亨寺
NULL,164,688,4,title,9. Dvedhāvitakkasuttaṃ,第一九　雙想經,元亨寺
NULL,164,706,4,title,10. Vitakkasaṇṭhānasuttaṃ,第二〇　想念止息經,元亨寺
NULL,164,720,2,title,3. Opammavaggo,第三品　譬喻法品,元亨寺
NULL,164,721,4,title,1. Kakacūpamasuttaṃ,第二一　鋸喻經,元亨寺
NULL,164,747,4,title,2. Alagaddūpamasuttaṃ,第二二　蛇喻經,元亨寺
NULL,164,799,4,title,3. Vammikasuttaṃ,第二三　蟻垤經,元亨寺
NULL,164,818,4,title,4. Rathavinītasuttaṃ,第二四　傳車經,元亨寺
NULL,164,869,4,title,5. Nivāpasuttaṃ,第二五　撒餌經,元亨寺
NULL,164,899,4,title,6. Pāsarāsisuttaṃ,第二六　聖求經,元亨寺
NULL,164,989,4,title,7. Cūḷahatthipadopamasuttaṃ,第二七　象跡喻小經,元亨寺
NULL,164,1032,4,title,8. Mahāhatthipadopamasuttaṃ,第二八　象跡喻大經,元亨寺
NULL,164,1056,4,title,9. Mahāsāropamasuttaṃ,第二九　心材喻大經,元亨寺
NULL,164,1074,4,title,10. Cūḷasāropamasuttaṃ,第三〇　心材喻小經,元亨寺
NULL,164,1103,2,title,4. Mahāyamakavaggo,第四品　雙大品,元亨寺
NULL,164,1104,4,title,1. Cūḷagosiṅgasuttaṃ,第三一　牛角林小經,元亨寺
NULL,164,1123,4,title,2. Mahāgosiṅgasuttaṃ,第三二　牛角林大經,元亨寺
NULL,164,1140,4,title,3. Mahāgopālakasuttaṃ,第三三　牧牛者大經,元亨寺
NULL,164,1170,4,title,4. Cūḷagopālakasuttaṃ,第三四　牧牛者小經,元亨寺
NULL,164,1188,4,title,5. Cūḷasaccakasuttaṃ,第三五　薩遮迦小經,元亨寺
NULL,164,1217,4,title,6. Mahāsaccakasuttaṃ,第三六　薩遮迦大經,元亨寺
NULL,164,1259,4,title,7. Cūḷataṇhāsaṅkhayasuttaṃ,第三七　愛盡小經,元亨寺
NULL,164,1273,4,title,8. Mahātaṇhāsaṅkhayasuttaṃ,第三八　愛盡大經,元亨寺
NULL,164,1373,4,title,9. Mahāassapurasuttaṃ,第三九　馬邑大經,元亨寺
NULL,164,1409,4,title,10. Cūḷaassapurasuttaṃ,第四〇　馬邑小經,元亨寺
NULL,164,1424,2,title,5. Cūḷayamakavaggo,第五品　雙小品,元亨寺
NULL,164,1425,4,title,1. Sāleyyakasuttaṃ,第四一　薩羅村婆羅門經,元亨寺
NULL,164,1463,4,title,2. Verañjakasuttaṃ,第四二　鞞蘭若村婆羅門經,元亨寺
NULL,164,1487,4,title,3. Mahāvedallasuttaṃ,第四三　有明大經,元亨寺
NULL,164,1568,4,title,4. Cūḷavedallasuttaṃ,第四四　有明小經,元亨寺
NULL,164,1630,4,title,5. Cūḷadhammasamādānasuttaṃ,第四五　得法小經,元亨寺
NULL,164,1638,4,title,6. Mahādhammasamādānasuttaṃ,第四六　得法大經,元亨寺
NULL,164,1662,4,title,7. Vīmaṃsakasuttaṃ,第四七　思察經,元亨寺
NULL,164,1677,4,title,8. Kosambiyasuttaṃ,第四八　憍賞彌經,元亨寺
NULL,164,1697,4,title,9. Brahmanimantanikasuttaṃ,第四九　梵天請經,元亨寺
NULL,164,1723,4,title,10. Māratajjanīyasuttaṃ,第五〇　魔訶責經,元亨寺
