id,book,par_num,level,class,title,text,author
NULL,130,3,1,title,(MN) Mūlapaṇṇāsa-aṭṭhakathā,第一篇 根本五十經註,system
NULL,130,5,2,title,Ganthārambhakathā,發文引論,system
NULL,130,6,3,title,Ganthārambhakathā,發文引論,system
NULL,130,39,3,title,Nidānakathā,序論,system
NULL,130,47,2,title,1. Mūlapariyāyavaggo,初品　根本法門品註,system
NULL,130,48,3,title,1. Mūlapariyāyasuttavaṇṇanā,第一　根本法門經註,system
NULL,130,357,3,title,2. Sabbāsavasuttavaṇṇanā,第二　一切漏經註,system
NULL,130,494,3,title,3. Dhammadāyādasuttavaṇṇanā,第三　法嗣經註,system
NULL,130,575,3,title,4. Bhayabheravasuttavaṇṇanā,第四　怖駭經註,system
NULL,130,726,3,title,5. Anaṅgaṇasuttavaṇṇanā,第五　無穢經註,system
NULL,130,794,3,title,6. Ākaṅkheyyasuttavaṇṇanā,第六　願經註,system
NULL,130,836,3,title,7. Vatthasuttavaṇṇanā,第七　布喻經註,system
NULL,130,888,3,title,8. Sallekhasuttavaṇṇanā,第八　削減經註,system
NULL,130,934,3,title,9. Sammādiṭṭhisuttavaṇṇanā,第九　正見經註,system
NULL,130,1083,3,title,10. Satipaṭṭhānasuttavaṇṇanā,第一〇　念處經註,system
NULL,130,1445,2,title,2. Sīhanādavaggo,第二品　獅子吼品註,system
NULL,130,1446,3,title,1. Cūḷasīhanādasuttavaṇṇanā,第一一　獅子吼小經註,system
NULL,130,1544,3,title,2. Mahāsīhanādasuttavaṇṇanā,第一二　師子吼大經註,system
NULL,130,1693,3,title,3. Mahādukkhakkhandhasuttavaṇṇanā,第一三　苦蘊大經註,system
NULL,130,1715,3,title,4. Cūḷadukkhakkhandhasuttavaṇṇanā,第一四　苦蘊小經註,system
NULL,130,1731,3,title,5. Anumānasuttavaṇṇanā,第一五　思量經註,system
NULL,130,1743,3,title,6. Cetokhilasuttavaṇṇanā,第一六　心荒蕪經註,system
NULL,130,1756,3,title,7. Vanapatthapariyāyasuttavaṇṇanā,第一七　林藪經註,system
NULL,130,1766,3,title,8. Madhupiṇḍikasuttavaṇṇanā,第一八　蜜丸經註,system
NULL,130,1786,3,title,9. Dvedhāvitakkasuttavaṇṇanā,第一九　雙想經註,system
NULL,130,1809,3,title,10. Vitakkasaṇṭhānasuttavaṇṇanā,第二〇　想念止息經註,system
NULL,130,1849,2,title,3. Opammavaggo,第三品　譬喻法品註,system
NULL,130,1850,3,title,1. Kakacūpamasuttavaṇṇanā,第二一　鋸喻經註,system
NULL,130,1879,3,title,2. Alagaddūpamasuttavaṇṇanā,第二二　蛇喻經註,system
NULL,130,1933,3,title,3. Vammikasuttavaṇṇanā,第二三　蟻垤經註,system
NULL,130,1975,3,title,4. Rathavinītasuttavaṇṇanā,第二四　傳車經註,system
NULL,130,2063,3,title,5. Nivāpasuttavaṇṇanā,第二五　撒餌經註,system
NULL,130,2076,3,title,6. Pāsarāsisuttavaṇṇanā,第二六　聖求經註,system
NULL,130,2167,3,title,7. Cūḷahatthipadopamasuttavaṇṇanā,第二七　象跡喻小經註,system
NULL,130,2236,3,title,8. Mahāhatthipadopamasuttavaṇṇanā,第二八　象跡喻大經註,system
NULL,130,2276,3,title,9. Mahāsāropamasuttavaṇṇanā,第二九　心材喻大經註,system
NULL,130,2285,3,title,10. Cūḷasāropamasuttavaṇṇanā,第三〇　心材喻小經註,system
NULL,130,2296,2,title,4. Mahāyamakavaggo,第四品　雙大品註,system
NULL,130,2297,3,title,1. Cūḷagosiṅgasuttavaṇṇanā,第三一　牛角林小經註,system
NULL,130,2321,3,title,2. Mahāgosiṅgasuttavaṇṇanā,第三二　牛角林大經註,system
NULL,130,2359,3,title,3. Mahāgopālakasuttavaṇṇanā,第三三　牧牛者大經註,system
NULL,130,2386,3,title,4. Cūḷagopālakasuttavaṇṇanā,第三四　牧牛者小經註,system
NULL,130,2395,3,title,5. Cūḷasaccakasuttavaṇṇanā,第三五　薩遮迦小經註,system
NULL,130,2448,3,title,6. Mahāsaccakasutavaṇṇanā,第三六　薩遮迦大經註,system
NULL,130,2482,3,title,7. Cūḷataṇhāsaṅkhayasuttavaṇṇanā,第三七　愛盡小經註,system
NULL,130,2502,3,title,8. Mahātaṇhāsaṅkhayasuttavaṇṇanā,第三八　愛盡大經註,system
NULL,130,2524,3,title,9. Mahāassapurasuttavaṇṇanā,第三九　馬邑大經註,system
NULL,130,2564,3,title,10. Cūḷaassapurasuttavaṇṇanā,第四〇　馬邑小經註,system
NULL,130,2572,2,title,5. Cūḷayamakavaggo,第五品　雙小品註,system
NULL,130,2573,3,title,1. Sāleyyakasuttavaṇṇanā,第四一　薩羅村婆羅門經註,system
NULL,130,2596,3,title,2. Verañjakasuttavaṇṇanā,第四二　鞞蘭若村婆羅門經註,system
NULL,130,2600,3,title,3. Mahāvedallasuttavaṇṇanā,第四三　有明大經註,system
NULL,130,2660,3,title,4. Cūḷavedallasuttavaṇṇanā,第四四　有明小經註,system
NULL,130,2699,3,title,5. Cūḷadhammasamādānasuttavaṇṇanā,第四五　得法小經註,system
NULL,130,2716,3,title,6. Mahādhammasamādānasuttavaṇṇanā,第四六　得法大經註,system
NULL,130,2734,3,title,7. Vīmaṃsakasuttavaṇṇanā,第四七　思察經註,system
NULL,130,2787,3,title,8. Kosambiyasuttavaṇṇanā,第四八　憍賞彌經註,system
NULL,130,2828,3,title,9. Brahmanimantanikasuttavaṇṇanā,第四九　梵天請經註,system
NULL,130,2884,3,title,10. Māratajjanīyasuttavaṇṇanā,第五〇　魔訶責經註,system
