"gramma","count"
vibha.mūlaṭī.,27
vibha.mūlaṭī.2.,1
vimānavatthu,1
vinayavi.,1
virajjanīyadhammabhāvamattenaparinipphannādī.ni.ṭī.,1
virajjanīyadhammabhāvamattenaparinipphannādī.ni.ṭī.1.,1
visuddhi,2
visuddhi.,572
Visuddhī.,1
visuddhi.1.,360
visuddhi.2.,228
Visuddhī.2.,1
visuddhi.2.3.,1
visuddhi.aṭṭha.,1
visuddhi.aṭṭha.1.,1
visuddhi.mahā.,8
visuddhi.mahā.1.,3
visuddhi.mahā.2.,5
visuddhi.mahāṭi.,1
visuddhi.mahāṭī.,43
visuddhi.mahāṭī.1.,24
visuddhi.mahāṭi.2.,1
visuddhi.mahāṭī.2.,20
visuddhi.ṭī.,29
visuddhi.ṭī.1.,22
visuddhi.ṭī.2.,10
visuddhi1.,2
yama.,123
yama.1.,1
yama.1.āyatanayamaka.,13
yama.1.dhāturamaka.,1
yama.1.khandhayamaka.,10
yama.1.mūlayamaka.,5
yama.1.saccayamaka.,15

yama.2.anusayayamaka.,20
yama.2.cittayamaka.,13
yama.2.saṅkhārayamaka.,14

yama.3.dhammayamaka.,4
yama.3.indriyayamaka.,29
yama.3.indriyayamakapāḷi.,1

yama.aṭṭha.,10
yama.aṭṭha.āyatanayamaka.,1
yama.mūlaṭī.,2
yathā,12
Yathā,1
yathā194yāva,1
Yathā194yāva,1
