160000,theragāthaṭṭhakathāyaṃ,theragathatthakathayam,1,1,0,0,22
160001,mahāparinibbānapāḷiyā,mahaparinibbanapaliya,1,1,0,0,21
160002,tadaṭṭhakathāyaca,tadatthakathayaca,4,4,0,0,17
160003,jhānaṅga,jhananga,6,5,1,0,8
160004,paccavekkhanasamanantaranti,paccavekkhanasamanantaranti,1,1,0,0,27
160005,samanantarāni,samanantarani,3,3,0,0,13
160006,parinibbānasuttaṭṭhakathāsu,parinibbanasuttatthakathasu,1,1,0,0,27
160007,abhiññāsamanantaraṃ,abhinnasamanantaram,1,1,0,0,19
160008,udānaṭṭhakathādisu,udanatthakathadisu,1,1,0,0,18
160009,yathāhavuṭṭhahitvā,yathahavutthahitva,1,1,0,0,18
160010,iddhicittato,iddhicittato,3,3,0,0,12
160011,paccavekkhanasamanantaraṃ,paccavekkhanasamanantaram,1,1,0,0,25
160012,puggalapaññattiṭṭhakathādīsu,puggalapannattitthakathadisu,1,1,0,0,28
160013,yathāhaekūnavīsati,yathahaekunavisati,1,1,0,0,18
160014,paccavekkhanaññāṇe,paccavekkhanannane,1,1,0,0,18
160015,parinibbāyatīti,parinibbayatiti,45,31,14,0,15
160016,arahattamaggānantaraṃ,arahattamagganantaram,1,1,0,0,21
160017,phalānantaraṃ,phalanantaram,15,12,3,0,13
160018,paccavekkhanaṃ,paccavekkhanam,7,6,1,0,14
160019,paripuṇṇaṃvā,paripunnamva,1,1,0,0,12
160020,aparipuṇṇaṃvā,aparipunnamva,1,1,0,0,13
160021,tikhiṇena,tikhinena,30,30,0,0,9
160022,chijjamānepi,chijjamanepi,2,2,0,0,12
160023,paccavekkhanāni,paccavekkhanani,3,3,0,0,15
160024,uppajjantiyevāti,uppajjantiyevati,1,1,0,0,16
160025,anuppajjamānassa,anuppajjamanassa,4,4,0,0,16
160026,yathopaṭṭhitaṃ,yathopatthitam,4,4,0,0,14
160027,nāmarūpadhammādikameva,namarupadhammadikameva,4,4,0,0,22
160028,cutipariyosānānaṃ,cutipariyosananam,4,4,0,0,17
160029,mittādayoti,mittadayoti,1,1,0,0,11
160030,cuticittaṃ,cuticittam,148,138,10,0,10
160031,kammakammanimittādayo,kammakammanimittadayo,4,4,0,0,21
160032,cutiyā,cutiya,83,80,3,0,6
160033,kammādīnināma,kammadininama,1,1,0,0,13
160034,sabbasattānaṃpi,sabbasattanampi,3,3,0,0,15
160035,bhavantarassa,bhavantarassa,12,12,0,0,13
160036,abhimukhībhūtaṃ,abhimukhibhutam,10,9,1,0,15
160037,upaladdhapubbaṃ,upaladdhapubbam,2,0,2,0,15
160038,vatthādīni,vatthadini,13,13,0,0,10
160039,parapāṇādīnica,parapanadinica,1,1,0,0,14
160040,upakaraṇabhūtaṃ,upakaranabhutam,5,3,2,0,15
160041,upakaraṇabhūtāni,upakaranabhutani,1,1,0,0,16
160042,parivārabhūtānica,parivarabhutanica,1,1,0,0,17
160043,paṭiggāhakādīni,patiggahakadini,1,1,0,0,15
160044,āvudhabhaṇḍādinica,avudhabhandadinica,1,1,0,0,18
160045,gavādīni,gavadini,2,2,0,0,8
160046,aṭṭhipuñjādīni,atthipunjadini,1,1,0,0,14
160047,kammanimittāni,kammanimittani,3,3,0,0,14
160048,kammasambandhāni,kammasambandhani,1,1,0,0,16
160049,ārammaṇānivā,arammananiva,1,1,0,0,12
160050,saṅgahi,sangahi,2,1,1,0,7
160051,upalabhitabbaṃ,upalabhitabbam,4,2,2,0,14
160052,upabhogabhūtaṃ,upabhogabhutam,5,3,2,0,14
