260000,aṭhā,atha,1,1,0,0,4
260001,thūpaṭhānaṃ,thupathanam,1,1,0,0,11
260002,kadambapupphaādārivallīhi,kadambapupphaadarivallihi,1,1,0,0,25
260003,manussadevo,manussadevo,1,1,0,0,11
260004,bhūsayitvā,bhusayitva,1,1,0,0,10
260005,oropanatthāya,oropanatthaya,2,2,0,0,13
260006,ārabhī,arabhi,18,9,9,0,6
260007,hatthikkhandhato,hatthikkhandhato,30,29,1,0,16
260008,khandhasamake,khandhasamake,1,1,0,0,13
260009,ṭhapanamicchati,thapanamicchati,1,1,0,0,15
260010,dhātuoropanaṃ,dhatuoropanam,1,1,0,0,13
260011,iṭṭhamī,itthami,1,1,0,0,7
260012,sukkhāto,sukkhato,1,1,0,0,8
260013,bhayavāpito,bhayavapito,1,1,0,0,11
260014,sukkhakaddama,sukkhakaddama,1,1,0,0,13
260015,khaṇḍehi,khandehi,1,1,0,0,8
260016,ṭhānamuttamaṃ,thanamuttamam,5,5,0,0,13
260017,oropetvā,oropetva,33,33,0,0,8
260018,dhātārakkhaṃ,dhatarakkham,1,1,0,0,12
260019,dhātuthūpassa,dhatuthupassa,2,2,0,0,13
260020,turitamānaso,turitamanaso,1,1,0,0,12
260021,itthikākaraṇe,itthikakarane,1,1,0,0,13
260022,dhātukiccaṃ,dhatukiccam,1,1,0,0,11
260023,vicintento,vicintento,2,2,0,0,10
260024,meghavanaṃ,meghavanam,3,2,1,0,10
260025,nupariyāti,nupariyati,1,1,0,0,10
260026,sadhātu,sadhatu,2,2,0,0,7
260027,bodhiṭhānamhi,bodhithanamhi,1,1,0,0,13
260028,divāṭhāti,divathati,1,1,0,0,9
260029,sadhātuko,sadhatuko,2,2,0,0,9
260030,theramatānu,theramatanu,1,1,0,0,11
260031,jaṅghāmattaṃ,janghamattam,1,1,0,0,12
260032,citāpetvā,citapetva,1,1,0,0,9
260033,dhātupatiṭṭhānaṃ,dhatupatitthanam,1,1,0,0,16
260034,samanto,samanto,3,3,0,0,7
260035,nagāggatā,nagaggata,1,1,0,0,9
260036,sattatālappamāṇamhi,sattatalappamanamhi,2,2,0,0,19
260037,nabhasiṭṭhitā,nabhasitthita,2,2,0,0,13
260038,vimhāpayanti,vimhapayanti,2,2,0,0,12
260039,kaṇṇambamūle,kannambamule,1,1,0,0,12
260040,nikkhantajālāhi,nikkhantajalahi,1,1,0,0,15
260041,jaladhārāhi,jaladharahi,1,1,0,0,11
260042,sabbālaṃkāmahī,sabbalamkamahi,1,1,0,0,14
260043,nipannena,nipannena,16,16,0,0,9
260044,mahāadhiṭṭhānapañcakaṃ,mahaadhitthanapancakam,2,2,0,0,22
260045,pañcacakkhunā,pancacakkhuna,4,4,0,0,13
260046,sākhāsokena,sakhasokena,1,1,0,0,11
260047,chijjitvāna,chijjitvana,3,3,0,0,11
260048,sayaṃyeva,sayamyeva,6,6,0,0,9
260049,kaṭāhake,katahake,3,3,0,0,8
260050,phalapattehi,phalapattehi,4,4,0,0,12
260051,sasuvaṇṇakaṭāhā,sasuvannakataha,2,2,0,0,15
260052,adissamānā,adissamana,6,6,0,0,10
260053,himagabbhamhi,himagabbhamhi,4,4,0,0,13
260054,dakkhiṇaakkhakaṃ,dakkhinaakkhakam,1,1,0,0,16
260055,yamayaṃ,yamayam,3,3,0,0,7
260056,laṅkārabhūtamhi,lankarabhutamhi,1,1,0,0,15
260057,hemamālikacetiye,hemamalikacetiye,1,1,0,0,16
260058,patiṭṭhahantiyo,patitthahantiyo,1,1,0,0,15
260059,doṇamattā,donamatta,7,6,1,0,9
260060,buddhavesadharā,buddhavesadhara,1,1,0,0,15
260061,adhiṭṭhānāni,adhitthanani,27,24,3,0,12
260062,aṭṭhābhūpassa,atthabhupassa,1,1,0,0,13
260063,atīvahaṭṭho,ativahattho,1,1,0,0,11
260064,mattābhayo,mattabhayo,3,3,0,0,10
260065,munissare,munissare,1,1,0,0,9
260066,pabbajisāsane,pabbajisasane,1,1,0,0,13
260067,cetārigāmato,cetarigamato,1,1,0,0,12
260068,dvāramaṇḍalatopi,dvaramandalatopi,1,1,0,0,16
260069,vihīrabījato,vihirabijato,1,1,0,0,12
260070,gallakapiṭṭhito,gallakapitthito,1,1,0,0,15
260071,patissagāmā,patissagama,1,1,0,0,11
260072,jātasaddhā,jatasaddha,1,1,0,0,10
260073,ratanādīhi,ratanadihi,2,2,0,0,10
260074,pūjamakārayi,pujamakarayi,2,2,0,0,12
260075,rājorodhā,rajorodha,6,4,2,0,9
260076,pujā,puja,1,1,0,0,4
260077,thūpapubbaṅgamaṃ,thupapubbangamam,2,2,0,0,16
260078,thūpārāmoti,thuparamoti,1,1,0,0,11
260079,sakadhātusarīrakena,sakadhatusarirakena,1,1,0,0,19
260080,parinibbānagatopi,parinibbanagatopi,1,1,0,0,17
260081,janakāyahitaṃ,janakayahitam,1,1,0,0,13
260082,kathāvakāti,kathavakati,1,1,0,0,11
260083,dhātuagamano,dhatuagamano,1,1,0,0,12
260084,aṭṭhārasama,attharasama,1,1,0,0,11
260085,mahābodhiggahaṇo,mahabodhiggahano,2,2,0,0,16
260086,mahābodhiñca,mahabodhinca,8,8,0,0,12
260087,theriñca,therinca,1,1,0,0,8
260088,āṇāpetuṃ,anapetum,15,11,4,0,8
260089,ariṭṭhanāmakā,aritthanamaka,1,1,0,0,13
260090,maccaṃ,maccam,31,26,5,0,6
260091,niyojituṃ,niyojitum,1,1,0,0,9
260092,āmantayitvāna,amantayitvana,7,7,0,0,13
260093,saṅghamittaṃ,sanghamittam,3,3,0,0,12
260094,mānada,manada,1,1,0,0,6
260095,assayujasukkapakkhe,assayujasukkapakkhe,2,2,0,0,19
260096,sānuyutto,sanuyutto,1,1,0,0,9
260097,jambukole,jambukole,1,1,0,0,9
260098,nāvamāruyha,navamaruyha,4,4,0,0,11
260099,mahodamiṃ,mahodamim,1,1,0,0,9
260100,therādhiṭṭhānayogato,theradhitthanayogato,1,1,0,0,20
260101,pañcakaññāsatehi,pancakannasatehi,1,1,0,0,16
260102,antepurikaitthīnaṃ,antepurikaitthinam,1,1,0,0,18
260103,vasanā,vasana,1,1,0,0,6
260104,pabbajjāpekkhi,pabbajjapekkhi,1,1,0,0,14
260105,nisekhā,nisekha,1,1,0,0,7
260106,nagarasse,nagarasse,1,1,0,0,9
260107,bhikkhunupassaye,bhikkhunupassaye,32,32,0,0,16
260108,tāhe,tahe,1,1,0,0,4
260109,bhikkhunupassayo,bhikkhunupassayo,20,19,1,0,16
260110,rājasandesaṃ,rajasandesam,2,2,0,0,12
260111,therasandesa,therasandesa,1,1,0,0,12
260112,bhātujayā,bhatujaya,1,1,0,0,9
260113,ākaṅkhamānā,akankhamana,41,39,2,0,11
260114,visajjaya,visajjaya,1,1,0,0,9
260115,mahābodhidakkhiṇasākhameva,mahabodhidakkhinasakhameva,1,1,0,0,26
260116,therabhāsitaṃ,therabhasitam,4,4,0,0,13
260117,pitusamīpaṃ,pitusamipam,1,1,0,0,11
260118,theramataṃ,theramatam,1,1,0,0,10
260119,vinodayissāmi,vinodayissami,1,1,0,0,13
260120,puttanattaviyogajaṃ,puttanattaviyogajam,1,1,0,0,19
260121,pabbājanīyā,pabbajaniya,1,1,0,0,11
260122,satthaghātamanārahā,satthaghatamanaraha,1,1,0,0,19
260123,mahābodhimahīruhā,mahabodhimahiruha,1,1,0,0,17
260124,gaṇissaṃ,ganissam,1,1,0,0,8
260125,mahādevanāmakassa,mahadevanamakassa,1,1,0,0,17
260126,pesetabbā,pesetabba,17,17,0,0,9
260127,pesetabbāti,pesetabbati,1,1,0,0,11
260128,ābhāsi,abhasi,2,2,0,0,6
260129,mahābodhigāminaṃ,mahabodhigaminam,1,1,0,0,16
260130,sodhāpetvāna,sodhapetvana,2,2,0,0,12
260131,bhūsāpeti,bhusapeti,1,1,0,0,9
260132,nīharāpesi,niharapesi,34,34,0,0,10
260133,kaṭāhakaraṇāya,katahakaranaya,1,1,0,0,14
260134,satulādhārarūpavā,satuladhararupava,1,1,0,0,17
260135,parimajjiya,parimajjiya,1,1,0,0,11
260136,nimminitvāna,nimminitvana,11,11,0,0,12
260137,navahatthaparikkhepaṃ,navahatthaparikkhepam,4,3,1,0,21
260138,gabhīrato,gabhirato,1,1,0,0,9
260139,tihatthavikkhambhayutaṃ,tihatthavikkhambhayutam,1,1,0,0,23
260140,aṭṭhaṅgulaghanaṃ,atthangulaghanam,1,1,0,0,16
260141,soṇḍapamāṇamukhavaṭṭikaṃ,sondapamanamukhavattikam,1,1,0,0,24
260142,bālasurasamappakaṃ,balasurasamappakam,1,1,0,0,18
260143,sattayojanadīghāya,sattayojanadighaya,1,1,0,0,18
260144,vitthatāyati,vitthatayati,1,1,0,0,12
260145,caturaṅginyā,caturanginya,1,1,0,0,12
260146,mahābhikkhugaṇena,mahabhikkhuganena,1,1,0,0,17
260147,nānālaṅkārabhūsitaṃ,nanalankarabhusitam,1,1,0,0,19
260148,nānāratanacittaṃ,nanaratanacittam,1,1,0,0,16
260149,vividhaddhajamāliniṃ,vividhaddhajamalinim,1,1,0,0,20
260150,nānākusumasaṃkiṇṇaṃ,nanakusumasamkinnam,1,1,0,0,19
260151,nānāturiyaghositaṃ,nanaturiyaghositam,1,1,0,0,18
260152,mahātherasahassena,mahatherasahassena,1,1,0,0,18
260153,pamukhena,pamukhena,2,2,0,0,9
260154,mahāgaṇe,mahagane,6,4,2,0,8
260155,pattābhisekānaṃ,pattabhisekanam,3,3,0,0,15
260156,sahassenā,sahassena,2,1,1,0,9
260157,catuhatthapamāṇakaṃ,catuhatthapamanakam,1,1,0,0,19
260158,khandhañca,khandhanca,546,545,1,0,10
260159,antaradhāyisuṃ,antaradhayisum,1,1,0,0,14
260160,puthavīpati,puthavipati,1,1,0,0,11
260161,udīriya,udiriya,1,1,0,0,7
260162,mahābodhīṃ,mahabodhim,1,1,0,0,10
260163,mahārajje,maharajje,3,3,0,0,9
260164,pūjetvāna,pujetvana,1,1,0,0,9
260165,suvaṇṇakhacite,suvannakhacite,3,3,0,0,14
260166,nānāratanamaṇḍite,nanaratanamandite,1,1,0,0,17
260167,svārohe,svarohe,1,1,0,0,7
260168,sāucce,saucce,1,1,0,0,6
260169,suvaṇṇakaṭāhakaṃ,suvannakatahakam,1,1,0,0,16
260170,ṭhapāpetvāna,thapapetvana,3,3,0,0,12
260171,sākhamuttamaṃ,sakhamuttamam,1,1,0,0,13
260172,ādiyitvāna,adiyitvana,3,2,1,0,10
260173,manosilaṃ,manosilam,3,3,0,0,9
260174,saccakriyamakā,saccakriyamaka,1,1,0,0,14
260175,urubodhiyā,urubodhiya,2,2,0,0,10
260176,mahābodhisākhāyaṃ,mahabodhisakhayam,1,1,0,0,17
260177,lekhaṭhāne,lekhathane,1,1,0,0,10
260178,gandhakaddamapūrassa,gandhakaddamapurassa,1,1,0,0,20
260179,kaṭāhasso,katahasso,1,1,0,0,9
260180,pariṭṭhitā,paritthita,1,1,0,0,10
260181,mūlalekhāya,mulalekhaya,2,2,0,0,11
260182,tiyaṅgulatiyaṅgule,tiyangulatiyangule,1,1,0,0,18
260183,manosilā,manosila,4,4,0,0,8
260184,thūlamūlāni,thulamulani,1,1,0,0,11
260185,tarāhi,tarahi,1,1,0,0,6
260186,jālībhūtā,jalibhuta,1,1,0,0,9
260187,niotaruṃ,niotarum,1,1,0,0,8
260188,pamodayi,pamodayi,1,1,0,0,8
260189,gandhakaddame,gandhakaddame,4,4,0,0,13
260190,pasādentī,pasadenti,4,4,0,0,9
260191,dasahattho,dasahattho,3,3,0,0,10
260192,pañcasākhā,pancasakha,1,1,0,0,10
260193,catuhatthā,catuhattha,5,5,0,0,10
260194,dasaḍḍhaphalamaṇḍitā,dasaddhaphalamandita,2,2,0,0,20
260195,sahassantu,sahassantu,2,2,0,0,10
260196,pasākhānaṃ,pasakhanam,2,2,0,0,10
260197,sākhānaṃ,sakhanam,9,9,0,0,8
260198,tāsamāsi,tasamasi,2,2,0,0,8
260199,manoharasiridharā,manoharasiridhara,1,1,0,0,17
260200,kaṭāhamhi,katahamhi,2,2,0,0,9
260201,mahābodhipatiṭṭhitakkhaṇe,mahabodhipatitthitakkhane,1,1,0,0,25
260202,nādehi,nadehi,2,2,0,0,6
260203,tūriyānaṃ,turiyanam,8,8,0,0,9
260204,mānusesu,manusesu,18,16,2,0,8
260205,sādhukāraninādeti,sadhukaraninadeti,1,1,0,0,17
260206,devabrahmagaṇassa,devabrahmaganassa,2,2,0,0,17
260207,migapakkhinaṃ,migapakkhinam,5,3,2,0,13
260208,yakkhādīnaṃ,yakkhadinam,12,11,1,0,11
260209,ravehi,ravehi,4,4,0,0,6
260210,ravehicamahīkampe,ravehicamahikampe,1,1,0,0,17
260211,sobhayiṃsu,sobhayimsu,3,3,0,0,10
