796661,haritabbā,.ti.,.nt.$.sg.$.abl.,haritabba,,,haritabba+[ā],,1,100,9,regular,en
796662,haritabbato,.ti.,.nt.$.sg.$.abl.,haritabba,,,haritabba+[to],,1,100,11,regular,en
796663,haritabbāni,.ti.,.nt.$.pl.$.nom.,haritabba,,,haritabba+[ni],,1,100,11,regular,en
796664,haritabbā,.ti.,.nt.$.pl.$.nom.,haritabba,,,haritabba+[a],,1,100,9,regular,en
796667,haritabbāni,.ti.,.nt.$.pl.$.acc.,haritabba,,,haritabba+[ni],,1,100,11,regular,en
796668,haritabbānaṃ,.ti.,.nt.$.pl.$.gen.,haritabba,,,haritabba+[naṃ],,1,100,12,regular,en
796669,haritabbānaṃ,.ti.,.nt.$.pl.$.dat.,haritabba,,,haritabba+[naṃ],,1,100,12,regular,en
796670,haritabbā,.ti.,.f.$.sg.$.nom.,haritabba,,,haritabba+[a],,1,100,9,regular,en
796672,haritabbaṃ,.ti.,.f.$.sg.$.acc.,haritabba,,,haritabba+[ṃ],,1,100,10,regular,en
796673,haritabbato,.ti.,.f.$.sg.$.abl.,haritabba,,,haritabba+[to],,1,100,11,regular,en
796674,haritabbā,.ti.,.f.$.pl.$.nom.,haritabba,,,haritabba+[ā],,1,100,9,regular,en
796676,haritabbā,.ti.,.f.$.pl.$.acc.,haritabba,,,haritabba+[ā],,1,100,9,regular,en
796677,haritabbānaṃ,.ti.,.f.$.pl.$.gen.,haritabba,,,haritabba+[naṃ],,1,100,12,regular,en
796678,haritabbānaṃ,.ti.,.f.$.pl.$.dat.,haritabba,,,haritabba+[naṃ],,1,100,12,regular,en
796679,harittaco,.ti.,.m.$.sg.$.nom.,harittaca,,,harittaca+[o],,1,100,9,regular,en
796681,harittacaṃ,.ti.,.m.$.sg.$.acc.,harittaca,,,harittaca+[ṃ],,1,100,10,regular,en
796682,harittace,.ti.,.m.$.sg.$.loc.,harittaca,,,harittaca+[e],,1,100,9,regular,en
796683,harittace,.ti.,.m.$.pl.$.acc.,harittaca,,,harittaca+[e],,1,100,9,regular,en
796684,harittacaṃ,.ti.,.nt.$.sg.$.nom.,harittaca,,,harittaca+[ṃ],,1,100,10,regular,en
796686,harittacaṃ,.ti.,.nt.$.sg.$.acc.,harittaca,,,harittaca+[ṃ],,1,100,10,regular,en
796687,harittace,.ti.,.nt.$.sg.$.loc.,harittaca,,,harittaca+[i],,1,100,9,regular,en
796688,harittace,.ti.,.nt.$.pl.$.acc.,harittaca,,,harittaca+[e],,1,100,9,regular,en
796690,harittacaṃ,.ti.,.f.$.sg.$.acc.,harittaca,,,harittaca+[ṃ],,1,100,10,regular,en
796692,hāriyaṃ,.ti.,.m.$.sg.$.acc.,hāriya,,,hāriya+[ṃ],,1,100,7,regular,en
796693,hāriyā,.ti.,.m.$.sg.$.abl.,hāriya,,,hāriya+[ā],,1,100,6,regular,en
796694,hāriye,.ti.,.m.$.sg.$.loc.,hāriya,,,hāriya+[e],,1,100,6,regular,en
796695,hāriyā,.ti.,.m.$.pl.$.nom.,hāriya,,,hāriya+[ā],,1,100,6,regular,en
796697,hāriye,.ti.,.m.$.pl.$.acc.,hāriya,,,hāriya+[e],,1,100,6,regular,en
796698,hāriyaṃ,.ti.,.nt.$.sg.$.nom.,hāriya,,,hāriya+[ṃ],,1,100,7,regular,en
796699,hāriyaṃ,.ti.,.nt.$.sg.$.acc.,hāriya,,,hāriya+[ṃ],,1,100,7,regular,en
796700,hāriyā,.ti.,.nt.$.sg.$.abl.,hāriya,,,hāriya+[ā],,1,100,6,regular,en
796701,hāriye,.ti.,.nt.$.sg.$.loc.,hāriya,,,hāriya+[i],,1,100,6,regular,en
796702,hāriyā,.ti.,.nt.$.pl.$.nom.,hāriya,,,hāriya+[a],,1,100,6,regular,en
796704,hāriye,.ti.,.nt.$.pl.$.acc.,hāriya,,,hāriya+[e],,1,100,6,regular,en
796705,hāriyā,.ti.,.f.$.sg.$.nom.,hāriya,,,hāriya+[a],,1,100,6,regular,en
796708,hāriyaṃ,.ti.,.f.$.sg.$.acc.,hāriya,,,hāriya+[ṃ],,1,100,7,regular,en
796709,hāriyā,.ti.,.f.$.pl.$.nom.,hāriya,,,hāriya+[ā],,1,100,6,regular,en
796711,hāriyā,.ti.,.f.$.pl.$.acc.,hāriya,,,hāriya+[ā],,1,100,6,regular,en
796712,hāsakaraṃ,.ti.,.m.$.sg.$.acc.,hāsakara,,,hāsakara+[ṃ],,1,100,9,regular,en
796713,hāsakaraṃ,.ti.,.nt.$.sg.$.nom.,hāsakara,,,hāsakara+[ṃ],,1,100,9,regular,en
796714,hāsakaraṃ,.ti.,.nt.$.sg.$.acc.,hāsakara,,,hāsakara+[ṃ],,1,100,9,regular,en
796715,hāsakaraṃ,.ti.,.f.$.sg.$.acc.,hāsakara,,,hāsakara+[ṃ],,1,100,9,regular,en
796716,hasamāno,.ti.,.m.$.sg.$.nom.,hasamāna,,,hasamāna+[o],,1,100,8,regular,en
796718,hasamānaṃ,.ti.,.m.$.sg.$.acc.,hasamāna,,,hasamāna+[ṃ],,1,100,9,regular,en
796719,hasamānena,.ti.,.m.$.sg.$.inst.,hasamāna,,,hasamāna+[ena],,1,100,10,regular,en
796720,hasamānā,.ti.,.m.$.sg.$.abl.,hasamāna,,,hasamāna+[ā],,1,100,8,regular,en
796721,hasamānā,.ti.,.m.$.pl.$.nom.,hasamāna,,,hasamāna+[ā],,1,100,8,regular,en
796723,hasamānaṃ,.ti.,.nt.$.sg.$.nom.,hasamāna,,,hasamāna+[ṃ],,1,100,9,regular,en
796724,hasamānaṃ,.ti.,.nt.$.sg.$.acc.,hasamāna,,,hasamāna+[ṃ],,1,100,9,regular,en
796725,hasamānena,.ti.,.nt.$.sg.$.inst.,hasamāna,,,hasamāna+[ena],,1,100,10,regular,en
796726,hasamānā,.ti.,.nt.$.sg.$.abl.,hasamāna,,,hasamāna+[ā],,1,100,8,regular,en
796727,hasamānā,.ti.,.nt.$.pl.$.nom.,hasamāna,,,hasamāna+[a],,1,100,8,regular,en
796729,hasamānā,.ti.,.f.$.sg.$.nom.,hasamāna,,,hasamāna+[a],,1,100,8,regular,en
796731,hasamānaṃ,.ti.,.f.$.sg.$.acc.,hasamāna,,,hasamāna+[ṃ],,1,100,9,regular,en
796732,hasamānā,.ti.,.f.$.pl.$.nom.,hasamāna,,,hasamāna+[ā],,1,100,8,regular,en
796734,hasamānā,.ti.,.f.$.pl.$.acc.,hasamāna,,,hasamāna+[ā],,1,100,8,regular,en
796791,hāsayamāno,.ti.,.m.$.sg.$.nom.,hāsayamāna,,,hāsayamāna+[o],,1,100,10,regular,en
796794,hāsayamānaṃ,.ti.,.m.$.sg.$.acc.,hāsayamāna,,,hāsayamāna+[ṃ],,1,100,11,regular,en
796795,hāsayamānā,.ti.,.m.$.sg.$.abl.,hāsayamāna,,,hāsayamāna+[ā],,1,100,10,regular,en
796796,hāsayamānā,.ti.,.m.$.pl.$.nom.,hāsayamāna,,,hāsayamāna+[ā],,1,100,10,regular,en
796798,hāsayamānaṃ,.ti.,.nt.$.sg.$.nom.,hāsayamāna,,,hāsayamāna+[ṃ],,1,100,11,regular,en
796800,hāsayamānaṃ,.ti.,.nt.$.sg.$.acc.,hāsayamāna,,,hāsayamāna+[ṃ],,1,100,11,regular,en
796801,hāsayamānā,.ti.,.nt.$.sg.$.abl.,hāsayamāna,,,hāsayamāna+[ā],,1,100,10,regular,en
796802,hāsayamānā,.ti.,.nt.$.pl.$.nom.,hāsayamāna,,,hāsayamāna+[a],,1,100,10,regular,en
796804,hāsayamānā,.ti.,.f.$.sg.$.nom.,hāsayamāna,,,hāsayamāna+[a],,1,100,10,regular,en
796806,hāsayamānaṃ,.ti.,.f.$.sg.$.acc.,hāsayamāna,,,hāsayamāna+[ṃ],,1,100,11,regular,en
796807,hāsayamānā,.ti.,.f.$.pl.$.nom.,hāsayamāna,,,hāsayamāna+[ā],,1,100,10,regular,en
796809,hāsayamānā,.ti.,.f.$.pl.$.acc.,hāsayamāna,,,hāsayamāna+[ā],,1,100,10,regular,en
796810,hāsento,.ti.,.m.$.sg.$.nom.,hāsenta,,,hāsenta+[o],,1,100,7,regular,en
796811,hasito,.ti.,.m.$.sg.$.nom.,hasita,,,hasita+[o],,1,100,6,regular,en
796814,hasitaṃ,.ti.,.m.$.sg.$.acc.,hasita,,,hasita+[ṃ],,1,100,7,regular,en
796815,hasitassa,.ti.,.m.$.sg.$.gen.,hasita,,,hasita+[ssa],,1,100,9,regular,en
796816,hasitassa,.ti.,.m.$.sg.$.dat.,hasita,,,hasita+[ssa],,1,100,9,regular,en
796817,hasitena,.ti.,.m.$.sg.$.inst.,hasita,,,hasita+[ena],,1,100,8,regular,en
796818,hasitā,.ti.,.m.$.sg.$.abl.,hasita,,,hasita+[ā],,1,100,6,regular,en
796819,hasite,.ti.,.m.$.sg.$.loc.,hasita,,,hasita+[e],,1,100,6,regular,en
796820,hasitā,.ti.,.m.$.pl.$.nom.,hasita,,,hasita+[ā],,1,100,6,regular,en
796822,hasite,.ti.,.m.$.pl.$.acc.,hasita,,,hasita+[e],,1,100,6,regular,en
796823,hasitaṃ,.ti.,.nt.$.sg.$.nom.,hasita,,,hasita+[ṃ],,1,100,7,regular,en
796825,hasitaṃ,.ti.,.nt.$.sg.$.acc.,hasita,,,hasita+[ṃ],,1,100,7,regular,en
796826,hasitassa,.ti.,.nt.$.sg.$.gen.,hasita,,,hasita+[ssa],,1,100,9,regular,en
796827,hasitassa,.ti.,.nt.$.sg.$.dat.,hasita,,,hasita+[ssa],,1,100,9,regular,en
796828,hasitena,.ti.,.nt.$.sg.$.inst.,hasita,,,hasita+[ena],,1,100,8,regular,en
796829,hasitā,.ti.,.nt.$.sg.$.abl.,hasita,,,hasita+[ā],,1,100,6,regular,en
796830,hasite,.ti.,.nt.$.sg.$.loc.,hasita,,,hasita+[i],,1,100,6,regular,en
796831,hasitāni,.ti.,.nt.$.pl.$.nom.,hasita,,,hasita+[ni],,1,100,8,regular,en
796832,hasitā,.ti.,.nt.$.pl.$.nom.,hasita,,,hasita+[a],,1,100,6,regular,en
796835,hasitāni,.ti.,.nt.$.pl.$.acc.,hasita,,,hasita+[ni],,1,100,8,regular,en
796836,hasite,.ti.,.nt.$.pl.$.acc.,hasita,,,hasita+[e],,1,100,6,regular,en
796837,hasitā,.ti.,.f.$.sg.$.nom.,hasita,,,hasita+[a],,1,100,6,regular,en
796840,hasitaṃ,.ti.,.f.$.sg.$.acc.,hasita,,,hasita+[ṃ],,1,100,7,regular,en
796841,hasitā,.ti.,.f.$.pl.$.nom.,hasita,,,hasita+[ā],,1,100,6,regular,en
796843,hasitā,.ti.,.f.$.pl.$.acc.,hasita,,,hasita+[ā],,1,100,6,regular,en
796844,hāsito,.ti.,.m.$.sg.$.nom.,hāsita,,,hāsita+[o],,1,100,6,regular,en
796845,hasitabbaṃ,.ti.,.m.$.sg.$.acc.,hasitabba,,,hasitabba+[ṃ],,1,100,10,regular,en
796846,hasitabbaṃ,.ti.,.nt.$.sg.$.nom.,hasitabba,,,hasitabba+[ṃ],,1,100,10,regular,en
796847,hasitabbaṃ,.ti.,.nt.$.sg.$.acc.,hasitabba,,,hasitabba+[ṃ],,1,100,10,regular,en
796848,hasitabbaṃ,.ti.,.f.$.sg.$.acc.,hasitabba,,,hasitabba+[ṃ],,1,100,10,regular,en
796849,haṃ,.ti.,.m.$.sg.$.nom.,hata,,,hata+[ṃ],,1,100,3,regular,en
796853,hantaṃ,.ti.,.m.$.sg.$.acc.,hata,,,hata+[o],,1,100,6,regular,en
796854,hato,.ti.,.m.$.sg.$.gen.,hata,,,hata+[ssa],,1,100,4,regular,en
796855,hato,.ti.,.m.$.sg.$.dat.,hata,,,hata+[ssa],,1,100,4,regular,en
796856,hatā,.ti.,.m.$.sg.$.inst.,hata,,,hata+[sā],,1,100,4,regular,en
796857,hatena,.ti.,.m.$.sg.$.inst.,hata,,,hata+[na],,1,100,6,regular,en
796858,hatā,.ti.,.m.$.sg.$.abl.,hata,,,hata+[sā],,1,100,4,regular,en
796859,hati,.ti.,.m.$.sg.$.loc.,hata,,,hata+[si],,1,100,4,regular,en
796860,hā,.ti.,.m.$.pl.$.nom.,hata,,,hata+[ā],,1,100,2,regular,en
796862,he,.ti.,.m.$.pl.$.acc.,hata,,,hata+[e],,1,100,2,regular,en
796863,hānaṃ,.ti.,.m.$.pl.$.gen.,hata,,,hata+[naṃ],,1,100,5,regular,en
796864,hānaṃ,.ti.,.m.$.pl.$.dat.,hata,,,hata+[naṃ],,1,100,5,regular,en
796865,hehi,.ti.,.m.$.pl.$.inst.,hata,,,hata+[ehi],,1,100,4,regular,en
796866,hehi,.ti.,.m.$.pl.$.abl.,hata,,,hata+[ehi],,1,100,4,regular,en
796867,hesu,.ti.,.m.$.pl.$.loc.,hata,,,hata+[su],,1,100,4,regular,en
796868,hantaṃ,.ti.,.nt.$.sg.$.nom.,hata,,,hata+[ṃ],,1,100,6,regular,en
796872,hantaṃ,.ti.,.nt.$.sg.$.acc.,hata,,,hata+[o],,1,100,6,regular,en
796873,hato,.ti.,.nt.$.sg.$.gen.,hata,,,hata+[ssa],,1,100,4,regular,en
796874,hato,.ti.,.nt.$.sg.$.dat.,hata,,,hata+[ssa],,1,100,4,regular,en
796875,hatā,.ti.,.nt.$.sg.$.inst.,hata,,,hata+[sā],,1,100,4,regular,en
796876,hatena,.ti.,.nt.$.sg.$.inst.,hata,,,hata+[na],,1,100,6,regular,en
796877,hatā,.ti.,.nt.$.sg.$.abl.,hata,,,hata+[sā],,1,100,4,regular,en
796878,hati,.ti.,.nt.$.sg.$.loc.,hata,,,hata+[si],,1,100,4,regular,en
796879,hataṃ,.ti.,.nt.$.pl.$.gen.,hata,,,hata+[ṃ],,1,100,5,regular,en
796880,hataṃ,.ti.,.nt.$.pl.$.dat.,hata,,,hata+[ṃ],,1,100,5,regular,en
796881,hantehi,.ti.,.nt.$.pl.$.inst.,hata,,,hata+[ehi],,1,100,7,regular,en
796882,hantehi,.ti.,.nt.$.pl.$.abl.,hata,,,hata+[ehi],,1,100,7,regular,en
796883,hantī,.ti.,.f.$.sg.$.nom.,hata,,,hata+[ī],,1,100,5,regular,en
796885,hantī,.ti.,.f.$.pl.$.nom.,hata,,,hata+[ī],,1,100,5,regular,en
796887,hantī,.ti.,.f.$.pl.$.acc.,hata,,,hata+[ī],,1,100,5,regular,en
796888,hantīhi,.ti.,.f.$.pl.$.inst.,hata,,,hata+[īhi],,1,100,7,regular,en
796889,hantīhi,.ti.,.f.$.pl.$.abl.,hata,,,hata+[īhi],,1,100,7,regular,en
796890,hato,.ti.,.m.$.sg.$.nom.,hata,,,hata+[o],,1,100,4,regular,en
796893,hataṃ,.ti.,.m.$.sg.$.acc.,hata,,,hata+[ṃ],,1,100,5,regular,en
796894,hatassa,.ti.,.m.$.sg.$.gen.,hata,,,hata+[ssa],,1,100,7,regular,en
796895,hatassa,.ti.,.m.$.sg.$.dat.,hata,,,hata+[ssa],,1,100,7,regular,en
796896,hatāya,.ti.,.m.$.sg.$.dat.,hata,,,hata+[ya],,1,100,6,regular,en
796897,hatena,.ti.,.m.$.sg.$.inst.,hata,,,hata+[ena],,1,100,6,regular,en
796898,hatā,.ti.,.m.$.sg.$.abl.,hata,,,hata+[ā],,1,100,4,regular,en
796899,hatamhā,.ti.,.m.$.sg.$.abl.,hata,,,hata+[mhā],,1,100,7,regular,en
796900,hate,.ti.,.m.$.sg.$.loc.,hata,,,hata+[e],,1,100,4,regular,en
796901,hatā,.ti.,.m.$.pl.$.nom.,hata,,,hata+[ā],,1,100,4,regular,en
796903,hate,.ti.,.m.$.pl.$.acc.,hata,,,hata+[e],,1,100,4,regular,en
796904,hatesu,.ti.,.m.$.pl.$.loc.,hata,,,hata+[su],,1,100,6,regular,en
796905,hataṃ,.ti.,.nt.$.sg.$.nom.,hata,,,hata+[ṃ],,1,100,5,regular,en
796907,hataṃ,.ti.,.nt.$.sg.$.acc.,hata,,,hata+[ṃ],,1,100,5,regular,en
796908,hatassa,.ti.,.nt.$.sg.$.gen.,hata,,,hata+[ssa],,1,100,7,regular,en
796909,hatassa,.ti.,.nt.$.sg.$.dat.,hata,,,hata+[ssa],,1,100,7,regular,en
796910,hatāya,.ti.,.nt.$.sg.$.dat.,hata,,,hata+[āya],,1,100,6,regular,en
796911,hatena,.ti.,.nt.$.sg.$.inst.,hata,,,hata+[ena],,1,100,6,regular,en
796912,hatā,.ti.,.nt.$.sg.$.abl.,hata,,,hata+[ā],,1,100,4,regular,en
796913,hatamhā,.ti.,.nt.$.sg.$.abl.,hata,,,hata+[mhā],,1,100,7,regular,en
796914,hate,.ti.,.nt.$.sg.$.loc.,hata,,,hata+[i],,1,100,4,regular,en
796915,hatāni,.ti.,.nt.$.pl.$.nom.,hata,,,hata+[ni],,1,100,6,regular,en
796916,hatā,.ti.,.nt.$.pl.$.nom.,hata,,,hata+[a],,1,100,4,regular,en
796919,hatāni,.ti.,.nt.$.pl.$.acc.,hata,,,hata+[ni],,1,100,6,regular,en
796920,hate,.ti.,.nt.$.pl.$.acc.,hata,,,hata+[e],,1,100,4,regular,en
796921,hatānaṃ,.ti.,.nt.$.pl.$.gen.,hata,,,hata+[naṃ],,1,100,7,regular,en
796922,hatānaṃ,.ti.,.nt.$.pl.$.dat.,hata,,,hata+[naṃ],,1,100,7,regular,en
796923,hatesu,.ti.,.nt.$.pl.$.loc.,hata,,,hata+[su],,1,100,6,regular,en
796924,hatā,.ti.,.f.$.sg.$.nom.,hata,,,hata+[a],,1,100,4,regular,en
796927,hataṃ,.ti.,.f.$.sg.$.acc.,hata,,,hata+[ṃ],,1,100,5,regular,en
796928,hatāya,.ti.,.f.$.sg.$.gen.,hata,,,hata+[ya],,1,100,6,regular,en
796929,hatāya,.ti.,.f.$.sg.$.dat.,hata,,,hata+[ya],,1,100,6,regular,en
796930,hatāya,.ti.,.f.$.sg.$.inst.,hata,,,hata+[ya],,1,100,6,regular,en
796931,hatāya,.ti.,.f.$.sg.$.abl.,hata,,,hata+[ya],,1,100,6,regular,en
