koṭa,4
koṭi,12
koṭī,1
kram,1
krīḍ,1
krūḍ,1
ksad,1
ksal,1
ksam,1
ksan,1
ksap,1
ksar,1
ksip,1
ksmā,1
ksud,1
ksup,1
ksṇu,1
kubi,5
kuca,10
kuci,1
kuco,1
kuda,3
kudh,2
kudi,3
kudā,6
kuha,13
kuhū,1
kuja,7
kuji,5
kujo,1
kuju,3
kuka,3
kula,14
kuli,2
kulā,2
kulī,2
kumā,3
kupa,5
kupi,3
kura,10
kuru,15
kurū,1
kusa,18
kusi,11
kuso,1
kusu,3
kusā,4
kusī,1
kuth,1
kuto,11
kutū,1
kuva,3
kuñj,1
kuḍa,1
kuḍi,5
kuḷa,5
kuṇa,11
kuṇi,7
kuṇī,8
kuṭa,16
kuṭi,12
kuṭo,1
kuṭī,8
kuṭṭ,1
kvaṇ,2
kāca,15
kāci,3
kāco,2
kācī,1
kāhi,2
kāja,11
kājo,2
kāka,13
kāko,1
kākā,1
kākī,9
kāla,19
kāli,1
kālo,1
kālā,2
kālī,3
kāmi,1
kāmo,1
kāmī,8
kāni,2
kānā,1
kāpi,1
kāra,16
kāre,2
kāro,2
kāru,4
kārā,12
kārī,7
kāsa,17
kāsi,11
kāso,2
kāsu,15
kāsī,3
kāta,1
kātu,1
kāya,18
kāye,1
kāyo,3
kāḷa,13
kāḷo,1
kāḷā,4
kāḷī,3
kāṇa,12
kāṇo,1
kāṇā,3
kāṭa,4
kīdī,1
kīkī,1
kīla,8
kīlo,1
kīlā,1
kīra,8
kīro,1
kīsa,1
kīta,10
kīto,1
kīva,10
kīḷa,5
kīḷe,2
kīḷi,6
kīḷā,8
kīṇi,1
kīṭa,13
kīṭo,1
kūja,1
kūji,2
kūla,13
kūpa,14
kūpo,1
kūra,5
kūrd,1
kūḍa,1
kūṇa,1
kūṭa,23
kūṭo,2
labh,4
labi,3
laga,3
lagi,5
lahu,19
laja,5
laji,3
lajj,3
laka,3
laks,1
laku,2
lala,3
lama,1
lamb,1
lapa,10
lapi,2
lasa,9
lasi,2
lasī,10
lata,1
latā,16
lava,8
lavo,1
laya,10
layo,1
laḍa,1
laḍi,5
laḷa,7
laṭa,3
leha,3
lena,1
lepa,12
lepo,1
lesa,10
leso,2
leṇa,9
ligi,3
liha,3
lihi,2
likh,1
lina,2
lipa,3
lipi,12
lisa,3
livi,1
loca,7
loha,12
loho,1
loka,20
loko,1
lola,10
lolo,1
lolā,3
loma,12
lomī,4
lonī,1
lopa,9
lopo,1
loḷa,3
loḷī,3
loṇa,14
loṇā,1
loṇī,7
lubh,2
lubi,5
luca,1
luda,2
luha,1
luja,3
luji,3
lula,1
luna,2
luni,2
lupa,7
lusa,1
luta,6
luve,3
luñc,3
luḍi,1
luḷa,1
luṭa,7
luṭh,1
luṭi,5
lābu,7
lāja,12
lājo,1
lājā,3
lāla,8
lālā,6
lāma,2
lāna,2
lāpa,13
lāpo,1
lāpu,8
lāpī,3
lāsa,8
lāta,2
lāti,4
lāva,1
lāve,2
lāya,1
lāyi,4
lāḷa,2
lāṭa,2
līlā,10
līna,12
līno,1
līyi,2
līḷā,2
lūka,3
lūma,2
lūna,7
lūno,1
lūsa,3
lūta,4
lūtā,5
lūṇa,4
maca,3
maci,3
mada,16
madd,2
madi,3
mado,2
madī,3
maga,12
magg,3
magi,3
mago,1
maha,16
mahi,3
maho,1
mahā,13
mahī,11
maja,1
maji,1
majj,3
maka,1
maki,3
mala,14
malī,3
mama,8
mana,15
mani,1
mano,10
mant,2
manu,7
manā,1
mara,10
mari,6
marj,2
maro,1
maru,13
masa,11
masi,9
masu,1
masī,1
mata,20
math,3
mati,10
mato,2
mava,1
maya,7
mayi,4
mayo,1
mayu,1
mayā,6
mañc,1
maḍi,7
maṅh,1
maṇa,5
maṇi,12
maṇḍ,3
maṭa,1
meda,13
medo,1
medā,1
meha,7
meho,1
melā,1
