2709262,96,1,0,0
2709263,96,1,1,0
2709264,96,1,2,0
2709265,96,1,3,0
2709266,96,1,4,0
2709267,96,2,201555,0
2709268,96,3,136194,0
2709269,96,3,551,0
2709270,96,4,370736,0
2709271,96,5,51894,0
2709272,96,6,4605,0
2709273,96,6,8,0
2709274,96,6,337583,0
2709275,96,6,337584,0
2709276,96,6,707,0
2709277,96,6,1671,0
2709278,96,6,3025,0
2709279,96,6,971,0
2709280,96,6,4271,0
2709281,96,7,147634,0
2709282,96,7,10526,0
2709283,96,7,199369,0
2709284,96,7,183583,0
2709285,96,8,19147,0
2709286,96,8,337585,0
2709287,96,8,109,0
2709288,96,8,1671,0
2709289,96,8,84755,0
2709290,96,9,213346,0
2709291,96,9,16199,0
2709292,96,9,6327,0
2709293,96,10,17469,0
2709294,96,10,8367,0
2709295,96,11,6344,0
2709296,96,11,8368,0
2709297,96,11,213347,0
2709298,96,11,213348,0
2709299,96,12,6357,0
2709300,96,12,370737,0
2709301,96,12,9548,0
2709302,96,13,213350,0
2709303,96,13,141,0
2709304,96,13,6360,0
2709305,96,13,6361,0
2709306,96,14,6410,0
2709307,96,14,6412,0
2709308,96,14,782,0
2709309,96,14,633,0
2709310,96,14,2501,0
2709311,96,14,6413,0
2709312,96,15,6414,0
2709313,96,15,141,0
2709314,96,15,213351,0
2709315,96,16,1,0
2709316,96,16,704,0
2709317,96,16,1682,0
2709318,96,16,55423,0
2709319,96,16,4265,0
2709320,96,17,79453,0
2709321,96,17,16115,0
2709322,96,17,782,0
2709323,96,17,68814,0
2709324,96,17,213352,0
2709325,96,18,370738,0
2709326,96,18,27958,0
2709327,96,18,50146,0
2709328,96,19,10748,0
2709329,96,19,147535,0
2709330,96,19,46445,0
2709331,96,19,16110,0
2709332,96,20,327483,0
2709333,96,20,327484,0
2709334,96,21,38041,0
2709335,96,21,87213,0
2709336,96,21,1387,0
2709337,96,21,256589,0
2709338,96,22,492,0
2709339,96,22,61,0
2709340,96,22,16729,0
2709341,96,22,141,0
2709342,96,22,6446,0
2709343,96,22,59111,0
2709344,96,22,597,0
2709345,96,23,83600,0
2709346,96,23,90824,0
2709347,96,23,213353,0
2709348,96,23,19931,0
2709349,96,24,213354,0
2709350,96,24,782,0
2709351,96,24,104183,0
2709352,96,24,4271,0
2709353,96,25,629,0
2709354,96,25,16112,0
2709355,96,25,366,0
2709356,96,25,68450,0
2709357,96,25,718,0
2709358,96,25,213355,0
2709359,96,26,3256,0
2709360,96,26,337597,0
2709361,96,26,105161,0
2709362,96,26,501,0
2709363,96,26,76251,0
2709364,96,26,134486,0
2709365,96,27,213357,0
2709366,96,27,370739,0
2709367,96,27,213359,0
2709368,96,27,597,0
2709369,96,28,1,0
2709370,96,28,297264,0
2709371,96,28,370740,0
2709372,96,28,61315,0
2709373,96,29,370741,0
2709374,96,29,98908,0
2709375,96,29,37816,0
2709376,96,30,4604,0
2709377,96,30,207421,0
2709378,96,30,370742,0
2709379,96,30,17382,0
2709380,96,31,370743,0
2709381,96,31,213322,0
2709382,96,31,16376,0
2709383,96,31,286,0
2709384,96,31,207447,0
2709385,96,31,4604,0
2709386,96,32,15844,0
2709387,96,32,455,0
2709388,96,32,49937,0
2709389,96,32,370744,0
2709390,96,33,4604,0
2709391,96,33,247,0
2709392,96,33,175499,0
2709393,96,33,25247,0
2709394,96,33,92648,0
2709395,96,34,26474,0
2709396,96,34,337596,0
2709397,96,34,237,0
2709398,96,34,50826,0
2709399,96,34,370745,0
2709400,96,35,260282,0
2709401,96,35,14389,0
2709402,96,35,50826,0
2709403,96,35,291179,0
2709404,96,36,370746,0
2709405,96,36,46866,0
2709406,96,36,75233,0
2709407,96,37,100928,0
2709408,96,37,370747,0
2709409,96,37,80022,0
2709410,96,38,313,0
2709411,96,38,213360,0
2709412,96,38,213361,0
2709413,96,39,1980,0
2709414,96,39,6420,0
2709415,96,39,213362,0
2709416,96,39,200788,0
2709417,96,40,167881,0
2709418,96,40,7213,0
