#,sinhala,1
ṅghu,ඞ්ඝු,335
cchu,ච්ඡු,336
jjhu,ජ්ඣු,337
ñchu,ඤ්ඡු,338
ñjhu,ඤ්ඣු,339
ṭṭhu,ට්ඨු,340
ḍḍhu,ඩ්ඪු,341
ṇṭhu,ණ්ඨු,342
ṇḍhu,ණ්ඪු,343
tthu,ත්ථු,344
ddhu,ද්ධු,345
dhvu,ධ්වු,346
ndhu,න්ධු,347
pphu,ප්ඵු,348
bbhu,බ්භු,349
mphu,ම්ඵු,350
mbhu,ම්භු,351
nthu,න්ථු,352
khra,ඛ්‍ර,353
ghra,ඝ්‍ර,354
chra,ඡ්‍ර,355
jhra,ඣ්‍ර,356
ṭhra,ඨ්‍ර,357
ḍhra,ඪ්‍ර,358
thra,ථ්‍ර,359
dhra,ධ්‍ර,360
phra,ඵ්‍ර,361
bhra,භ්‍ර,362
kkhō,ක්ඛෝ,363
ṅkhō,ඞ්ඛෝ,364
ṅghō,ඞ්ඝෝ,365
cchō,ච්ඡෝ,366
jjhō,ජ්ඣෝ,367
ñchō,ඤ්ඡෝ,368
ñjhō,ඤ්ඣෝ,369
ṭṭhō,ට්ඨෝ,370
ḍḍhō,ඩ්ඪෝ,371
ṇṭhō,ණ්ඨෝ,372
ṇḍhō,ණ්ඪෝ,373
tthō,ත්ථෝ,374
ddhō,ද්ධෝ,375
dhvō,ධ්වෝ,376
ndhō,න්ධෝ,377
pphō,ප්ඵෝ,378
bbhō,බ්භෝ,379
mphō,ම්ඵෝ,380
mbhō,ම්භෝ,381
nthō,න්ථෝ,382
kkho,ක්ඛො,383
ṅkho,ඞ්ඛො,384
ṅgho,ඞ්ඝො,385
ccho,ච්ඡො,386
jjho,ජ්ඣො,387
ñcho,ඤ්ඡො,388
ñjho,ඤ්ඣො,389
ṭṭho,ට්ඨො,390
ḍḍho,ඩ්ඪො,391
ṇṭho,ණ්ඨො,392
ṇḍho,ණ්ඪො,393
ttho,ත්ථො,394
ddho,ද්ධො,395
dhvo,ධ්වො,396
ndho,න්ධො,397
ppho,ප්ඵො,398
bbho,බ්භො,399
mpho,ම්ඵො,400
mbho,ම්භො,401
ntho,න්ථො,402
kkhī,ක්ඛී,403
ṅkhī,ඞ්ඛී,404
ṅghī,ඞ්ඝී,405
cchī,ච්ඡී,406
jjhī,ජ්ඣී,407
ñchī,ඤ්ඡී,408
ñjhī,ඤ්ඣී,409
ṭṭhī,ට්ඨී,410
ḍḍhī,ඩ්ඪී,411
ṇṭhī,ණ්ඨී,412
ṇḍhī,ණ්ඪී,413
