58324,lakkhaṇakosalla,.n:base.,.nt.,,,83341,akkhaṇa+kosalla,,1,100,15,pm,cm
58325,lakkhaṇamigajātaka,.n:base.,.nt.,,,83352,akkhaṇamiga+jātaka,,1,100,18,pm,cm
58326,lakkhaṇanānatta,.n:base.,.nt.,,,83353,akkhaṇa+nānatta,,1,100,15,pm,cm
58327,lakkhaṇānantara,.n:base.,.nt.,,,83354,akkhaṇa+anantara,,1,100,15,pm,cm
58328,lakkhaṇanibbattakakamma,.n:base.,.nt.,,,83357,akkhaṇanibbattaka+kamma,,1,100,23,pm,cm
58329,lakkhaṇanibbattakamma,.n:base.,.nt.,,,83358,akkhaṇanibbatta+kamma,,1,100,21,pm,cm
58330,lakkhaṇanibbattana,.n:base.,.nt.,,,83359,akkhaṇa+nibbattana,,1,100,18,pm,cm
58331,lakkhaṇanidassana,.n:base.,.nt.,,,83362,akkhaṇa+nidassana,,1,100,17,pm,cm
58332,lakkhaṇaññathatta,.n:base.,.nt.,,,83367,akkhaṇa+aññathattha,,1,100,17,pm,cm
58333,lakkhaṇantara,.n:base.,.nt.,,,83369,akkhaṇa+antara,,1,100,13,pm,cm
58334,lakkhaṇantarānayana,.n:base.,.nt.,,,83370,akkhaṇantara+ānayana,,1,100,19,pm,cm
58335,lakkhaṇānurūpa,.n:base.,.nt.,,,83382,akkhaṇa+anurūpa,,1,100,14,pm,cm
58336,lakkhaṇapakāradassana,.n:base.,.nt.,,,83384,akkhaṇa+pakāra+dassana,,1,100,21,pm,cm
58337,lakkhaṇapariggahaṇa,.n:base.,.nt.,,,83387,akkhaṇa+pariggahaṇa,,1,100,19,pm,cm
58338,lakkhaṇapariggaṇhana,.n:base.,.nt.,,,83388,akkhaṇa+pariggaṇhana,,1,100,20,pm,cm
58339,lakkhaṇapariyesana,.n:base.,.nt.$.f.,,,83391,akkhaṇa+pariyesana,,1,100,18,pm,cm
58340,lakkhaṇapaṭilābhadassana,.n:base.,.nt.,,,83399,akkhaṇapaṭilābha+dassana,,1,100,24,pm,cm
58341,lakkhaṇapaṭivedhasampāpana,.n:base.,.nt.,,,83402,akkhaṇapaṭivedha+sampāpana,,1,100,26,pm,cm
58342,lakkhaṇapaṭivedhatta,.n:base.,.nt.,,,83404,akkhaṇāṭivedha+tta,,1,100,20,pm,cm
58343,lakkhaṇārammaṇūpanijjhāna,.n:base.,.nt.,,,83411,akkhaṇa+ārammaṇa+upanijjhāna,,1,100,25,pm,cm
58344,lakkhaṇarūpa,.n:base.,.nt.,,,83412,akkhaṇa+rūpa,,1,100,12,pm,cm
58345,lakkhaṇasacca,.n:base.,.nt.,,,83415,akkhaṇa+sacca,,1,100,13,pm,cm
58346,lakkhaṇasallakkhaṇa,.n:base.,.nt.$.f.,,,83417,akkhaṇa+sallakkhaṇa,,1,100,19,pm,cm
58347,lakkhaṇasallakkhaṇamukha,.n:base.,.nt.,,,83418,akkhaṇasallakkhaṇa+mukha,,1,100,24,pm,cm
58348,lakkhaṇasammasana,.n:base.,.nt.$.f.,,,83421,akkhaṇa+sammasana,,1,100,17,pm,cm
58349,lakkhaṇasandassana,.n:base.,.nt.,,,83429,akkhaṇa+sandassana,,1,100,18,pm,cm
58350,lakkhaṇasaṇṭhāna,.n:base.,.nt.,,,83432,akkhaṇa+saṇṭhāna,,1,100,16,pm,cm
58351,lakkhaṇasattha,.n:base.,.nt.,,,83433,akkhaṇa+dīpaka+sattha,,1,100,14,pm,cm
58352,lakkhaṇasīsa,.n:base.,.nt.,,,83436,akkhaṇa+sīsa,,1,100,12,pm,cm
58353,lakkhaṇasuñña,.n:base.,.nt.,,,83438,akkhaṇa+suñña,,1,100,13,pm,cm
58354,lakkhaṇasutta,.n:base.,.nt.,,,83440,akkhaṇa+sutta,,1,100,13,pm,cm
58355,lakkhaṇasuttanta,.n:base.,.nt.,,,83441,akkhaṇasutta+anta,,1,100,16,pm,cm
58356,lakkhaṇatta,.n:base.,.nt.,,,83445,akkhaṇa+tta,,1,100,11,pm,cm
58357,lakkhaṇattaya,.n:base.,.nt.,,,83446,akkhaṇa+taya,,1,100,13,pm,cm
58358,lakkhaṇattayadīpana,.n:base.,.nt.,,,83447,akkhaṇattaya+dīpana,,1,100,19,pm,cm
58359,lakkhaṇattayapajānana,.n:base.,.nt.$.f.,,,83449,akkhaṇattaya+pajānana,,1,100,21,pm,cm
58360,lakkhaṇattayapaṭivijjhana,.n:base.,.nt.,,,83450,akkhaṇattaya+paṭivijjhana,,1,100,25,pm,cm
58361,lakkhaṇattayāropana,.n:base.,.nt.,,,83452,akkhaṇattaya+āropana,,1,100,19,pm,cm
