book,paragraph,level,title,tag
118,1438,2,14. tuvaṭakasuttaniddesavaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::mahāniddesa::niddesa:
118,1608,2,15. attadaṇḍasuttaniddesavaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::mahāniddesa::niddesa:
118,1671,2,16. sāriputtasuttaniddesavaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::mahāniddesa::niddesa:
119,3,1,cūḷaniddesa-aṭṭhakathā,:aṭṭhakathā::sutta::khuddakanikāya::cūḷaniddesa::niddesa:
119,4,2,pārāyanavagganiddeso,:aṭṭhakathā::sutta::khuddakanikāya::cūḷaniddesa::niddesa:
119,497,2,khaggavisāṇasuttaniddeso,:aṭṭhakathā::sutta::khuddakanikāya::cūḷaniddesa::niddesa:
120,3,1,paṭisambhidāmagga-aṭṭhakathā,:saddhammappakāsinī::aṭṭhakathā::sutta::khuddakanikāya::paṭisambhidāmagga:
120,5,2,ganthārambhakathā,:saddhammappakāsinī::aṭṭhakathā::sutta::khuddakanikāya::paṭisambhidāmagga:
120,72,2,(1) mahāvaggo,:saddhammappakāsinī::aṭṭhakathā::sutta::khuddakanikāya::paṭisambhidāmagga:
120,2053,2,(2) yuganaddhavaggo,:saddhammappakāsinī::aṭṭhakathā::sutta::khuddakanikāya::paṭisambhidāmagga:
120,2263,2,(3) paññāvaggo,:saddhammappakāsinī::aṭṭhakathā::sutta::khuddakanikāya::paṭisambhidāmagga:
120,2494,2,nigamanakathā,:saddhammappakāsinī::aṭṭhakathā::sutta::khuddakanikāya::paṭisambhidāmagga:
121,3,1,nettippakaraṇa-aṭṭhakathā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,4,2,ganthārambhakathā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,48,2,1. saṅgahavāravaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,85,2,2. uddesavāravaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,112,2,3. niddesavāravaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,199,2,4. paṭiniddesavāravaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,759,2,nayasamuṭṭhānavāravaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
121,858,2,sāsanapaṭṭhānavāravaṇṇanā,:aṭṭhakathā::sutta::khuddakanikāya::nettippakaraṇa::netti:
122,3,1,dhammapada-aṭṭhakathā,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,5,2,ganthārambhakathā,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,37,2,1. yamakavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,564,2,2. appamādavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,850,2,3. cittavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,978,2,4. pupphavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,1272,2,5. bālavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,1558,2,6. paṇḍitavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,1725,2,7. arahantavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,1842,2,8. sahassavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2063,2,9. pāpavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2209,2,10. daṇḍavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2372,2,11. jarāvaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2492,2,12. attavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2612,2,13. lokavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2740,2,14. buddhavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,2997,2,15. sukhavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3106,2,16. piyavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3213,2,17. kodhavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3352,2,18. malavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3548,2,19. dhammaṭṭhavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3672,2,20. maggavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3830,2,21. pakiṇṇakavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,3983,2,22. nirayavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,4090,2,23. nāgavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,4259,2,24. taṇhāvaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,4508,2,25. bhikkhuvaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
122,4764,2,26. brāhmaṇavaggo,:dhammapada::aṭṭhakathā::sutta::khuddakanikāya::dhammapada:
123,3,1,udāna-aṭṭhakathā,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,4,2,ganthārambhakathā,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,57,2,1. bodhivaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,344,2,2. mucalindavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,638,2,3. nandavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,814,2,4. meghiyavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,1089,2,5. soṇavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,1269,2,6. jaccandhavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,1386,2,7. cūḷavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
123,1484,2,8. pāṭaligāmiyavaggo,:udāna::aṭṭhakathā::sutta::khuddakanikāya::udāna:
124,3,1,itivuttaka-aṭṭhakathā,:itivuttaka::aṭṭhakathā::sutta::khuddakanikāya::itivuttaka:
124,4,2,ganthārambhakathā,:itivuttaka::aṭṭhakathā::sutta::khuddakanikāya::itivuttaka:
124,161,2,1. ekakanipāto,:itivuttaka::aṭṭhakathā::sutta::khuddakanikāya::itivuttaka:
124,430,2,2. dukanipāto,:itivuttaka::aṭṭhakathā::sutta::khuddakanikāya::itivuttaka:
124,873,2,3. tikanipāto,:itivuttaka::aṭṭhakathā::sutta::khuddakanikāya::itivuttaka:
124,1515,2,4. catukkanipāto,:itivuttaka::aṭṭhakathā::sutta::khuddakanikāya::itivuttaka:
125,3,1,suttanipāta-aṭṭhakathā,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
125,5,2,ganthārambhakathā,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
125,22,2,1. uragavaggo,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
125,1001,2,2. cūḷavaggo,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
125,1676,2,3. mahāvaggo,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
125,2184,2,4. aṭṭhakavaggo,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
125,2482,2,5. pārāyanavaggo,:paramatthajotika::aṭṭhakathā::sutta::khuddakanikāya::suttanipāta::nipāta:
126,3,1,vimānavatthu-aṭṭhakathā,:aṭṭhakathā::sutta::khuddakanikāya::vimānavatthu:
126,4,2,ganthārambhakathā,:aṭṭhakathā::sutta::khuddakanikāya::vimānavatthu:
126,34,2,1. itthivimānaṃ,:aṭṭhakathā::sutta::khuddakanikāya::vimānavatthu:
126,2333,2,2. purisavimānaṃ,:aṭṭhakathā::sutta::khuddakanikāya::vimānavatthu:
127,3,1,petavatthu-aṭṭhakathā,:aṭṭhakathā::sutta::khuddakanikāya::petavatthu:
127,4,2,ganthārambhakathā,:aṭṭhakathā::sutta::khuddakanikāya::petavatthu:
127,31,2,1. uragavaggo,:aṭṭhakathā::sutta::khuddakanikāya::petavatthu:
127,529,2,2. ubbarivaggo,:aṭṭhakathā::sutta::khuddakanikāya::petavatthu:
127,1708,2,3. cūḷavaggo,:aṭṭhakathā::sutta::khuddakanikāya::petavatthu:
127,2283,2,4. mahāvaggo,:aṭṭhakathā::sutta::khuddakanikāya::petavatthu:
128,3,1,theragāthā-aṭṭhakathā,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
128,5,2,ganthārambhakathā,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
128,95,2,1. ekakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
128,3033,2,2. dukanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
128,4631,2,3. tikanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,3,1,theragāthā-aṭṭhakathā,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,5,2,4. catukkanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,396,2,5. pañcakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,991,2,6. chakkanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,1508,2,7. sattakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,1802,2,8. aṭṭhakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,1960,2,9. navakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,2026,2,10. dasakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,2566,2,11. ekādasanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,2613,2,12. dvādasakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,2727,2,13. terasanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,2844,2,14. cuddasakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,2964,2,15. soḷasakanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,3133,2,16. vīsatinipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,4364,2,17. tiṃsanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,5339,2,18. cattālīsanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,5579,2,19. paññāsanipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,5809,2,20. saṭṭhinipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
129,6183,2,21. mahānipāto,:aṭṭhakathā::sutta::khuddakanikāya::theragāthā:
130,3,1,mūlapaṇṇāsa-aṭṭhakathā,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,5,2,ganthārambhakathā,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,6,2,ganthārambhakathā,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,47,2,1. mūlapariyāyavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,1445,2,2. sīhanādavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,1849,2,3. opammavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,2296,2,4. mahāyamakavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
130,2572,2,5. cūḷayamakavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::mūlapaṇṇāsa:
131,3,1,majjhimapaṇṇāsa-aṭṭhakathā,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::majjhimapaṇṇāsa:
131,4,2,1. gahapativaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::majjhimapaṇṇāsa:
131,404,2,2. bhikkhuvaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::majjhimapaṇṇāsa:
131,603,2,3. paribbājakavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::majjhimapaṇṇāsa:
131,839,2,4. rājavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::majjhimapaṇṇāsa:
131,1085,2,5. brāhmaṇavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::majjhimapaṇṇāsa:
132,3,1,uparipaṇṇāsa-aṭṭhakathā,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::uparipaṇṇāsa:
132,4,2,1. devadahavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::uparipaṇṇāsa:
132,212,2,2. anupadavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::uparipaṇṇāsa:
132,429,2,3. suññatavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::uparipaṇṇāsa:
132,711,2,4. vibhaṅgavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::uparipaṇṇāsa:
132,970,2,5. saḷāyatanavaggo,:papañcasūdanī::aṭṭhakathā::sutta::majjhimanikāya::uparipaṇṇāsa:
133,3,1,sagāthāvagga-aṭṭhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,4,2,ganthārambhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,5,2,ganthārambhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,44,2,1. devatāsaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,504,2,2. devaputtasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,616,2,3. kosalasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,766,2,4. mārasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,869,2,5. bhikkhunīsaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,896,2,6. brahmasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,1004,2,7. brāhmaṇasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,1154,2,8. vaṅgīsasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,1224,2,9. vanasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,1268,2,10. yakkhasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
133,1399,2,11. sakkasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::sagāthāvagga:
134,3,1,nidānavagga-aṭṭhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,4,2,1. nidānasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,476,2,2. abhisamayasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,486,2,3. dhātusaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,616,2,4. anamataggasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,651,2,5. kassapasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,780,2,6. lābhasakkārasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,831,2,7. rāhulasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,851,2,8. lakkhaṇasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,895,2,9. opammasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
134,933,2,10. bhikkhusaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::nidānavagga:
135,3,1,khandhavagga-aṭṭhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,4,2,1. khandhasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,401,2,2. rādhasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,416,2,3. diṭṭhisaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,447,2,4. okkantasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,451,2,5. uppādasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,454,2,6. kilesasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,457,2,7. sāriputtasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,464,2,8. nāgasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,470,2,9. supaṇṇasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,473,2,10. gandhabbakāyasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,476,2,11. valāhakasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,480,2,12. vacchagottasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
135,483,2,13. jhānasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::khandhavagga:
136,3,1,saḷāyatanavagga-aṭṭhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,4,2,1. saḷāyatanasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,591,2,2. vedanāsaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,649,2,3. mātugāmasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,663,2,4. jambukhādakasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,675,2,5. sāmaṇḍakasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,678,2,6. moggallānasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,686,2,7. cittasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,731,2,8. gāmaṇisaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,769,2,9. asaṅkhatasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
136,782,2,10. abyākatasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::saḷāyatanavagga:
137,3,1,mahāvagga-aṭṭhakathā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,4,2,1. maggasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,125,2,2. bojjhaṅgasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,305,2,3. satipaṭṭhānasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,525,2,4. indriyasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,631,2,5. sammappadhānasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,634,2,6. balasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,637,2,7. iddhipādasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,696,2,8. anuruddhasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,713,2,9. jhānasaṃyuttavaṇṇanā,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,716,2,10. ānāpānasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,761,2,11. sotāpattisaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
137,864,2,12. saccasaṃyuttaṃ,:sāratthappakāsinī::aṭṭhakathā::sutta::saṃyuttanikāya::mahāvagga:
138,3,1,pārājikakaṇḍa-aṭṭhakathā (paṭhamo bhāgo),:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::pārājikakaṇḍa:
138,4,2,ganthārambhakathā,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::pārājikakaṇḍa:
138,490,2,verañjakaṇḍavaṇṇanā,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::pārājikakaṇḍa:
138,860,2,1. pārājikakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::pārājika::pārājikakaṇḍa:
138,2029,2,2. saṅghādisesakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::saṅghādisesa::pārājikakaṇḍa:
138,2512,2,3. aniyatakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::aniyata::pārājikakaṇḍa:
138,2532,2,4. nissaggiyakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pārājika::nissaggiya::pārājikakaṇḍa:
139,3,1,pācittiya-aṭṭhakathā,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pācittiya::pācittiya-aṭṭhakathā:
139,4,2,5. pācittiyakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pācittiya::pācittiya::pācittiya-aṭṭhakathā:
139,790,2,6. pāṭidesanīyakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pācittiya::pāṭidesanīya::pācittiya-aṭṭhakathā:
139,818,2,7. sekhiyakaṇḍaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::sekhiya::pācittiya-aṭṭhakathā:
139,915,2,8. sattādhikaraṇasamathā,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::mahāvibhaṅga::pācittiya::pācittiya-aṭṭhakathā:
139,925,1,bhikkhunīvibhaṅgavaṇṇanā,:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::bhikkhunīvibhaṅga::pācittiya::bhikkhunī::pācittiya-aṭṭhakathā:
139,926,2,1. pārājikakaṇḍaṃ (bhikkhunīvibhaṅgavaṇṇanā),:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::bhikkhunīvibhaṅga::pārājika::bhikkhuni::pācittiya-aṭṭhakathā:
139,968,2,2. saṅghādisesakaṇḍaṃ (bhikkhunīvibhaṅgavaṇṇanā),:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::bhikkhunīvibhaṅga::saṅghādisesa::pācittiya-aṭṭhakathā:
139,1035,2,3. nissaggiyakaṇḍaṃ (bhikkhunīvibhaṅgavaṇṇanā),:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::bhikkhunīvibhaṅga::nissaggiya::pācittiya-aṭṭhakathā:
139,1088,2,4. pācittiyakaṇḍaṃ (bhikkhunīvibhaṅgavaṇṇanā),:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::bhikkhunīvibhaṅga::pācittiya::pācittiya-aṭṭhakathā:
139,1448,2,5. pāṭidesanīyakaṇḍaṃ (bhikkhunīvibhaṅgavaṇṇanā),:samantapāsādikā::aṭṭhakathā::vinaya::suttavibhaṅga::bhikkhunīvibhaṅga::pāṭidesanīya::pācittiya-aṭṭhakathā:
140,3,1,mahāvagga-aṭṭhakathā,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
140,4,2,1. mahākhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
140,379,2,2. uposathakkhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga::uposatha:
140,522,2,3. vassūpanāyikakkhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
140,555,2,4. pavāraṇākkhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
140,593,2,5. cammakkhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
140,631,2,6. bhesajjakkhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
140,700,2,7. kathinakkhandhakaṃ,:samantapāsādikā::aṭṭhakathā::vinaya::khandhaka::mahāvagga:
