book,paragraph,level,title,tag
86,400,2,2. dutiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::tikanipāta::pāḷi::nipāta:
86,1029,2,3. tatiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::tikanipāta::pāḷi::nipāta:
87,3,1,catukkanipātapāḷi,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,4,2,1. paṭhamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,5,2,1. bhaṇḍagāmavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,132,2,2. caravaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,220,2,3. uruvelavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,340,2,4. cakkavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,453,2,5. rohitassavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,570,2,2. dutiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,571,2,(6) 1. puññābhisandavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,699,2,(7) 2. pattakammavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,819,2,(8) 3. apaṇṇakavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,865,2,(9) 4. macalavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,916,2,(10) 5. asuravaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,974,2,3. tatiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,975,2,(11) 1. valāhakavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1037,2,(12) 2. kesivaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1089,2,(13) 3. bhayavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1143,2,(14) 4. puggalavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1192,2,(15) 5. ābhāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1219,2,4. catutthapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1220,2,(16) 1. indriyavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1270,2,(17) 2. paṭipadāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1328,2,(18) 3. sañcetaniyavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1417,2,(19) 4. brāhmaṇavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1499,2,(20) 5. mahāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1632,2,5. pañcamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1633,2,(21) 1. sappurisavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1698,2,(22) 2. parisāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1727,2,(23) 3. duccaritavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1755,2,(24) 4. kammavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1815,2,(25) 5. āpattibhayavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1858,2,(26) 6. abhiññāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1906,2,(27) 7. kammapathavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
87,1938,2,(28) 8. rāgapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::catukkanipāta::pāḷi::nipāta:
88,3,1,pañcakanipātapāḷi,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,4,2,1. paṭhamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,5,2,1. sekhabalavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,48,2,2. balavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,80,2,3. pañcaṅgikavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,140,2,4. sumanavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,276,2,5. muṇḍarājavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,432,2,2. dutiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,433,2,(6) 1. nīvaraṇavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,529,2,(7) 2. saññāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,566,2,(8) 3. yodhājīvavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,671,2,(9) 4. theravaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,714,2,(10) 5. kakudhavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,751,2,3. tatiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,752,2,(11) 1. phāsuvihāravaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,809,2,(12) 2. andhakavindavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,848,2,(13) 3. gilānavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,883,2,(14) 4. rājavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,968,2,(15) 5. tikaṇḍakīvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1028,2,4. catutthapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1029,2,(16) 1. saddhammavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1089,2,(17) 2. āghātavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1155,2,(18) 3. upāsakavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1254,2,(19) 4. araññavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1281,2,(20) 5. brāhmaṇavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1379,2,5. pañcamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1380,2,(21) 1. kimilavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1412,2,(22) 2. akkosakavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1451,2,(23) 3. dīghacārikavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1483,2,(24) 4. āvāsikavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1517,2,(25) 5. duccaritavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1552,2,(26) 6. upasampadāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1576,2,1. sammutipeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1598,2,2. sikkhāpadapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
88,1610,2,3. rāgapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::pañcakanipāta::pāḷi::nipāta:
89,3,1,chakkanipātapāḷi,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,4,2,1. paṭhamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,5,2,1. āhuneyyavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,49,2,2. sāraṇīyavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,137,2,3. anuttariyavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,223,2,4. devatāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,295,2,5. dhammikavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,492,2,2. dutiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,493,2,6. mahāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,681,2,7. devatāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,718,2,8. arahattavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,751,2,9. sītivaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,783,2,10. ānisaṃsavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,814,2,11. tikavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,839,2,12. sāmaññavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
89,850,2,13. rāgapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::chakkanipāta::pāḷi::nipāta:
90,3,1,sattakanipātapāḷi,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,4,2,paṭhamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,5,2,1. dhanavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,76,2,2. anusayavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,115,2,3. vajjisattakavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,209,2,4. devatāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,275,2,5. mahāyaññavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,368,2,6. abyākatavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,554,2,7. mahāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,706,2,8. vinayavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,732,2,9. samaṇavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,757,2,10. āhuneyyavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
90,783,2,11. rāgapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::sattakanipāta::pāḷi::nipāta:
91,3,1,aṭṭhakanipātapāḷi,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,4,2,1. paṭhamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,5,2,1. mettāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,132,2,2. mahāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,259,2,3. gahapativaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,382,2,4. dānavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,464,2,5. uposathavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,675,2,2. dutiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,676,2,(6) 1. gotamīvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,783,2,(7) 2. bhūmicālavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,876,2,(8) 3. yamakavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,979,2,(9) 4. sativaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,1030,2,(10) 5. sāmaññavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
91,1034,2,(11). rāgapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::aṭṭhakanipāta::pāḷi::nipāta:
92,3,1,navakanipātapāḷi,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,4,2,1. paṭhamapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,5,2,1. sambodhivaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,91,2,2. sīhanādavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,175,2,3. sattāvāsavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,242,2,4. mahāvaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,353,2,5. sāmaññavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,406,2,2. dutiyapaṇṇāsakaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,407,2,(6) 1. khemavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,439,2,(7) 2. satipaṭṭhānavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,476,2,(8) 3. sammappadhānavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,485,2,(9) 4. iddhipādavaggo,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
92,496,2,(10) 5. rāgapeyyālaṃ,:aṅguttaranikāya::mūla::sutta::aṅguttaranikāya::navakanipāta::pāḷi::nipāta:
93,3,1,sīlakkhandhavaggapāḷi,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,4,2,1. brahmajālasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,217,2,2. sāmaññaphalasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,369,2,3. ambaṭṭhasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,469,2,4. soṇadaṇḍasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,544,2,5. kūṭadantasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,661,2,6. mahālisuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,692,2,7. jāliyasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,698,2,8. mahāsīhanādasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,762,2,9. poṭṭhapādasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,852,2,10. subhasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,915,2,11. kevaṭṭasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,965,2,12. lohiccasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
93,992,2,13. tevijjasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::sīlakkhandhavagga::pāḷi:
94,3,1,mahāvaggapāḷi,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,4,2,1. mahāpadānasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,229,2,2. mahānidānasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,287,2,3. mahāparinibbānasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,663,2,4. mahāsudassanasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,737,2,5. janavasabhasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,807,2,6. mahāgovindasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,965,2,7. mahāsamayasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,1130,2,8. sakkapañhasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,1341,2,9. mahāsatipaṭṭhānasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
94,1476,2,10. pāyāsisuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::mahāvagga::pāḷi:
95,3,1,pāthikavaggapāḷi,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,4,2,1. pāthikasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,117,2,2. udumbarikasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,191,2,3. cakkavattisuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,259,2,4. aggaññasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,326,2,5. sampasādanīyasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,390,2,6. pāsādikasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,469,2,7. lakkhaṇasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,901,2,8. siṅgālasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,1022,2,9. āṭānāṭiyasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,1292,2,10. saṅgītisuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
95,1662,2,11. dasuttarasuttaṃ,:dīghanikāya::mūla::sutta::dīghanikāya::pāthikavagga::pāḷi:
96,4,1,dhammasaṅgaṇī-aṭṭhakathā,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,5,2,ganthārambhakathā,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,831,2,1. cittuppādakaṇḍo,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,832,2,tikamātikāpadavaṇṇanā,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,874,2,dukamātikāpadavaṇṇanā,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,898,2,kāmāvacarakusalapadabhājanīyaṃ,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,1968,2,2. rūpakaṇḍo,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,2186,2,3. nikkhepakaṇḍo,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
96,2410,2,4. aṭṭhakathākaṇḍo,:aṭṭhasālinī::aṭṭhakathā::abhidhamma::dhammasaṅgaṇī:
97,4,1,vibhaṅga-aṭṭhakathā,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,5,2,1. khandhavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,177,2,2. āyatanavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,220,2,3. dhātuvibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,314,2,4. saccavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,555,2,5. indriyavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,580,2,6. paṭiccasamuppādavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1094,2,7. satipaṭṭhānavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1374,2,8. sammappadhānavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1422,2,9. iddhipādavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1446,2,10. bojjhaṅgavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1485,2,11. maggaṅgavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1514,2,12. jhānavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1718,2,13. appamaññāvibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1738,2,14. sikkhāpadavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1766,2,15. paṭisambhidāvibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,1803,2,16. ñāṇavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,2059,2,17. khuddakavatthuvibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
97,2289,2,18. dhammahadayavibhaṅgo,:sammohavinodanī::aṭṭhakathā::abhidhamma::vibhaṅga:
98,4,1,dhātukathā-aṭṭhakathā,:aṭṭhakathā::abhidhamma::dhātukathā::pañcapakaraṇa:
98,173,1,puggalapaññatti-aṭṭhakathā,:aṭṭhakathā::abhidhamma::puggalapaññatti::pañcapakaraṇa:
98,474,1,kathāvatthu-aṭṭhakathā,:aṭṭhakathā::abhidhamma::kathāvatthu::pañcapakaraṇa:
98,1623,1,yamakappakaraṇa-aṭṭhakathā,:aṭṭhakathā::abhidhamma::yamaka::pañcapakaraṇa:
98,1880,1,paṭṭhānappakaraṇa-aṭṭhakathā,:aṭṭhakathā::abhidhamma::paṭṭhāna::pañcapakaraṇa:
99,3,1,ekakanipāta-aṭṭhakathā,:manorathapūraṇī::aṭṭhakathā::sutta::aṅguttaranikāya::ekakanipāta::nipāta:
99,4,2,ganthārambhakathā,:manorathapūraṇī::aṭṭhakathā::sutta::aṅguttaranikāya::ekakanipāta::nipāta:
99,44,2,1. rūpādivaggavaṇṇanā,:manorathapūraṇī::aṭṭhakathā::sutta::aṅguttaranikāya::ekakanipāta::nipāta:
99,155,2,2. nīvaraṇappahānavaggavaṇṇanā,:manorathapūraṇī::aṭṭhakathā::sutta::aṅguttaranikāya::ekakanipāta::nipāta:
99,218,2,3. akammaniyavaggavaṇṇanā,:manorathapūraṇī::aṭṭhakathā::sutta::aṅguttaranikāya::ekakanipāta::nipāta:
