id,page,word,note
2243,25,ကံဆုံ,page-25
2244,25,ကံဆိုက်,page-25
2247,25,ကံဆောင်,page-25
2248,25,ကံဇာတာ,page-25
2250,25,ကံတရား,page-25
2251,25,ကံတူအကျိုးပေး,page-25
2254,25,ကံထူး,page-25
2255,25,ကံထိုက်,page-25
2256,25,ကံနာ,page-25
2259,25,ကံနည်း,page-25
2261,25,ကႆနိမ့် ,page-25
2262,25,ကံပလေ,page-25
2263,25,ကံပေါ်,page-25
2265,25,ကံပြင်း,page-25
2266,25,ကံမြောက်,page-25
2268,25,ကံမြစ်,page-25
2269,25,ကံမှောက်,page-25
2270,25,ကံယုံဝါဒ,page-25
2271,25,ကံလိုက်,page-25
2272,25,ကံသမား,page-25
2273,25,ကံသာ,page-25
2274,25,ကံသီ,page-25
2276,25,ကံသေကံမ,page-25
2278,25,ကံသုံးပါး,page-25
2279,25,ကံသင့်,page-25
2280,25,ကံအားလျော်စွာ,page-25
2283,25,ကုံံ့ကုံ့,page-25
2284,25,ကုံ,page-25
2286,25,ကုံကုမံ,page-25
2289,25,ကုံကယ်,page-25
2290,25,ကုံင,page-25
2291,25,ကုံငှ,page-25
2292,25,ကုံတွင်,page-25
2293,25,ကုံထံ,page-25
2294,25,ကုံရာသီ,page-25
2303,26,ကုံလုံ,page-26
,26,ကုံး,page-26
,26,ကုံးစီ,page-26
2309,26,ကုံးစပ်,page-26
2311,26,ကုံးသီ,page-26
2312,26,ကက်,page-26
2315,26,ကက္ကဋတာရာ,page-26
2317,26,ကက္ကရာ,page-26
2318,26,ကက္ကု,page-26
2320,26,ကက္ကုကမျဉ်း,page-26
2321,26,ကက္ကုကမျဉ်းပွင့်,page-26
2326,26,ကက္ကုဆူး,page-26
2328,26,ကက္ကုဆူးချီကက္ကုဆူးချ,page-26
2331,26,ကက္ကော်တကန်,page-26
2333,26,ကက်ကက်လန်,page-26
2335,26,ကက်ဆက်,page-26
2337,26,ကက်ဆွဲ,page-26
2339,26,ကက်တလောက်,page-26
2341,26,ကက်တလစ်,page-26
2343,26,ကက်တာသာမိုမီတာ,page-26
,26,ကတ်တီ,page-26
2348,26,ကက်ဒမီယံ,page-26
,26,ကက်ပတိန်,page-26
2350,26,ကက်ဗီနက်,page-26
2352,26,ကက်ဘောင်,page-26
2354,26,ကက်အိမ်,page-26
2355,26,ကုက္ကလူ,page-26
2356,26,ကုက္ကလံ,page-26
2358,26,ကုက္ကား,page-26
2360,26,ကုက္ကို,page-26
2363,26,ကုက္ကုစ္စ,page-26
2369,26,ကောက်,page-26
2378,26,ကောက်ကစင်း,page-26
2380,26,ကောက်ကရ,page-26
2382,26,ကောက်ကာငင်ကာ,page-26
,26,ကောက်ကောက်စင်းစင်း,page-26
2389,26,ကောက်ကောက်ပါ,page-26
2391,27,ကောက်ကျီးကောက်ကျစ်,page-27
2394,27,ကောက်ကျစ်,page-27
2396,27,ကောက်ကျစ်စဉ်းလဲ,page-27
2399,27,ကောက်ကြီး,page-27
2400,27,ကောက်ကြီးတက်,page-27
2401,27,ကောက်ကြောင်း,page-27
2403,27,ကောက်ကွေ့,page-27
2404,27,ကောက်ကွေး,page-27
2405,27,ကောက်ကွက်,page-27
,27,ကောက်ခံ,page-27
2409,27,ကောက်ချက်,page-27
2411,27,ကောက်ချက်ချ,page-27
2414,27,ကောက်ချက်ထုတ်,page-27
2416,27,ကောက်ချုပ်ချက်,page-27
,27,ကောက်ငယ်,page-27
2418,27,ကောက်စိုက်,page-27
2422,27,ကောက်ဆ,page-27
2425,27,ကောက်ဆိုင်ပုံ,page-27
2426,27,ကောက်ဆန်ကြွေ,page-27
2428,27,ကောက်ဆုပ်,page-27
2429,27,ကောက်ဆွ,page-27
2430,27,ကောက်ညံ့,page-27
2431,27,ကောက်ညှင်း,page-27
2436,27,ကောက်ညှင်းကူပဲ,page-27
2437,27,ကောကညှင်း‌ခူပဲ,page-27
2440,27,ကောက်တကျစ်,page-27
2441,27,ကောက်တီ,page-27
2442,27,ကောက်တီးကောက်တောက်,page-27
2444,27,ကောက်တေး,page-27
2445,27,ကောက်တေးပါတီ,page-27
2447,27,ကောက်တံ,page-27
2448,27,ကောက်တိုင်,page-27
2449,27,ကောက်တမ်း,page-27
2450,27,ကောက်ထုံး,page-27
2451,27,ကောက်နုတ်,page-27
2452,27,ကောက်နုတ်ချက်,page-27
2453,27,ကောက်နယ်,page-27
2455,27,ကောက်နှံ,page-27
2456,27,ကောက်ပဲသီးနှံ,page-27
2457,27,ကောက်ပုံ,page-27
2458,27,ကောက်ပင်ရိတ်လှီး,page-27
2460,27,ကောက်ပြန့်,page-27
2461,27,ကောက်ဖတ်,page-27
2462,27,ကောက်ဖုတ်,page-27
2463,27,ကောက်မွေးသား,page-27
2464,27,ကောက်မွှေး,page-27
2466,27,ကောက်ယူ,page-27
2468,27,ကောက်ယူစီရင်,page-27
2469,27,ကောက်ယင်,page-27
2470,27,ကောက်ယွန်း,page-27
2471,27,ကောက်ရိုး,page-27
2474,27,ကောက်ရိုးနွယ်,page-27
2476,27,ကောက်ရိုးမီး,page-27
2479,27,ကောက်ရိုးမှို,page-27
,27,ကောက်ရိတ်,page-27
2483,27,ကောက်လတ်,page-27
2485,28,ကောက်လန်းတီ,page-28
2488,28,ကောက်လိမ်,page-28
2489,28,ကောက်လျင်,page-28
2490,28,ကောက်လျင်ကြီး,page-28
2491,28,ကောက်လှိုင်း,page-28
,28,ကောက်သားတက်,page-28
2495,28,ကောက်သားထည့်,page-28
2496,28,ကောက်သားမွေး,page-28
2497,28,ကောက်သားဝင်,page-28
2498,28,ကောက်သင်း,page-28
,28,ကောက်သင်းကောက်,page-28
2505,28,ကောက်သစ်စားပွဲ,page-28
2507,28,ကောက်သစ်ပွဲ,page-28
2508,28,ကောက်သွယ်,page-28
2509,28,ကောက်ဦး,page-28
2510,28,ကိုက်,page-28
2522,28,ကိုက်ခဲ,page-28
2524,28,ကိုက်စား,page-28
2525,28,ကိုက်စပ်ထဘီ,page-28
2527,28,ကိုက်ညီ,page-28
2529,28,ကိုက်ညှပ်,page-28
2530,28,ကိုက်ထိုး,page-28
2532,28,ကိုက်ဖဲ,page-28
2533,28,ကိုက်ဖြတ်,page-28
2534,28,ကိုက်ဖြတ်သတ္တဝါ,page-28
2535,28,ကိုက်မုံ,page-28
,28,ကိုက်ဝါး,page-28
,28,ကင့်ပုံ,page-28
2540,28,ကင်,page-28
,28,ကင်္ကာ,page-28
2543,28,ကင်္ခါ,page-28
2544,28,ကင်ဂါရူး,page-28
2545,28,ကင်ဆာ,page-28
2546,28,ကင်ညွန်ချောက်,page-28
2548,28,ကင်ညာ,page-28
,28,ကင်ညှပ်,page-28
2550,28,ကင်တင်း,page-28
2552,28,ကင်ဒါဃာတင်,page-28
2553,28,ကင်တာဃာတင်,page-28
2554,28,ကင်ပလင်း,page-28
2556,28,ကင်ပလစ်,page-28
2558,28,ကင်ပလန်း,page-28
2559,28,ကင်ပေတိုင်,page-28
2560,28,ကင်ပိမ့်,page-28
2562,28,ကင်ပျစ်,page-28
2563,28,ကင်ပွန်း,page-28
2565,28,ကင်ပွန်းချဉ်,page-28
2566,28,ကင်ပွန်းတပ်,page-28
2570,28,ကင်ပွန်းရေစင်,page-28
2572,28,ကင်ဘာရာ,page-28
2573,28,ကင်မရာ,page-28
2575,29,ကင်မရွန်း,page-29
2576,29,ကင်မလင်း,page-29
2577,29,ကင်မွန်း,page-29
2578,29,ကင်း,page-29
2589,29,ကင်းကိ,page-29
2590,29,ကင်းကျ,page-29
2591,29,`ကင်းကျိ,page-29
2592,29,ကင်းကွာ,page-29
,29,ကင်းကွေ,page-29
2595,29,ကင်းခ,page-29
2596,29,ကင်းခိုး,page-29
2597,29,ကင်းချုပ်,page-29
2599,29,ကင်းခြေများ,page-29
2602,29,ကင်းခွေး,page-29
2603,29,ကင်းခွန်,page-29
2604,29,ကင်းခွန်ကင်းခ,page-29
2605,29,ကင်းဂါတ်,page-29
2607,29,ကင်းငုံ,page-29
2609,29,ကင်းငြိမ်း,page-29
2611,29,ကင်းစကားဝှက်,page-29
2612,29,ကင်းစခန်း,page-29
2613,29,ကင်းစီး,page-29
2614,29,ကင်းစင်,page-29
2617,29,ကင်းစောင့်,page-29
2619,29,ကင်းစဉ်,page-29
2620,29,ကင်းစိတ်,page-29
2621,29,ကင်းစုန်း,page-29
2622,29,ကင်းစမ်း,page-29
2623,29,ကင်းစမ်းထိုး,page-29
2624,29,ကင်းစမ်းလေ,page-29
2625,29,ကင်းဆိတ်,page-29
2626,29,ကင်းဆိပ်,page-29
,29,ကင်းတဲ,page-29
2628,29,ကင်းထို,page-29
2631,29,ကင်းတုတ်,page-29
2632,29,ကင်းတပ်,page-29
2633,29,ကင်းထိုး,page-29
2634,29,ကင်းထိုးလွှတ်,page-29
2635,29,ကင်းထောက်,page-29
2638,29,ကင်းနားသန်,page-29
2640,29,ကင်းနု,page-29
2641,29,ကင်းပ,page-29
2642,29,ကင်းပုစွန်,page-29
2643,29,ကင်းပုံ,page-29
2647,29,ကင်းပဟ်ကြိုး,page-29
2649,29,ကင်းပုန်း,page-29
2652,29,ကင်းပျောက်,page-29
2653,29,ကင်းပြတ်,page-29
2654,29,ကင်းဖလောင်းကောင်,page-29
2656,29,ကင်းဖျား,page-29
2657,29,ကင်းဖြူလေး,page-29
2658,29,ကင်းမ,page-29
2659,29,ကင်းမလက်မည်း,page-29
2660,29,ကင်းမလည်မည်း,page-29
2661,29,ကင်းမဲ့,page-29
2663,29,ကင်းမြီးကောက်,page-29
2664,29,ကင်းမြီးကောက်ထောင်,page-29
2668,30,ကင်းမွန်,page-30
2670,30,ကင်းမွန်ဘဲလိပ်,page-30
2672,30,ကင်းရုံ,page-30
2673,30,ကင်းရင့်,page-30
2674,30,ကင်းရှင်,page-30
2675,30,ကင်းရှင်း,page-30
2678,30,ကင်းရှည်,page-30
2679,30,ကင်းလုလင်,page-30
2680,30,ကင်းလိပ်ချော,page-30
2682,30,ကင်းလွတ်,page-30
2685,30,ကင်းလှေ,page-30
2686,30,ကင်းလှည့်,page-30
2688,30,ကင်းလှည့်ကျ,page-30
2689,30,ကင်းဝေး,page-30
2691,30,ကင်းဝန်,page-30
2692,30,ကင်း၀ပ်,page-30
2695,30,ကင်းသမား,page-30
2696,30,ကင်းသား,page-30
2697,30,ကင်းသူ,page-30
2698,30,ကင်းသေ,page-30
2699,30,ကင်းသင်း,page-30
2700,30,ကင်းသည်,page-30
2701,30,ကင်းသန်း,page-30
2702,30,ကင်ဘန်းဗွေ,page-30
2703,30,ကင်းဦး,page-30
2704,30,ကင်းအုံ,page-30
2705,30,ကင်းအုပ်,page-30
2706,30,ကုင်္ကုမံ,page-30
2707,30,ကောင့်,page-30
2711,30,ကောင်,page-30
2719,30,ကောင်ကလေး,page-30
2720,30,ကောင်စီ,page-30
2723,30,ကောင်စီလာ,page-30
2725,30,ကောင်စီဝင်,page-30
2727,30,ကောင်စစ်ဝန်,page-30
2730,30,ကောင်တာ,page-30
2732,30,ကောင်တီ,page-30
2733,30,ကောင်မ,page-30
2736,30,ကောင်လေး,page-30
2737,30,ကောင်ဟန်,page-30
2739,30,ကောင်း,page-30
2754,30,ကောင်းကင်,page-30
2755,30,ကောင်းကင်ကြိုး,page-30
2756,30,ကောင်းကင်ခံတပ်,page-30
2757,31,ကောင်းကင်တမန်,page-31
2758,31,ကောင်းကင်ပိုက်,page-31
2759,31,ကောင်းကင်ပိုင်နက်,page-31
2760,31,ကောင်းကင်ပစ်အမြောက်,page-31
2761,31,ကောင်းကင်ဘားဂျွမ်းပညာ,page-31
2763,31,ကောင်းကင်ဘားဂျွမ်းသမား,page-31
2765,31,ကောင်းကင်ဘုံ,page-31
2766,31,ကောင်းကင်ယံ,page-31
2767,31,ကောင်းကင်ရေ,page-31
2768,31,ကောင်းကောင်း,page-31
2771,31,ကောင်းကောင်းကန်းကန်း,page-31
2774,31,ကောင်ကျိုး,page-31
2777,31,ကောင်းကြွယ်,page-31
2778,31,ကောင်းချီး,page-31
,31,ကောင်းခြီး,page-31
2779,31,ကောင်းချီးကျူး,page-31
2780,31,ကောင်းချီးကြော်ငြာ,page-31
2782,31,ကောင်းချီးကြွေးကြော်,page-31
2784,31,ကောင်းချီးခေါ်,page-31
2785,31,ကောင်းချီးငြာ,page-31
2786,31,ကောင်းချီးတွန်,page-31
2787,31,ကောင်းချီးပေး,page-31
2788,31,ကောင်းချီးပြု,page-31
2789,31,ကောင်းချီးမြှောက်,page-31
2790,31,ကောင်းချီးသံ,page-31
2791,31,ကောင်းချီးသြဘာပေး,page-31
2794,31,ကောင်းခြင်းငါးဖြာ,page-31
2797,31,ကောင်းစာ,page-31
2798,31,ကောင်းစား,page-31
2803,31,ကောင်းစွ,page-31
,31,ကောင်းစွာ့,page-31
2804,31,ကောင်းတေ,page-31
2805,31,ကောင်းတင်း,page-31
2806,31,ကောင်းထွတ်,page-31
2807,31,ကောင်းပြီ,page-31
2808,31,ကောင်းမော,page-31
2809,31,ကောင်းမြေ့,page-31
2810,31,ကောင်းမြိုက်,page-31
2813,31,ကောင်းမြတ်,page-31
2814,31,ကောင်းမွေ,page-31
2815,31,ကောင်းမွေဆိုးမြီ,page-31
2817,31,ကောင်းမွေဆိုးမွေ,page-31
2820,31,ကောင်းမွန်,page-31
2822,31,……ကောင်းမှ……မယ်,page-31
2825,31,ကောင်းမှု,page-31
2828,31,ကောင်းယဉ်,page-31
2829,31,ကောင်းရာသုဂတိ,page-31
2831,31,ကောင်းလေး,page-31
2832,31,ကိုင်,page-31
2844,31,ကိုင်ကန်,page-31
2845,31,ကိုင်ငင်,page-31
2846,31,ကိုင်စွဲ,page-31
2852,32,ကိုင်ဆောင်,page-32
2853,32,ကိုင်ဆုပ်,page-32
2854,32,ကိုင်တောင့်,page-32
2855,32,ကိုင်တုပ်,page-32
2856,32,ကိုင်တွယ်,page-32
2860,32,ကိုင်ပစ်,page-32
2861,32,ကိုင်ပြတ်,page-32
2862,32,ကိုင်ရို,page-32
2863,32,ကိုင်ရိုက်,page-32
2864,32,ကိုင်လှုပ်,page-32
2866,32,ကိုင်း,page-32
,32,ကိုင်းကူး,page-32
2877,32,ကိုင်းကန်,page-32
2884,32,ကိုင်းကျင်း,page-32
2885,32,ကိုင်းကွင်း,page-32
2886,32,ကိုင်းကျွန်း,page-32
2887,32,ကိုင်းချဉ်ပေါင်ခါး,page-32
2891,32,ကိုင်းစက်စယ်,page-32
2892,32,ကိုင်းစည်း,page-32
2894,32,ကိုင်းဆက်ကူး,page-32
2896,32,ကိုင်းဆတ်မြီး,page-32
2897,32,ကိုင်းညွတ်,page-32
2904,32,ကိုင်းညှပ်,page-32
2905,32,ကိုင်းတော,page-32
,32, ကိုင်းတောကွင်း,page-32
2907,32,ကိုင်းတင်,page-32
2908,32,ကိုင်းထောက်,page-32
2913,32,ကိုင်းထောင်,page-32
2915,32,ကိုင်းပါ,page-32
2916,32,ကိုင်းပန်းပြား,page-32
2918,32,ကိုင်းပျ,page-32
2919,32,ကိုင်းပြန်,page-32
2920,32,ကိုင်းဖောင်းခါး,page-32
2922,32,ကိုင်းဖြူမြီး,page-32
2923,32,ကိုင်းဖြတ်ကတ်ကြေး,page-32
2924,32,ကိုင်းရှိုင်,page-32
2926,32,ကိုင်းသားဖိုကြီး,page-32
2928,32,ကိုင်းဥ,page-32
2931,32,ကစ်,page-32
2932,32,ကစ်စဲ,page-32
2933,32,ကစ္စည်း,page-32
2937,32,ကစ်ပတန်,page-32
2938,32,ကိစ္စ,page-32
2939,32,ကိစ္စကုန်,page-32
2940,32,ကိစ္စချော,page-32
2942,32,ကိစ္စငြိမ်း,page-32
2945,32,ကိစ္စတုံး,page-32
2946,32,ကိစ္စတုံးစီရင်,page-32
2947,32,ကိစ္စမရှိ,page-32
2955,32,ကစ္စများ,page-32
2957,33,ကိစ္စရှင်,page-33
2958,33,ကိစ္စဝိစ္စ,page-33
2959,33,ကိစ္စအေး,page-33
2961,33,ကိစ္စအောင်,page-33
2962,33,ကုဋ္ဌ,page-33
2963,33,ကဏ္ဌဌာန်,page-33
2965,33,ကဏ္ဍ,page-33
2968,33,ကဏ္ဍကောစ,page-33
2971,33,ကဏ္ဏမူနာ,page-33
2972,33,ကဏ္ဏသုခ,page-33
2973,33,ကတ်,page-33
2980,33,ကတ်ကော်,page-33
2982,33,ကတ်ကတ်သတ်သတ်,page-33
2987,33,ကတ်ကုတ်,page-33
2990,33,ကတ်ကျစ်ပုဆိုး,page-33
2991,33,ကတ်ကြစ်ပုဆိုး,page-33
2992,33,ကတ်ကြေး,page-33
2993,33,ကတ်ကြေးကိုက်,page-33
2994,33,ကတ်ကြေးစာ,page-33
2995,33,ကတ်ကြိုဖောင်,page-33
2996,33,ကတ်ကွက်,page-33
2997,33,ကတ်ခဲ,page-33
2998,33,ကတ်စော့,page-33
2999,33,ကတ်စစ်,page-33
3000,33,ကတ္တရလေ,page-33
3001,33,ကတ္တရသင်္ချေ,page-33
3004,33,ကတ္တရာ,page-33
3005,33,ကတ္တရာစေး,page-33
3006,33,ကတ္တရာဆီ,page-33
3007,33,ကတ္တရိကတ္တရာ,page-33
3008,33,ကတ္တရီ,page-33
3010,33,ကတ္တလသင်းခြေ,page-33
3011,33,ကတ္တဝါ,page-33
,33,ကတ္တာ,page-33
3013,33,ကတ္တာကာရက,page-33
3014,33,ကတ္တား,page-33
3015,33,ကတ္တားခြား,page-33
3017,33,ကတ္တီပါ,page-33
3018,33,ကတ္တီပါ(ပင်),page-33
3020,33,ကတ်တီးကတ်ဖဲ့,page-33
3022,33,ကတ္တုကြိယာ,page-33
3023,33,ကတ္တူ,page-33
3024,33,ကတ်ထူ,page-33
3026,33,ကတ်ပြား,page-33
3027,33,ကတ်ဖီးကတ်ဖဲ့,page-33
3028,33,ကတ်ဖဲ့,page-33
3031,33,ကတ်ဖို,page-33
3033,33,ကတ်ဖိုးကတ်ဖဲ့,page-33
3034,33,ကတ်မ,page-33
3035,33,ကတ်လည်ကတ်လတ်,page-33
3036,33,ကတ်လတ်,page-33
3037,33,ကတ်သီးကတ်သတ်,page-33
3044,33,ကတ်သတ်,page-33
3045,33,ကိတ်,page-33
3047,33,ကိတ်ကိတ်,page-33
3048,33,ကိတ်ဂြိုဟ်,page-33
3051,34,ကိတ္တပတ်,page-34
3053,34,ကိတ္တိ,page-34
3054,34,ကိတ္တိမ,page-34
3057,34,ကိတ်ထွက်,page-34
3060,34,ကိတ်နှက်,page-34
3061,34,ကိတ်မုန့်,page-34
3062,34,ကိတ်ရက်,page-34
3063,34,ကိတ်သဲ့,page-34
3064,34,ကိတ်လိတ်,page-34
3069,34,ကိတ်လိပ်,page-34
3070,34,ကုတ်,page-34
3076,34,ကုတ်ကား,page-34
3077,34,ကုတ်ကဲ,page-34
,34,ကုတ်ကော်,page-34
3078,34,ကတ်ကော်တကန်,page-34
3079,34,ကုတ်ကို,page-34
3080,34,ကုတ်ကိုတိုင်,page-34
3081,34,ကုတ်ကင်း,page-34
3082,34,ကုတ်ကတ်,page-34
3086,34,ကုတ်ကုတ်ကတ်ကတ်,page-34
3088,34,ကုတ်ကျစ်,page-34
3089,34,ကုတ်ခုတုံး,page-34
3090,34,ကုတ်ချက်,page-34
3091,34,ကုတ်ခြစ်,page-34
3093,34,ကတ်ပတ်,page-34
3094,34,ကုတ်ဖဲ့,page-34
3095,34,ကုတ်ဘီးတိုင်,page-34
3096,34,ကုတ်ရှို,page-34
3097,34,ကုတ်သေ,page-34
3103,34,ကုတ်သဲ,page-34
3104,34,ကုတ်သို,page-34
3105,34,ကုတ်သျှို,page-34
,34,ကုတ်သျှည်း,page-34
3106,34,ကုတ်ဟီး,page-34
3107,34,ကုတ်ဟည်း,page-34
,34,ကုတ်ဟဲ,page-34
3109,34,ကုတ်အင်္ကျီ,page-34
3112,34,ကန့်,page-34
3113,34,ကန့်ကရာ,page-34
3114,34,ကန့်ကလာ,page-34
3115,34,ကန့်ကူ,page-34
3116,34,ကန့်ကူတန်,page-34
3117,34,ကန့်ကျောက်,page-34
3118,34,ကန့်ကွက်,page-34
3120,34,ကန့်ခိုးငရဲမီး,page-34
3121,34,ကန့်ချုပ်,page-34
3124,34,ကန့်ငရဲမီး,page-34
3126,34,ကန့်ဆီး,page-34
3127,34,ကန့်ဆေးဝါး,page-34
3128,34,ကန့်တလန့်လန့်,page-34
3130,34,ကန့်တိုက်,page-34
3132,34,ကန့်ထောက်,page-34
3134,34,ကန့်နို့,page-34
3135,34,ကန့်နို့ရည်,page-34
3136,34,ကန့်ပလာ,page-34
3137,34,ကန့်ပလူ,page-34
3139,34,ကန့်ပွင့်,page-34
3140,34,ကန့်မြစ်,page-34
3141,34,ကန့်လန့်,page-34
3149,35,ကန့်လန့်ကာ,page-35
3152,35,ကန့်လန့်ကာဆေး,page-35
3153,35,ကန့်လန့်ကာကြွက်သား,page-35
3154,35,ကန့်လန့်ကျ,page-35
3157,35,ကန့်လန့်ကျင်,page-35
3158,35,ကန့်လန့်ခံ,page-35
3160,35,ကန့်လန့်ချက်,page-35
3161,35,ကန့်လန့်စင်း,page-35
3163,35,ကန့်လန့်တော,page-35
3166,35,ကန့်လန့်တိုက်,page-35
3167,35,ကန့်လန့်ထိုး,page-35
3169,35,ကန့်လန့်နား,page-35
3170,35,ကန့်လန့်ပြု,page-35
3171,35,ကန့်လန့်ဖြတ်,page-35
3175,35,ကန့်လန့်ဖြတ်ပုံ,page-35
3176,35,ကန့်လန့်မျဉ်း,page-35
3177,35,ကန့်လန့်လုပ်,page-35
3178,35,ကန့်လန့်လွှဲလှိုင်း,page-35
3179,35,ကန့်လန့်ဝှက်,page-35
3180,35,ကန့်ဝင်,page-35
3182,35,ကန့်ဝင်ခနောက်စိမ်း,page-35
3183,35,ကန့်သတ်,page-35
3186,35,ကန့်အနည်ရည်,page-35
3187,35,ကန့်အိတ်,page-35
3189,35,ကန်,page-35
3205,35,ကန်ကျောက်,page-35
,35,ကန်ကြိုး,page-35
3207,35,ကန်ကြိုးဆက်,page-35
3209,35,ကန်စောင်း,page-35
3211,35,ကန်စွန်း,page-35
3212,35,ကန်စွန်းကလေးရွက်,page-35
3214,35,ကန်စွန်းကြီး,page-35
3216,35,ကန်စွန်းပန်း,page-35
3217,35,ကန်စွန်းရွက်,page-35
3218,35,ကန်စွန်းဥ,page-35
3219,35,ကန်ဆင်းမိုး,page-35
3222,35,ကန်တရိုက်,page-35
3224,35,ကန်တရိုက်တာ,page-35
3226,35,ကန္တာ,page-35
3227,35,ကန္တာရ,page-35
3229,35,ကန်တော့,page-35
3233,35,ကန်တော့ကြေး,page-35
3236,35,ကန်တော့ခံ,page-35
3237,35,ကန်တော့ဆွမ်း,page-35
3242,36,ကန်တော့ပွဲ,page-36
3245,36,ကန်တော်ကြီး,page-36
3247,36,ကန်တောင်,page-36
3248,36,ကန်တောင်း,page-36
3249,36,ကန်တုန်မြို့,page-36
3250,36,ကန်ဒီတပ်,page-36
3252,36,ကန္နား,page-36
3253,36,ကန်ပက်လက်,page-36
3255,36,ကန်ပိုင်,page-36
3256,36,ကန်ဘောင်,page-36
3257,36,ကန်ဘောငင်ရိုး,page-36
3258,36,ကန်မြစ်,page-36
3259,36,ကန်ရာသီ,page-36
3261,36,ကန်ရေ,page-36
3262,36,ကန်ရေဝင်,page-36
3263,36,ကန်ရိုး,page-36
3264,36,ကန်ရင်းဘောင်,page-36
3265,36,ကန်သာယာစည်,page-36
3266,36,ကန်သင်း,page-36
3267,36,ကန်သင်းဆည်,page-36
3268,36,ကန်သင်းဆွဲ,page-36
3269,36,ကန်သင်းပေါက်,page-36
3271,36,ကန်သင်းရိုး,page-36
3272,36,ကန်အား,page-36
3273,36,ကန်း,page-36
3278,36,ကန်းဆန်း,page-36
3279,36,ကန်းတီး,page-36
3280,36,ကန်းတန်း,page-36
3281,36,ကိန်ကိန်,page-36
3282,36,ကိန်ခို,page-36
3283,36,ကိန္နရာ,page-36
3292,36,ကိန္နရာနာ,page-36
3294,36,ကိန္နရီ,page-36
3297,36,ကိန်း,page-36
3300,36,ကိန်းကျ,page-36
3302,36,ကိန်းကျေ,page-36
,36,ကိန်းကြီး,page-36
3303,36,ကိန်းကြီးခန်းကြီး,page-36
3306,36,ကိန်းခို,page-36
3307,36,ကိန်းခန်း,page-36
3309,36,ကိန်းခန်းချဲ့,page-36
3310,36,ကိန်းချေ,page-36
3313,36,ကိန်းချေခန်းချေ,page-36
3314,36,ကိန်းချုပ်မျဉ်း,page-36
3315,36,ကိန်းဂဏန်း,page-36
3316,36,ကိန်းစုတန်း,page-36
3317,36,ကိန်းစံ,page-36
3319,36,ကိန်းစက်,page-36
3320,36,ကိန်းစဉ်တန်း,page-36
3322,36,ကိန်းတန်း,page-36
3323,36,ကိန်းနှော,page-36
3324,36,ကိန်းပ,page-36
3326,36,ကိန်းပုံ,page-36
3327,36,ကိန်းပိုက်,page-36
3328,36,ကိန်းပြည့်,page-36
3329,36,ကိန်းမွေ့,page-36
3330,36,ကိန်းရော,page-36
3331,36,ကိန်းရိုး,page-36
3332,36,ကိန်းရင်း,page-36
3333,36,ကိန်းရှင်,page-36
3334,36,ကိန်းလျောင်း,page-36
3335,36,ကိန်းဝပ်,page-36
3338,37,ကိန်းသေ,page-37
3343,37,ကိန်းသေပေါက်,page-37
3345,37,ကိန်းအောင်း,page-37
3348,37,ကုန်,page-37
3354,37,ကုန်ကား,page-37
3355,37,ကုန်ကူး,page-37
3356,37,ကုန်ကူးသန်း,page-37
3357,37,ကုန်ကောင်းဆေး,page-37
3358,37,ကုန်ကုန်,page-37
3360,37,ကုန်ကျ,page-37
3362,37,ကုန်ကြမ်း,page-37
3363,37,ကုန်ကြမ်းကုန်ရိုင်း,page-37
3364,37,ကုန်ကျွန်း,page-37
3366,37,ကုန်ခန်း,page-37
3367,37,ကုန်ချ,page-37
3368,37,ကုန်ချော,page-37
3372,37,ကုန်ခြောက်,page-37
3374,37,ကုန်ငြိမ်း,page-37
3375,37,ကုန်စလယ်,page-37
,37,ကုန်စလှယ်,page-37
3376,37,ကုန်စုံဆိုင်,page-37
3378,37,ကုန်စင်,page-37
3381,37,ကုန်စည်,page-37
3386,37,ကုန်စိမ်း,page-37
3387,37,ကုန်စယ်,page-37
3388,37,ကုန်ဆုံး,page-37
3390,37,ကုန်စျေးတန်း,page-37
3391,37,ကုန်စျေးနှုန်း,page-37
3392,37,ကုန်တိုကုန်စ,page-37
3393,37,ကုန်တိုစယ်စ,page-37
3394,37,ကုန်တံဆိပ်,page-37
3395,37,ကုန်တိုက်,page-37
3396,37,ကုန်တိုက်လက်ဖွဲ့,page-37
3398,37,ကုန်တင်,page-37
3400,37,ကုန်တင်ကုန်ချ,page-37
,37,ကုန်တွဲ,page-37
3403,37,ကုန်ထုတ်ကိရိယာ,page-37
3405,37,ကုန်ထုတ်စရိတ်,page-37
3406,37,ကုန်ထုတ်စွမ်းအား,page-37
3407,37,ကုန်ထုတ်စွမ်းအားစု,page-37
3408,37,ကုန်ထုတ်ဆက်ဆံရေး,page-37
3409,37,ကုန်ထုတ်နိုင်စွမ်းအား,page-37
3412,37,ကုန်ထုတ်နှုန်း,page-37
3413,37,ကုန်ထုတ်လုပ်,page-37
3418,37,ကုန်ထုတ်လုပ်အား,page-37
3420,37,ကုန်ထုတ်သူ,page-37
3421,37,ကုန်ထုတ်အရင်းအနှီး,page-37
3422,37,ကုန်ထုပ်,page-37
3423,37,ကုန်နုပ်,page-37
3424,37,ကုန်နုပ်ကုန်ဖွဲ,page-37
3425,37,ကုန်ပဒေသာဆိုင်,page-37
3426,37,ကုန်ပဒေသာတိုက်,page-37
3427,37,ကုန်ပုံစံ,page-37
